,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
259,335047649,ScanBizCards Business Card Reader,96815104,USD,0.99,3166,34,4,4.5,6.08,4+,Business,37,5,5,1
261,335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,USD,0,88885,333,4.5,4,6.5,12+,Shopping,37,5,1,1
262,335545504,King of Dragon Pass,364490752,USD,9.99,882,85,5,5,2.3.2,12+,Games,43,5,1,1
263,335709058,Stylebook,44135424,USD,3.99,1729,599,4,4.5,7,17+,Lifestyle,37,5,3,1
264,335744614,NBA,112074752,USD,0,43682,19,3.5,2.5,2013.4.3,4+,Sports,37,5,1,1
265,335862325,Blower,98942976,USD,0.99,861,70,2,2.5,4.2,4+,Entertainment,40,4,1,1
266,335875911,My Cycles Period and Ovulation Tracker,77686784,USD,0,7469,68,3.5,5,5.10.3,12+,Health & Fitness,37,0,2,1
267,335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,USD,0,4186,6,3.5,4.5,17,4+,Shopping,37,0,1,1
268,336141475,优酷视频,204959744,USD,0,4885,0,3.5,0,6.7.0,12+,Entertainment,38,0,2,1
269,336347946,DOOM Classic,32796672,USD,4.99,3970,509,4,4,2.7,17+,Games,40,3,5,1
270,336353151,SoundCloud - Music & Audio,105009152,USD,0,135744,594,4,4.5,5.6.0,4+,Music,37,4,7,1
271,336435697,imo video calls and chat,22562816,USD,0,18841,0,4,0,7.0.84,4+,Social Networking,38,2,29,1
272,336477530,Plane Finder - Flight Tracker,52632576,USD,3.99,1438,171,4,4,9.4.1,4+,Navigation,37,3,10,1
274,336599882,"Runtastic Running, Jogging and Walking Tracker",151388160,USD,0,10298,7,4.5,3.5,7.3,4+,Health & Fitness,37,0,15,1
275,336683524,iFiles,47323136,USD,0.99,1842,23,3.5,2.5,1.17.11,4+,Productivity,38,1,1,1
276,336689375,TeachMe: Kindergarten,59846656,USD,1.99,2548,5,4,4,4.2.2,4+,Education,37,5,1,1
277,336834650,Moorhuhn Deluxe - Crazy Chicken,27807744,USD,0.99,319,12,3,5,2.8.0,12+,Games,38,5,5,1
278,336860594,Victoria’s Secret – The Sexiest Bras & Lingerie,60976128,USD,0,34507,38,3.5,5,5.2.1,12+,Shopping,37,0,1,1
279,337021781,MONOPOLY Game,194386944,USD,0.99,26482,331,3.5,2.5,1.4.04,4+,Games,37,0,6,1
281,337056601,n-tv Nachrichten,49470464,USD,0,273,0,3,0,5.25,12+,News,37,5,1,1
282,337288863,Shazam Encore,147118080,USD,2.99,8331,24,4,3.5,11.0.2,12+,Music,37,3,15,1
283,337402021,Harry Potter: Spells,125411328,USD,0.99,17023,916,4,4.5,2.2,4+,Games,40,0,1,1
284,337462979,First Words Deluxe,63316992,USD,4.99,1101,8,4,4,7,4+,Games,38,5,1,1
285,337571576,Clay Hunt,15313920,USD,0.99,1193,1,4,2,3.5.3,17+,Games,40,5,1,1
286,337710261,Dream Team - be your own fantasy football manager,69816320,USD,0,35,0,2.5,0,12.8.0,17+,Sports,37,3,1,1
287,337866370,Jet Car Stunts,32848910,USD,1.99,4088,436,4,4.5,1.5.0,4+,Games,47,4,1,1
288,338057689,Call of Duty: Zombies,52821364,USD,4.99,63943,31264,4,4,1.5.0,17+,Games,47,0,1,1
289,338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,USD,0,70286,51,3,4,17.8,4+,Shopping,37,0,1,1
290,338761996,AirWatch Agent,24747008,USD,0,1150,0,2.5,0,5.5,4+,Business,37,5,19,1
291,338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,89517056,USD,0,54630,280,2.5,4.5,12,4+,Shopping,37,4,1,1
292,339440515,Voice Changer Plus,40722432,USD,0,98777,233,3,4,5.01,4+,Entertainment,37,2,12,1
293,339462921,CatPaint,73332736,USD,0.99,649,11,4,4,3.5.1,4+,Photo & Video,37,5,1,1
294,339532909,Redbox,83906560,USD,0,60236,58,3,4.5,5.24,12+,Entertainment,37,0,1,1
295,340368403,クックパッド - No.1料理レシピ検索アプリ,76644352,USD,0,115,0,3.5,0,17.5.1.0,4+,Food & Drink,37,5,1,1
296,340769953,Trenches,37340259,USD,0.99,26732,1428,4,4.5,1.9.3,17+,Games,43,0,1,1
297,340779800,The Christmas List,26137600,USD,1.99,2722,1,4.5,5,2.1,4+,Shopping,37,0,1,1
298,341036067,Macy's,107816960,USD,0,11013,76,3.5,5,5.11.0,4+,Shopping,37,0,1,1
299,341232718,Calorie Counter & Diet Tracker by MyFitnessPal,152700928,USD,0,507706,181,4.5,4.5,7.16,4+,Health & Fitness,37,5,19,1
300,341329033,BlaBlaCar - Trusted Carpooling,112024576,USD,0,397,0,4.5,0,4.10.1,4+,Travel,37,0,16,1
301,341691394,Refills Calendar - Scheduler - Note,35864576,USD,9.99,196,3,4,5,4.0.1,4+,Productivity,38,5,2,1
302,341776037,5-0 Radio Pro Police Scanner (Extra Feeds),49594368,USD,3.99,24553,2620,4,4.5,39.1,9+,News,38,5,26,1
303,342115564,Hipstamatic,114081792,USD,2.99,12557,6,3.5,5,337,4+,Photo & Video,37,5,15,1
304,342138881,Sing Karaoke Songs Unlimited with StarMaker,91267072,USD,0,26227,7,4,4.5,6.0.3,9+,Music,37,4,14,1
305,342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,USD,4.99,28388,7009,5,5,2.8.2,4+,Business,38,5,9,1
307,342602105,Positivity with Andrew Johnson,69513216,USD,2.99,282,1,4,5,3.38,4+,Health & Fitness,38,4,1,1
308,342699962,Rat On A Scooter XL,7767040,USD,0.99,19296,7,4,4,1.24.1,4+,Games,37,3,1,1
309,342792525,IMDb Movies & TV - Trailers and Showtimes,88702976,USD,0,183425,4724,4.5,5,7.11,12+,Entertainment,37,5,10,1
310,343200656,Angry Birds,175966208,USD,0,824451,107,4.5,3,7.4.0,4+,Games,38,0,10,1
311,343555245,DB Navigator,84791296,USD,0,512,6,3.5,5,17.04.00,4+,Travel,38,0,2,1
312,343638336,Video Calls with Santa,27997184,USD,2.99,315,0,3.5,0,5.1,4+,Lifestyle,37,0,31,1
313,343889987,Voyages-sncf.com : book train and bus tickets,131463168,USD,0,268,0,3.5,0,38,4+,Travel,37,5,6,1
314,344065205,The Font Game,5415000,USD,1.99,438,295,4.5,4.5,2.1,4+,Games,45,0,1,1
316,344176018,ImmobilienScout24: Real Estate Search in Germany,126867456,USD,0,187,0,3.5,0,9.5,4+,Navigation,37,5,3,1
317,344186162,Grand Theft Auto: Chinatown Wars,878883840,USD,4.99,15142,73,4,4,4.4,17+,Games,38,5,6,1
318,344542975,Southwest Airlines,88773632,USD,0,30552,18,3,2.5,4.5.1,4+,Travel,37,0,1,1
319,345445479,The Sims 3 World Adventures,812758016,USD,2.99,9744,42,3.5,3,1.2.21,12+,Games,37,4,6,1
320,345542655,Star Chart,28616704,USD,0,13482,2517,4.5,4.5,3.98,4+,Education,38,5,8,1
321,346184215,TaxCaster – Free tax refund calculator,7111680,USD,0,17516,125,3.5,5,7.2,4+,Finance,37,5,1,1
322,346453382,Glow Hockey 2 FREE,34056767,USD,0,186653,226,3.5,3.5,2.2.9,4+,Games,43,0,1,1
323,346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,USD,0.99,10031,142,4,5,4.1,4+,Entertainment,43,0,1,1
324,346997126,TV SPIELFILM - TV Programm mit Live TV,97879040,USD,0,81,0,3,0,5.2,4+,Entertainment,37,5,1,1
325,347310316,All-in-1 Logic GameBox,22299021,USD,0.99,9854,823,4,4,1.19,4+,Games,47,0,1,1
326,347393479,Roadside America,10231808,USD,2.99,1093,106,4,4.5,1.9.0,9+,Travel,38,0,1,1
327,347400507,Pocket Yoga,132480000,USD,2.99,4475,95,4.5,4.5,5.3.2,4+,Health & Fitness,37,5,2,1
328,347411942,Sonic the Hedgehog 2,47182848,USD,2.99,9405,1089,4,4.5,3.1.10,4+,Games,37,5,1,1
330,347418999,Simply Being - Guided Meditation for Relaxation and Presence,100048896,USD,1.99,2417,1366,4.5,4.5,6,4+,Health & Fitness,38,2,1,1
331,347803339,CamCard - Business card scanner & reader,174839808,USD,0.99,2923,300,4.5,4.5,7.9.5,4+,Business,37,0,7,1
332,348530331,This American Life,13725696,USD,2.99,8657,1468,3.5,4,3.0.8,9+,Entertainment,38,4,1,1
333,348543978,Timetracks - Slit-Scan Camera,11369472,USD,0.99,70,1,2,1,2.2.0,4+,Photo & Video,37,4,5,1
335,348684697,franceinfo - l'actualité & les élections en direct,155857920,USD,0,162,32,4,5,5.2.0,17+,News,37,5,2,1
337,349079731,DOUBUTSU URANAI®-Animal Fortune-,38718464,USD,0.99,5,0,4,0,2.9.5,4+,Lifestyle,40,0,2,1
338,349276209,Doodle Army,17879270,USD,0.99,12354,1428,4,4.5,3.1.0,12+,Games,47,0,1,1
339,349442137,Ameba,96635904,USD,0,269,0,3,0,8.6.1,12+,Social Networking,37,0,1,1
340,350480010,eBook: War and Peace,8039424,USD,3.99,0,0,0,0,7.1,9+,Book,37,5,1,1
341,350642635,Plants vs. Zombies,105379840,USD,0.99,426463,680,5,4,1.9.13,9+,Games,38,0,5,1
342,350962117,Weibo,199585792,USD,0,7265,11,3.5,4,7.5.2,17+,Social Networking,37,5,2,1
343,351091731,大众点评-发现品质生活,244516864,USD,0,844,1,4,1,9.2.4,17+,Lifestyle,37,5,2,1
344,351184863,AlloCiné : Cinéma et Séries,123450368,USD,0,101,1,4,5,7.1.0,12+,Entertainment,37,5,1,1
345,351331194,"Badoo - Meet New People, Chat, Socialize.",157625344,USD,0,34428,23,4.5,4,5.8.0,17+,Social Networking,37,4,30,1
346,351707231,Flick Kick Field Goal,75612160,USD,1.99,36946,152,4.5,4,1.11.0,4+,Games,38,5,3,1
347,351727428,Venmo,68153344,USD,0,21090,1325,4.5,5,7.1.0,4+,Finance,37,4,1,1
348,351939099,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,USD,2.99,653,8,4.5,4.5,3.4.2,12+,Games,37,1,31,1
349,351986992,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,USD,3.99,1118,29,4.5,5,3.5.3,4+,Education,37,5,29,1
350,352000376,Shift Worker,7344128,USD,1.99,348,33,4,4,1.5.4,4+,Productivity,40,0,1,0
351,352041837,"Spy Calc - Hide pictures, videos, documents",25097281,USD,1.99,207,50,3.5,3,3.0.3,9+,Utilities,40,0,34,1
352,352199775,Waterlogged - Daily Hydration Tracker,43439104,USD,0,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,37,5,10,1
353,352247139,MyNetDiary PRO - Calorie Counter and Food Diary,83851264,USD,3.99,15188,272,4.5,4,5.3,12+,Health & Fitness,37,0,2,1
354,352509417,The Washington Post Classic,118980608,USD,0,18572,307,4.5,4.5,3.8.2,12+,News,37,3,1,1
355,352670055,F-Sim Space Shuttle,76394496,USD,4.99,6403,491,4.5,4.5,2.1,4+,Games,43,5,1,1
356,352683833,"Groupon - Deals, Coupons & Discount Shopping App",127382528,USD,0,417779,914,4.5,4.5,17.7,12+,Shopping,37,4,10,1
357,353372460,Learn to Speak Spanish Fast With MosaLingua,48819200,USD,4.99,9,1,5,5,9.2,12+,Education,38,5,5,1
358,353573707,"Coaster VR, Extreme Endless 3D Stereograph",30977024,USD,0.99,107,0,2.5,0,1.1.5,4+,Entertainment,37,5,1,1
359,353603279,Parents Calling Easter Bunny,8073209,USD,1.99,72,72,2,2,1,4+,Lifestyle,47,0,1,1
360,353642901,Sporcle,15676416,USD,2.99,2044,10,3.5,3,5.4,9+,Games,37,5,1,1
361,353665650,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,USD,0,16683,21,3.5,2.5,5.5,4+,Sports,37,5,2,1
362,354051766,DOOM II RPG,48700821,USD,0.99,1455,1450,3,3,1,12+,Games,47,0,1,1
364,354655665,STREET FIGHTER IV,581353472,USD,4.99,15056,751,4,4,1.00.12,17+,Games,40,0,3,1
365,354850853,Dr. Seuss Camera - The Cat in the Hat Edition,9906176,USD,0.99,249,5,4.5,4.5,1.5.5,4+,Photo & Video,37,0,1,1
366,354972939,FINAL FANTASY,114843648,USD,7.99,6091,75,4,3.5,1.1.2,9+,Games,38,3,8,1
367,354974729,FINAL FANTASY II,199450624,USD,7.99,2754,55,4,2.5,1.1.1,9+,Games,38,5,6,1
369,355524910,Worms 2: Armageddon,529755136,USD,4.99,9870,12,4.5,4.5,1.25,12+,Games,40,5,1,1
370,355554941,SoundHound Song Search & Music Player,70516736,USD,0,82602,13,4,4.5,7.6,9+,Music,37,5,23,1
371,355709084,Jourist Weltübersetzer,147066880,USD,7.99,0,0,0,0,2.8,4+,Travel,40,5,1,1
372,355940964,TeachMe: 1st Grade,90241024,USD,1.99,762,5,4,5,4.0.2,4+,Education,37,5,1,1
373,356618664,TeachMe: 3rd Grade,174268416,USD,1.99,160,2,4,3,2.0.2,4+,Education,37,5,1,1
374,356968629,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,USD,0,9,0,3,0,6.14.0,17+,Shopping,37,0,1,1
375,357218860,Kik,151864320,USD,0,260965,228,4,3,11.21.0,12+,Social Networking,37,0,14,0
376,357404131,Slow Shutter Cam,4466688,USD,1.99,2305,100,4,5,4,4+,Photo & Video,37,5,4,1
377,357421934,PeakFinder Earth,35478528,USD,4.99,137,21,4,5,3.0.7,4+,Travel,37,3,10,1
379,357467791,AgingBooth,31869952,USD,0,11999,233,4,4.5,3.9.5,4+,Entertainment,37,4,1,1
380,357577420,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,USD,1.99,1995,148,4.5,4.5,6.5,12+,Photo & Video,38,5,14,1
381,357828853,Tabs & Chords by Ultimate Guitar - learn and play,103049216,USD,2.99,35045,250,4.5,4.5,3.1.2,4+,Music,37,0,6,1
382,358055270,"Dude, your car!",40586240,USD,0.99,343,15,4,4.5,2.5,4+,Entertainment,38,0,30,1
383,358207332,Drawing Pad,220397568,USD,1.99,1824,113,4,4,2.5.1,4+,Entertainment,24,5,22,1
385,359891723,ESPN Tournament Challenge,69057536,USD,0,39642,492,4,4,5.5.3,4+,Sports,37,5,1,1
386,359917414,Solitaire,101943296,USD,0,679055,9673,4.5,4.5,4.11.2,4+,Games,38,4,11,1
388,360593530,Notability,122235904,USD,9.99,17594,143,4,4,6.5.2,4+,Productivity,37,5,14,1
390,361231506,Rubik's® Cube,151954432,USD,1.99,3531,177,4,4.5,2.5,4+,Games,38,5,1,1
391,362179828,Super Why! Power to Read,138047488,USD,3.99,1080,5,3.5,2.5,4,4+,Education,37,5,1,1
392,362348516,Amex Mobile,105982976,USD,0,11421,57,4,2.5,5.21.1,4+,Finance,37,4,1,1
393,362949845,Fruit Ninja Classic,104590336,USD,1.99,698516,132,4.5,4,2.3.9,4+,Games,38,5,13,1
395,363201632,Animation Creator HD,32051200,USD,3.99,4497,448,4,4,1.14.3,12+,Entertainment,24,5,1,1
396,363282253,Plants vs. Zombies HD,225859584,USD,0.99,163598,503,5,4,1.9.12,9+,Games,24,5,5,1
397,363306776,SCRABBLE Premium for iPad,229992448,USD,9.99,39678,114,3.5,3.5,5.19.0,4+,Games,24,5,6,1
398,363317633,Graphic - illustration and design,32604160,USD,8.99,1809,52,4.5,3.5,3.2.5,4+,Productivity,24,5,1,1
399,363360636,Ship Finder,22948864,USD,4.99,624,20,3.5,3.5,9.0.1,4+,Navigation,37,1,1,1
400,363448251,Photogene ⁴,35422208,USD,2.99,3761,596,4.5,4.5,4.3,4+,Photo & Video,40,5,1,1
401,363451838,Hurricane HD,32083968,USD,3.99,353,8,4,3.5,3,12+,Weather,24,5,1,1
402,363486802,Star Walk HD - Night Sky Map,150221824,USD,4.99,6503,60,4.5,5,7.2.3,4+,Education,24,5,12,1
403,363486833,Space War HD,30270464,USD,0.99,71,3,3,4.5,5.3,4+,Games,37,2,4,1
404,363590051,Netflix,125016064,USD,0,308844,139,3.5,3,9.21.3,4+,Entertainment,37,5,20,1
405,363738376,forScore,35717120,USD,9.99,3909,36,4.5,5,10.2.5,4+,Music,24,5,14,1
406,363992049,ComicGlass [ComicReader],31955968,USD,2.99,308,0,4.5,0,9.11,12+,Utilities,40,5,7,1
407,363998953,iAnnotate PDF,44099584,USD,9.99,11156,8,4.5,2.5,3.2.6,4+,Productivity,24,5,1,1
408,364017607,ArtStudio for iPad - Draw Sketch and Paint,34310144,USD,4.99,8542,543,4.5,5,5.98,4+,Photo & Video,26,5,1,1
409,364159440,Call of Duty: Zombies HD,35602607,USD,4.99,5853,3860,3.5,4,1.3.3,17+,Games,26,4,1,1
410,364165557,Small World 2,234123264,USD,1.99,1506,198,4,4.5,2.5.1,9+,Games,26,5,6,1
411,364183992,Qzone,133874688,USD,0,1649,1,3.5,5,7.2.8,4+,Social Networking,37,0,3,1
412,364191819,ABC – Watch Live TV & Stream Full Episodes,85724160,USD,0,78890,449,3,3.5,5.0.14,12+,Entertainment,37,5,1,0
413,364204209,Fieldrunners for iPad,219693056,USD,3.99,2147,23,4,5,1.3.177598,9+,Games,24,5,1,1
414,364234221,Angry Birds HD,176164864,USD,0,89110,114,4.5,4,7.4.0,4+,Games,24,5,10,1
415,364252504,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,USD,0,208648,25664,4,4.5,4.5.1,4+,Weather,24,4,1,1
416,364267763,Do Not Press The Red Button HD,10907191,USD,1.99,856,38,2.5,3.5,1.2,12+,Entertainment,26,3,1,1
417,364500115,"Digits, the calculator for humans",4177920,USD,3.99,7825,828,4.5,4.5,2.2.1,4+,Productivity,43,5,1,1
418,364502063,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,USD,9.99,7033,119,4,4.5,8.3,4+,Business,37,5,11,1
422,364733950,National Geographic World Atlas,66138112,USD,1.99,4255,209,4,2,4.1.1,4+,Reference,38,5,1,1
423,364738545,FileBrowser - Access files on remote computers,68073472,USD,5.99,3230,5,4.5,4,9.7,4+,Utilities,37,5,7,1
424,364740856,Dictionary.com Dictionary & Thesaurus for iPad,165748736,USD,0,54175,10176,4.5,4.5,4,4+,Reference,24,5,9,1
425,364762290,Animation & Drawing by Do Ink,33857536,USD,4.99,308,8,4,4.5,4.5,4+,Education,24,5,1,1
426,364899325,AirCoaster - Roller Coaster Builder,22763520,USD,0.99,2602,71,3,4.5,2,9+,Games,37,4,1,1
427,364901807,"Documents 6 - File manager, PDF reader and browser",107259904,USD,0,29110,324,4.5,4.5,6,17+,Productivity,37,5,9,1
428,364904019,The World Factbook for iPad,73224192,USD,1.99,273,8,3.5,4.5,1.2.3,4+,Reference,26,5,1,1
429,365152940,Photo Transfer App - Easy backup of photos+videos,45182976,USD,0,15654,24,4.5,4.5,6.2.1,4+,Photo & Video,37,5,2,1
431,365235835,TwitCasting Viewer - Watch Live Video & Radio,16292864,USD,0,189,0,2.5,0,4.169,12+,Entertainment,37,1,9,1
432,365724094,Ski Tracks,24851456,USD,0.99,829,16,4.5,4.5,1.6.5,4+,Navigation,24,0,7,1
433,366195670,The Photographer's Ephemeris,58463232,USD,8.99,663,5,5,4,3.14.1,4+,Photo & Video,37,5,1,1
434,366247306,▻Sudoku,71002112,USD,0,359832,17119,4.5,5,5.4,4+,Games,40,5,7,1
436,366562751,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,USD,0,9011,49,3.5,4,6.5.2,4+,Entertainment,37,5,6,1
437,366626332,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,USD,4.99,17667,14,4.5,4,7.3,4+,Health & Fitness,37,0,15,1
438,366869252,OverDrive – Library eBooks and Audiobooks,39844864,USD,0,65450,2721,4,4.5,3.6.4,4+,Book,37,5,18,1
440,367003839,Hotels & Vacation Rentals by Booking.com,105609216,USD,0,31261,374,4.5,4.5,14.4,4+,Travel,37,5,40,1
441,367242040,The Impossible Game,14160896,USD,0.99,9885,10,4,4,1.6.1,4+,Games,40,0,1,1
442,367287593,PrankDial - #1 Prank Call App,112515072,USD,0,11091,415,3,4.5,4.1.11,4+,Entertainment,37,0,6,1
443,367623543,Fox News,64705536,USD,0,132703,394,4,3,2.6,4+,News,37,5,1,0
444,367706767,Live Cams - HD,37161984,USD,4.99,286,25,2.5,5,2.0.100,4+,Travel,24,5,1,0
446,368494609,QR Reader for iPhone,54776832,USD,0,12683,108,4,4,5.9.2,12+,Utilities,38,0,29,1
448,368677368,Uber,283852800,USD,0,49466,150,3,2,3.247.2,4+,Travel,37,4,41,1
450,368948250,WEB.DE Mail,101923840,USD,0,168,0,4,0,6.2,4+,Productivity,37,5,2,1
451,369111608,iBunkoHD,40479744,USD,6.99,114,0,4,0,3.4.4,17+,Book,24,5,3,1
452,369266386,Hurricane Tracker For iPad,10612736,USD,2.99,2798,357,4.5,4.5,4.2,4+,Weather,24,5,1,1
453,369692259,"6play, TV en direct et en replay",94592000,USD,0,62,0,3.5,0,4.3.7,4+,Entertainment,37,5,1,1
455,369820957,AudioNote - Notepad and Voice Recorder,33213440,USD,9.99,1756,53,4,5,6.3,4+,Business,37,4,5,1
456,369838631,Breathing Zone: Guided Breathing for Mindfulness,37140480,USD,3.99,511,57,4.5,4.5,3.1,4+,Health & Fitness,37,5,1,1
457,369849199,My Virtual Girlfriend - Deluxe Dating Sim,144180224,USD,0.99,2609,9,3.5,4.5,3.62,17+,Games,40,5,1,1
458,369970819,Fake-A-Location Free ™,7689537,USD,0,354,215,1.5,1,1.01,4+,Social Networking,43,0,1,1
459,370139302,QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,USD,0,1750,19,3.5,5,7.4.1,17+,Utilities,38,0,1,1
460,370144476,Math Ninja HD,25137152,USD,1.99,1121,209,4.5,4.5,1.7,9+,Games,43,5,1,1
462,370406465,Résultats Foot en Direct,65074176,USD,0,339,7,4.5,4.5,4.0.1,4+,Sports,38,0,1,1
464,370697773,Chase Mobile,34950144,USD,0,34322,3167,4.5,4.5,3.62,4+,Finance,24,5,1,1
465,370899391,Captio - Email yourself with 1 tap,19054592,USD,1.99,162,17,4.5,4.5,2.8.1,4+,Productivity,38,3,3,1
466,370901726,My Vodafone,83575808,USD,0,8,1,3,1,6.5,4+,Utilities,37,3,1,1
467,371338715,Math Bingo,14602240,USD,2.99,4386,444,4.5,4.5,1.7,4+,Education,43,5,1,1
469,372283316,▻Sudoku +,61595648,USD,4.99,5397,476,5,5,5.4,4+,Games,40,5,7,1
470,372513032,"Tango - Free Video Call, Voice and Chat",134848512,USD,0,75412,66,4.5,4.5,4.1.219400,17+,Social Networking,37,5,18,1
471,372648912,MeetMe - Chat and Meet New People,133956608,USD,0,97072,143,4,3.5,12.1.1.0,17+,Social Networking,37,0,18,1
472,373185673,WebMD for iPad,17613824,USD,0,9142,22,3.5,4,3.5,12+,Health & Fitness,26,5,1,1
473,373203236,GeoBee Challenge HD by National Geographic,35975168,USD,1.99,1957,958,4.5,4.5,2.2,4+,Games,40,5,1,1
474,373236724,"OPlayer HD - video player, classic media streaming",127020032,USD,4.99,2944,40,4,4.5,3.3,17+,Entertainment,24,5,29,1
475,373311252,TouchRetouch,27962368,USD,1.99,588,54,4,4,4.0.1,4+,Photo & Video,37,0,14,1
476,373342398,Cat Physics,14824448,USD,1.99,40552,238,4.5,4.5,1.26.1,4+,Games,40,3,1,1
477,373454750,随手记（专业版）-好用的记账理财工具,83899392,USD,0.99,1267,0,4.5,0,10.6.3,4+,Finance,38,0,3,1
478,373493387,AnkiMobile Flashcards,19371008,USD,24.99,753,12,4,4.5,2.0.30,4+,Education,37,5,1,1
479,373515261,WeatherPro for iPad,59475968,USD,2.99,725,26,4,4.5,4.4.2,4+,Weather,24,5,13,1
480,373563219,Real英会話,80203776,USD,3.99,45,12,4.5,4.5,5.1,12+,Education,38,5,1,1
481,373714084,BATTLE BEARS -1,227403527,USD,0.99,14910,1003,4,4.5,1.5.7,12+,Games,45,5,1,1
482,373849969,Crash Bandicoot Nitro Kart 2,75254654,USD,2.99,3064,1428,3.5,3.5,1.0.5,9+,Games,47,0,1,1
483,373903654,WIRED Magazine,23879680,USD,0,12074,43,2.5,1.5,4.6.7,17+,News,24,5,1,1
485,374151636,Popplet,4893696,USD,4.99,336,2,4,3,2.3,4+,Productivity,37,5,1,1
486,374211477,Notes Plus,109620224,USD,9.99,6257,15,4,4,5,4+,Productivity,37,5,11,1
488,374308914,Color Splash for iPad,18752512,USD,1.99,2445,41,4.5,5,3.6.1,4+,Photo & Video,24,5,1,1
489,374791544,Robot Unicorn Attack,52117504,USD,0.99,22150,1141,4,4.5,3.4,9+,Games,43,5,1,1
490,375239755,SimSimi,31358976,USD,0,23530,7,4,2.5,6.8.9,17+,Social Networking,37,0,25,1
491,375295479,Carcassonne,359192576,USD,9.99,10846,91,4.5,4.5,4.28,4+,Games,38,5,2,1
492,375380948,Apple Store,70782976,USD,0,55171,187,3.5,3.5,4.2,4+,Shopping,37,5,21,1
493,376183339,TED,84056064,USD,0,5782,149,3.5,3.5,3.0.4,12+,Education,37,5,22,1
494,376197239,Météo-France,124090368,USD,0,24,2,3.5,5,5.7.1150,4+,Weather,37,4,3,1
495,376202925,Ma Banque,137866240,USD,0,17,0,3.5,0,11.0.1,4+,Finance,37,5,1,1
496,376374689,Doodle God™,121715712,USD,1.99,35759,64,4.5,4,3.0.19,12+,Games,40,0,13,1
497,376412660,Carnivores: Dinosaur Hunter Pro,304654336,USD,2.99,18306,186,4,4.5,1.7.0,12+,Games,37,5,4,1
498,376413870,Blackboard Mobile Learn™,51179520,USD,0,13567,2625,2,1.5,4.1.2,4+,Education,40,5,14,1
499,376436174,"SEC Football Schedules, Scores & Radio",60380160,USD,1.99,240,2,3,4.5,5.2.135,4+,Sports,37,5,1,1
500,376510438,Hulu: Watch TV Shows & Stream the Latest Movies,99568640,USD,0,56170,1264,2,2,4.10.1,12+,Entertainment,37,5,2,1
501,376561911,かなもじ,61272064,USD,3.99,19,0,4.5,0,1.9.3,4+,Education,24,5,2,1
503,377321278,恵方コンパス.,41207059,USD,0,0,0,0,0,2.1.0,4+,Navigation,39,5,1,1
504,377342622,360 Panorama,7954432,USD,1.99,10463,193,4.5,3.5,4.4.3,4+,Photo & Video,38,5,3,1
507,377677727,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,USD,0,1255,432,4.5,4.5,3.2,12+,Lifestyle,38,5,1,1
508,377704407,Cake Doodle,99558400,USD,0.99,5803,10,4,4,1.21,4+,Games,37,5,1,1
509,377831429,The Impossible Quiz! for iPad,16857290,USD,1.99,227,225,4,4,1,9+,Games,26,5,1,1
510,377908737,Boating USA,111196160,USD,9.99,342,2,3.5,4,10.4.3,4+,Navigation,37,0,5,1
511,377989827,Diptic,36705280,USD,2.99,7578,67,4.5,5,10,4+,Photo & Video,37,5,1,1
512,378326916,Family Feud™ HD,79312792,USD,6.99,1156,951,3.5,3.5,1.0.1,4+,Games,26,5,1,1
513,378352300,Edmodo,127939584,USD,0,7197,0,3.5,0,5.9.2,4+,Education,37,4,4,1
515,378781805,Auto Palmistry Premium,44349440,USD,2.99,5,0,3,0,4.0.3,4+,Entertainment,37,4,3,1
516,378782714,Drift Mania Championship,1178477568,USD,0.99,3432,0,3,0,1.8,4+,Games,38,5,10,1
517,379256460,「宅建士」過去問題《受験用》,24444928,USD,3.99,0,0,0,0,5.1,4+,Education,37,0,1,1
518,379323382,Osmos for iPad,41772032,USD,4.99,24306,6,4.5,5,2.4.1,4+,Games,24,5,9,1
