2026 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H2875 ,Local CCP ,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP ,Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,100%,100%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2915 ,Local CCP ,"PENNSYLVANIA HEALTH & WELLNESS, INC. ",Wellcare By Allwell ,Centene Corporation ,61%,56%,58%,Not enough data available ,Not enough data available ,45%,76%,92%,90%,Not enough data available ,64%,79%,56%,77%,66%,Not enough data available ,75%,12%,85%,55%,54%,84,86,91,85,85,90,0.78,25%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.78,25%,Medicare shows only a Star Rating for this topic ,88,91,99,89%,92%,91%,89%,88%
H2923 ,Local CCP ,DEVOTED HEALTH PLAN OF OREGON INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,75%,63%,Plan too new to be measured ,Plan too new to be measured ,47%,No data available ,No data available ,No data available ,Not enough data available ,86%,92%,80%,84%,50%,47%,99%,No data available ,Not enough data available ,86%,Not enough data available ,79,Not enough data available ,92,83,83,Not enough data available ,0.38,32%,Not enough data available ,Not enough data available ,Not enough data available ,98%,100%,0.38,32%,Medicare shows only a Star Rating for this topic ,82,Not enough data available ,99,89%,96%,94%,95%,89%
H2926 ,Local CCP ,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE ,PrimeWest Health ,PrimeWest Rural MN Health Care Access Initiative ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,27%,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,95%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,86%,89%,89%,62%,77%
H2942 ,Local CCP ,COX HEALTH SYSTEMS HMO INC ,Cox HealthPlans ,CoxHealth ,Not enough data available ,78%,70%,Plan too new to be measured ,Plan too new to be measured ,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,77%,90%,71%,80%,55%,43%,95%,8%,86%,88%,57%,83,85,91,87,88,89,0.02,7%,Medicare shows only a Star Rating for this topic ,97%,86%,98%,98%,0.02,7%,Medicare shows only a Star Rating for this topic ,89,91,100,82%,92%,90%,81%,88%
H2960 ,Local CCP ,"HOMETOWN HEALTH PLAN, INC. ",Senior Care Plus ,Renown Health ,80%,84%,74%,73%,84%,55%,89%,100%,99%,75%,89%,91%,74%,93%,52%,58%,98%,7%,92%,96%,77%,83,86,92,88,88,89,0.08,3%,Medicare shows only a Star Rating for this topic ,100%,99%,100%,100%,0.08,3%,Medicare shows only a Star Rating for this topic ,87,89,99,82%,88%,88%,91%,86%
H2962 ,Local CCP ,"ULTIMATE HEALTH PLANS, INC. ",Ultimate Health Plans ,"Ultimate Healthcare Holdings, LLC ",80%,81%,52%,64%,83%,48%,80%,99%,98%,70%,82%,89%,88%,94%,56%,48%,82%,12%,88%,81%,63%,78,85,89,86,87,84,0.15,13%,Medicare shows only a Star Rating for this topic ,99%,96%,100%,100%,0.15,13%,Medicare shows only a Star Rating for this topic ,91,90,99,90%,89%,88%,91%,91%
H3038 ,Local CCP ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc. ",66%,67%,65%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,53%,90%,87%,30%,83%,82%,65%,76%,Plan too new to be measured ,Plan too new to be measured ,59%,12%,86%,42%,49%,75,Not enough data available ,89,84,86,Not enough data available ,0.56,14%,Not enough data available ,99%,99%,100%,100%,0.56,14%,Not enough data available ,88,Not enough data available ,99,89%,89%,88%,96%,90%
H3041 ,Local CCP ,DEVOTED HEALTH PLAN OF SOUTH CAROLINA INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,85%,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,38%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,85%,87%,76%,80%,Not enough data available ,Not enough data available ,96%,No data available ,Not enough data available ,76%,78%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,100%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,84%,92%,85%,88%,94%
H3048 ,Local CCP ,SECUR INC ,SECUR Health Plan ,Chapters CareNu Inc ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,94%,89%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3071 ,Local CCP ,"CLEAR SPRING HEALTH COMMUNITY CARE, INC. ",Clear Spring Health ,Group 1001 ,71%,73%,56%,Not enough data available ,Not enough data available ,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,87%,52%,88%,Not enough data available ,Not enough data available ,90%,13%,93%,60%,53%,76,Not enough data available ,86,82,80,87,1.12,35%,Medicare shows only a Star Rating for this topic ,100%,100%,98%,98%,1.12,35%,Medicare shows only a Star Rating for this topic ,84,Not enough data available ,99,82%,87%,89%,92%,87%
H3080 ,Local CCP ,DEVOTED HEALTH PLAN OF ALABAMA INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,66%,45%,Plan too new to be measured ,Plan too new to be measured ,49%,92%,100%,96%,Not enough data available ,75%,83%,72%,81%,Not enough data available ,Not enough data available ,94%,11%,92%,70%,58%,84,87,93,86,87,87,0.47,40%,Medicare shows only a Star Rating for this topic ,100%,96%,98%,100%,0.47,40%,Medicare shows only a Star Rating for this topic ,88,90,99,88%,90%,92%,94%,88%
H3093 ,Local CCP ,"MOLINA HEALTHCARE OF ILLINOIS, INC. ",Molina Healthcare of Illinois ,"Molina Healthcare, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3113 ,Local CCP ,"OXFORD HEALTH PLANS (NJ), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",71%,72%,68%,71%,81%,57%,76%,95%,97%,37%,83%,86%,58%,79%,71%,49%,66%,13%,88%,55%,58%,81,85,90,86,90,88,0.21,22%,Medicare shows only a Star Rating for this topic ,99%,99%,100%,100%,0.21,22%,Medicare shows only a Star Rating for this topic ,89,89,100,88%,88%,87%,93%,90%
H3124 ,Local CCP ,PARTNERS INSURANCE COMPANY OF NEW JERSEY INC ,Jefferson Health Plans ,Thomas Jefferson University ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,92%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3127 ,Local CCP ,"UPPER PENINSULA HEALTH PLAN, LLC ",Upper Peninsula Health Plan (UPHP) MI Coordinated ,"DLP Marquette Health Plan, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3138 ,Local CCP ,KAISER PERMANENTE INSURANCE COMPANY ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,92%,90%,92%,Not enough data available ,Not enough data available
H3146 ,Local CCP ,AETNA BETTER HEALTH INC. (GA) ,Aetna Medicare ,CVS Health Corporation ,79%,75%,71%,72%,87%,49%,66%,100%,92%,42%,82%,92%,63%,82%,54%,42%,93%,9%,88%,53%,57%,81,84,91,88,89,89,0.31,34%,Medicare shows only a Star Rating for this topic ,98%,99%,98%,100%,0.31,34%,Medicare shows only a Star Rating for this topic ,88,90,99,86%,89%,89%,97%,88%
H3152 ,Local CCP ,AETNA HEALTH INC. (NJ) ,Aetna Medicare ,CVS Health Corporation ,69%,69%,72%,76%,86%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,39%,74%,90%,59%,85%,61%,48%,86%,10%,86%,59%,63%,83,84,91,88,90,88,0.11,8%,Medicare shows only a Star Rating for this topic ,99%,100%,98%,100%,0.11,8%,Medicare shows only a Star Rating for this topic ,87,89,99,86%,90%,89%,96%,86%
H3170 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,67%,71%,Plan too small to be measured ,80%,88%,35%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,77%,83%,64%,79%,Not enough data available ,Not enough data available ,52%,No data available ,No data available ,43%,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,98%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,85%,85%,89%,Not enough data available ,88%
H3186 ,Local CCP ,SANFORD HEALTH PLAN OF MINNESOTA ,Align powered by Sanford Health Plan ,Sanford Health ,94%,83%,67%,Plan too new to be measured ,Plan too new to be measured ,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,82%,85%,43%,85%,45%,45%,75%,No data available ,Not enough data available ,71%,Not enough data available ,82,87,90,87,87,88,0.19,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,100%,0.19,Not enough data available ,Medicare shows only a Star Rating for this topic ,86,90,99,84%,85%,86%,91%,85%
H3192 ,Local CCP ,AETNA HEALTH OF MICHIGAN INC. ,Aetna Medicare ,CVS Health Corporation ,72%,66%,56%,75%,80%,49%,62%,100%,97%,48%,75%,86%,58%,80%,60%,46%,89%,9%,90%,56%,61%,82,84,89,85,86,87,0.34,31%,Medicare shows only a Star Rating for this topic ,98%,98%,98%,100%,0.34,31%,Medicare shows only a Star Rating for this topic ,86,89,99,85%,88%,87%,96%,88%
H3204 ,Local CCP ,PRESBYTERIAN HEALTH PLAN ,Presbyterian Health Plan ,Presbyterian Healthcare Services ,72%,71%,70%,71%,84%,53%,60%,85%,83%,65%,78%,82%,67%,73%,57%,46%,77%,10%,82%,63%,51%,73,79,89,86,87,85,0.08,8%,Medicare shows only a Star Rating for this topic ,100%,94%,82%,88%,0.08,8%,Medicare shows only a Star Rating for this topic ,87,87,99,81%,86%,85%,93%,81%
H3219 ,Local CCP ,ALLINA HEALTH AND AETNA INSURANCE COMPANY ,Allina Health Aetna Medicare ,Allina Health and Aetna Insurance Holding Company ,79%,75%,71%,72%,83%,49%,No data available ,No data available ,No data available ,60%,83%,91%,55%,89%,48%,46%,92%,7%,90%,72%,61%,80,81,89,86,86,88,0.18,12%,Medicare shows only a Star Rating for this topic ,100%,100%,95%,98%,0.18,12%,Medicare shows only a Star Rating for this topic ,86,91,99,88%,91%,91%,84%,88%
H3239 ,Local CCP ,"AETNA BETTER HEALTH, INC. (LA) ",Aetna Medicare ,CVS Health Corporation ,72%,65%,54%,73%,83%,40%,65%,100%,95%,50%,79%,85%,54%,77%,61%,41%,91%,10%,88%,55%,52%,85,87,92,88,89,88,0.41,35%,Medicare shows only a Star Rating for this topic ,98%,100%,98%,100%,0.41,35%,Medicare shows only a Star Rating for this topic ,89,92,99,86%,86%,86%,97%,87%
H3240 ,Local CCP ,"WELLPOINT NEW JERSEY, INC. ",Wellpoint ,"Elevance Health, Inc. ",61%,53%,57%,69%,84%,57%,58%,91%,90%,24%,61%,78%,53%,71%,79%,49%,64%,13%,88%,62%,67%,82,84,89,86,87,86,0.35,12%,Medicare shows only a Star Rating for this topic ,96%,100%,100%,100%,0.35,12%,Medicare shows only a Star Rating for this topic ,88,89,99,85%,86%,84%,94%,89%
H3251 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,Blue Cross and Blue Shield of New Mexico ,Health Care Service Corporation ,71%,72%,71%,76%,89%,48%,45%,100%,85%,27%,69%,79%,57%,73%,60%,47%,70%,8%,78%,59%,70%,73,75,90,83,86,Not enough data available ,0.3,13%,Medicare shows only a Star Rating for this topic ,100%,98%,95%,98%,0.3,13%,Medicare shows only a Star Rating for this topic ,85,86,99,84%,87%,87%,95%,79%
H3256 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,79%,62%,73%,84%,52%,82%,99%,99%,52%,88%,91%,62%,80%,65%,50%,68%,11%,87%,62%,58%,84,88,92,87,89,Not enough data available ,0.13,29%,Medicare shows only a Star Rating for this topic ,99%,98%,100%,100%,0.13,29%,Medicare shows only a Star Rating for this topic ,91,92,100,89%,90%,90%,94%,86%
H3259 ,Local CCP ,VOLUNTEER STATE HEALTH PLAN ,BlueCare Plus Tennessee ,BlueCross BlueShield of Tennessee ,73%,74%,57%,67%,78%,45%,67%,93%,93%,62%,84%,83%,52%,72%,59%,42%,62%,10%,83%,53%,57%,85,85,91,87,89,87,0.16,15%,Medicare shows only a Star Rating for this topic ,99%,93%,98%,98%,0.16,15%,Medicare shows only a Star Rating for this topic ,90,91,98,87%,87%,87%,88%,83%
H3274 ,Local CCP ,ALIGN SENIOR CARE CALIFORNIA INC. ,Align Senior Care ,"Curana Health Holdings, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,80%,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,94%,100%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,88%,95%,93%,Not enough data available
H3276 ,Local CCP ,"CONNECTICARE INSURANCE COMPANY, INC. ",ConnectiCare ,"Molina Healthcare, Inc. ",76%,74%,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,34%,91%,90%,Not enough data available ,73%,71%,57%,82%,Not enough data available ,Not enough data available ,64%,No data available ,Not enough data available ,71%,53%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,100%,98%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,89%,87%,90%,91%,94%
H3288 ,Local CCP ,AETNA HEALTH AND LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,68%,65%,61%,70%,82%,46%,No data available ,No data available ,No data available ,47%,72%,92%,52%,79%,52%,47%,91%,8%,84%,53%,53%,83,86,92,88,87,Not enough data available ,0.17,22%,Medicare shows only a Star Rating for this topic ,99%,99%,98%,100%,0.17,22%,Medicare shows only a Star Rating for this topic ,85,89,98,86%,89%,88%,94%,83%
H3291 ,Local CCP ,"PRUITTHEALTH PREMIER, INC. ",PruittHealth Premier ,"UNICO Services, Inc. ",32%,79%,Plan too small to be measured ,Not enough data available ,Not enough data available ,No data available ,98%,97%,99%,Not enough data available ,85%,78%,59%,Not enough data available ,No data available ,No data available ,Not enough data available ,12%,Not enough data available ,Not enough data available ,43%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.1,4%,Not enough data available ,Not enough data available ,Not enough data available ,97%,98%,0.1,4%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,100,89%,91%,94%,96%,98%
H3305 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",82%,79%,81%,67%,83%,55%,54%,84%,85%,45%,74%,84%,64%,75%,60%,50%,64%,10%,88%,55%,60%,84,87,92,89,91,88,0.05,4%,Medicare shows only a Star Rating for this topic ,100%,97%,92%,88%,0.05,4%,Medicare shows only a Star Rating for this topic ,89,92,99,86%,91%,89%,66%,85%
H3312 ,Local CCP ,AETNA HEALTH INC. (NY) ,Aetna Medicare ,CVS Health Corporation ,74%,66%,62%,71%,84%,47%,65%,100%,95%,44%,77%,83%,50%,83%,65%,47%,90%,9%,86%,55%,61%,79,79,88,83,85,87,0.31,23%,Medicare shows only a Star Rating for this topic ,98%,100%,98%,100%,0.31,23%,Medicare shows only a Star Rating for this topic ,85,88,99,87%,89%,87%,98%,87%
H3330 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth ,"EmblemHealth, Inc. ",86%,83%,67%,Not enough data available ,Not enough data available ,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,33%,82%,89%,69%,77%,67%,Not enough data available ,73%,11%,85%,65%,55%,81,Not enough data available ,90,87,85,Not enough data available ,0.15,2%,Medicare shows only a Star Rating for this topic ,99%,96%,97%,100%,0.15,2%,Medicare shows only a Star Rating for this topic ,87,90,99,89%,91%,89%,93%,88%
H3335 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",85%,77%,74%,74%,85%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,29%,85%,92%,55%,79%,58%,47%,75%,11%,87%,76%,58%,82,85,90,86,86,88,0.04,4%,Medicare shows only a Star Rating for this topic ,99%,95%,84%,94%,0.04,4%,Medicare shows only a Star Rating for this topic ,85,91,99,89%,92%,91%,89%,85%
H3344 ,Local CCP ,INDEPENDENT HEALTH BENEFITS CORPORATION ,Independent Health ,"Independent Health Association, Inc. ",90%,83%,79%,72%,84%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,90%,93%,65%,87%,51%,48%,75%,10%,86%,67%,64%,86,89,94,89,92,87,0.05,2%,Medicare shows only a Star Rating for this topic ,99%,97%,98%,100%,0.05,2%,Medicare shows only a Star Rating for this topic ,92,93,95,92%,94%,92%,92%,86%
H3347 ,Local CCP ,"ELDERPLAN, INC. ",Elderplan ,"Elderplan, Inc. ",75%,60%,67%,Not enough data available ,Not enough data available ,62%,92%,82%,95%,Not enough data available ,85%,75%,56%,64%,80%,44%,84%,12%,88%,73%,58%,78,82,89,86,87,86,0.28,15%,Medicare shows only a Star Rating for this topic ,100%,95%,98%,98%,0.28,15%,Medicare shows only a Star Rating for this topic ,88,Not enough data available ,98,88%,88%,86%,97%,91%
H3351 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",82%,77%,81%,69%,86%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,30%,83%,93%,66%,75%,58%,45%,81%,11%,88%,82%,59%,83,86,93,88,87,88,0.04,3%,Medicare shows only a Star Rating for this topic ,99%,96%,84%,94%,0.04,3%,Medicare shows only a Star Rating for this topic ,85,91,99,89%,92%,91%,90%,86%
H3359 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",81%,78%,75%,Not enough data available ,Not enough data available ,62%,62%,93%,92%,48%,86%,88%,59%,85%,75%,53%,88%,10%,89%,73%,70%,82,84,88,88,90,84,0.1,8%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,98%,0.1,8%,Medicare shows only a Star Rating for this topic ,89,89,98,89%,89%,87%,89%,92%
H3362 ,Local CCP ,"INDEPENDENT HEALTH ASSOCIATION, INC. ",Independent Health ,"Independent Health Association, Inc. ",85%,79%,76%,75%,84%,49%,97%,100%,99%,49%,90%,96%,66%,88%,59%,42%,84%,9%,88%,71%,66%,86,88,93,89,91,88,0.04,1%,Medicare shows only a Star Rating for this topic ,99%,98%,98%,100%,0.04,1%,Medicare shows only a Star Rating for this topic ,88,92,96,91%,93%,93%,94%,89%
H3379 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",77%,73%,75%,70%,83%,45%,95%,96%,98%,32%,85%,89%,54%,80%,50%,45%,75%,11%,89%,53%,60%,81,83,90,86,83,88,0.15,14%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.15,14%,Medicare shows only a Star Rating for this topic ,84,89,100,87%,91%,90%,90%,87%
H3384 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark Blue Cross Blue Shield or Highmark Blue S ,Highmark Health ,83%,79%,72%,73%,88%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,55%,85%,94%,67%,77%,56%,44%,84%,11%,92%,67%,64%,85,88,90,88,86,88,0.04,11%,Medicare shows only a Star Rating for this topic ,97%,99%,91%,95%,0.04,11%,Medicare shows only a Star Rating for this topic ,86,91,99,90%,93%,92%,89%,94%
H3387 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,76%,74%,68%,82%,57%,78%,96%,98%,40%,91%,90%,63%,82%,74%,53%,64%,12%,88%,65%,61%,80,85,86,86,87,86,0.12,18%,Medicare shows only a Star Rating for this topic ,100%,99%,100%,100%,0.12,18%,Medicare shows only a Star Rating for this topic ,88,Not enough data available ,100,91%,91%,90%,91%,90%
