2026 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H1304 ,Local CCP ,"REGENCE BLUESHIELD OF IDAHO, INC. ",Regence BlueShield of Idaho ,"Cambia Health Solutions, Inc. ",4,5,2,4,4,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,4,3,3,2,1,2,3,4,2,3,3,4,3,5,2,2,3,5,5,3,5,5,5,5,5,5,3,2,4,5,3,3,3,2,1
H1339 ,Local CCP ,"JOHNS HOPKINS HEALTH PLAN OF VIRGINIA, INC. ",Johns Hopkins Advantage MD ,Johns Hopkins Healthcare LLC ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,3,4,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,1,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H1347 ,Local CCP ,"PATRIUS HEALTH, INC. ",Patrius Health ,BlueCross BlueShield of Alabama ,Not enough data available ,3,1,Plan too new to be measured ,Plan too new to be measured ,2,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,2,4,3,2,1,3,4,No data available ,5,3,Not enough data available ,5,4,5,4,3,5,5,4,Not enough data available ,Not enough data available ,Not enough data available ,5,4,5,4,Not enough data available ,3,3,5,1,2,1,2,1
H1350 ,Local CCP ,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC. ",Blue Cross of Idaho ,"Gemstone Holdings, Inc. ",3,4,2,4,3,2,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,2,3,4,3,3,2,2,4,4,2,4,2,5,4,4,4,4,4,5,5,4,4,2,3,3,5,5,2,2,4,5,2,3,3,4,1
H1360 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",3,3,1,Not enough data available ,Not enough data available ,4,3,5,4,Not enough data available ,5,3,5,3,4,2,4,1,4,1,2,2,3,2,4,4,Not enough data available ,3,1,3,5,3,5,5,3,1,3,4,Not enough data available ,5,3,3,2,Not enough data available ,4
H1365 ,Local CCP ,"MARTIN'S POINT GENERATIONS ADVANTAGE, INC. ",Martin's Point Generations Advantage ,"Martin's Point Health Care, Inc. ",3,3,4,2,5,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,3,3,2,4,2,3,4,1,3,5,3,3,2,3,3,4,5,4,5,3,Not enough data available ,Not enough data available ,5,5,4,5,3,2,3,5,4,4,4,3,2
H1372 ,Local CCP ,"MARQUIS ADVANTAGE, INC. ",AgeRight Advantage ,"Marquis Companies I, Inc. ",Not enough data available ,Not enough data available ,Plan too small to be measured ,Not enough data available ,Not enough data available ,No data available ,5,5,5,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,No data available ,Not enough data available ,No data available ,Not enough data available ,Not enough data available ,4,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,5,3,4,4,Not enough data available ,Not enough data available ,3,Plan too small to be measured ,Plan too small to be measured ,5,5,2,5,5,5
H1395 ,Local CCP ,"NEBRASKA TOTAL CARE, INC. ",Wellcare ,Centene Corporation ,2,3,3,Plan too new to be measured ,Plan too new to be measured ,1,4,3,4,Not enough data available ,1,3,3,3,2,3,3,1,1,2,3,4,4,3,1,1,3,3,2,3,Not enough data available ,Not enough data available ,5,5,3,2,3,1,2,5,3,4,4,3,3
H1396 ,Local CCP ,"HUMANA BENEFIT PLAN OF SOUTH CAROLINA, INC. ",Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1416 ,Local CCP ,"HARMONY HEALTH PLAN,  INC. ",Wellcare ,Centene Corporation ,2,3,3,Not enough data available ,Not enough data available ,3,3,4,3,2,3,3,3,2,3,1,3,2,2,3,2,4,Not enough data available ,4,2,3,4,4,3,4,3,3,5,5,4,3,5,4,3,5,2,2,2,4,3
H1423 ,Local CCP ,"WELLPOINT HEALTH PLANS, INC. ",Wellpoint ,"Elevance Health, Inc. ",4,3,5,2,1,4,1,5,4,Not enough data available ,5,3,5,4,2,2,4,4,3,2,3,2,1,3,1,1,1,3,3,5,Not enough data available ,Not enough data available ,5,5,3,3,3,2,3,5,3,3,3,4,4
H1468 ,Local CCP ,"HUMANA BENEFIT PLAN OF ILLINOIS, INC. ",Humana ,Humana Inc. ,4,5,4,3,4,4,4,5,5,3,4,5,5,3,4,1,5,2,5,4,3,2,2,3,4,4,3,4,4,3,4,3,5,5,4,4,2,5,2,1,3,3,3,3,4
H1486 ,Local CCP ,"COMMONWEALTH CARE ALLIANCE, INC. ","Commonwealth Care Alliance, Inc. ",CareSource ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1526 ,Local CCP ,GOLD KIDNEY OF FLORIDA INC ,Gold Kidney Health Plan ,Gold Kidney Health Plan ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,5,3,3,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,3,3,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,5,3,2,4,4,1
H1537 ,Local CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,5,5,Not enough data available ,Not enough data available ,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,3,5,5,4,4,3,4,4,2,3,2,3,4,5,4,5,5,3,5,Not enough data available ,4,5,4,Not enough data available ,Not enough data available ,5,Not enough data available ,3,5,5,Not enough data available ,5,4,4,4,3
H1587 ,Local CCP ,"ARKANSAS SUPERIOR SELECT, INC. ",Tribute Health Plans ,"Select Founders, LLC ",1,2,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,5,5,5,Not enough data available ,5,3,4,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,4,Not enough data available ,Not enough data available ,5,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,5,5,Not enough data available ,Not enough data available ,Not enough data available ,3,3,5,5,3,Plan too small to be measured ,Plan too small to be measured ,5,4,3,5,4,3
H1607 ,Local CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",4,4,4,3,3,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,2,4,4,3,4,2,3,5,3,2,4,3,4,4,2,4,2,4,5,2,4,5,5,5,5,5,2,5,1,3,5,3,4,4,4,2
H1608 ,Local CCP ,COVENTRY HEALTH AND LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,3,3,4,3,2,2,3,5,4,3,4,4,3,4,2,3,5,4,3,3,3,5,4,3,4,4,4,4,3,3,3,3,4,5,4,3,2,4,4,5,3,4,4,3,2
H1609 ,Local CCP ,AETNA HEALTH INC. (FL) ,Aetna Medicare ,CVS Health Corporation ,4,4,3,3,3,3,3,5,5,4,5,5,5,5,4,2,5,4,4,3,4,4,4,3,4,4,4,4,3,4,3,5,4,5,4,3,3,4,3,5,4,4,4,5,4
H1610 ,Local CCP ,"COVENTRY HEALTH CARE OF VIRGINIA, INC. ",Aetna Better Health of Virginia ,CVS Health Corporation ,2,3,2,4,1,3,2,5,3,Not enough data available ,2,2,2,2,5,3,5,1,2,3,2,2,3,3,2,4,3,3,3,4,3,2,4,5,3,3,3,4,3,5,3,2,2,3,2
H1611 ,Local CCP ,"MASS GENERAL BRIGHAM HEALTH PLAN, INC ",Mass General Brigham Health Plan ,Mass General Brigham Incorporated ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1619 ,Local CCP ,PARTNERS INSURANCE COMPANY INC ,Jefferson Health Plans ,Thomas Jefferson University ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,3,4,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,5,4,3,3,Not enough data available ,4
H1644 ,Local CCP ,"LONGEVITY HEALTH PLAN OF FLORIDA, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Not enough data available ,No data available ,Plan too small to be measured ,Not enough data available ,Not enough data available ,No data available ,1,5,5,Not enough data available ,No data available ,5,4,Not enough data available ,No data available ,No data available ,Not enough data available ,No data available ,Not enough data available ,Not enough data available ,5,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,4,Not enough data available ,Not enough data available ,Not enough data available ,4,4,Not enough data available ,4,5,Plan too small to be measured ,Plan too small to be measured ,4,3,4,5,5,5
H1651 ,1876 Cost ,"MEDICAL ASSOCIATES HEALTH PLAN, INC. ","Medical Associates Health Plan, Inc. ","Medical Associates Clinic, P.C. ",5,5,5,3,3,2,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Benefit not offered by plan ,4,5,3,5,2,2,Plan not required to report measure ,No data available ,Plan not required to report measure ,Plan not required to report measure ,2,5,5,5,5,5,5,5,5,5,Not enough data available ,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H1659 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",2,3,4,2,1,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,4,3,3,3,3,2,3,1,1,2,2,4,3,3,2,2,3,5,4,3,Not enough data available ,Not enough data available ,5,5,5,4,3,2,4,5,3,4,3,Not enough data available ,4
H1664 ,Local CCP ,"HOME STATE HEALTH PLAN, INC. ",Wellcare By Allwell ,Centene Corporation ,1,2,1,Not enough data available ,Not enough data available ,2,4,3,2,Not enough data available ,1,3,3,3,Not enough data available ,Not enough data available ,3,2,3,2,1,3,Not enough data available ,3,2,1,4,2,2,3,Not enough data available ,Not enough data available ,5,5,2,2,3,2,Not enough data available ,5,4,3,4,3,4
H1666 ,Local CCP ,HCSC INSURANCE SERVICES COMPANY ,"Blue Cross and Blue Shield of NM, TX ",Health Care Service Corporation ,3,4,3,4,4,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,2,3,2,3,2,2,3,2,4,2,2,3,3,4,3,2,2,3,4,4,3,5,4,3,4,4,4,3,2,2,5,3,3,2,4,2
H1671 ,Local CCP ,IMPERIAL COUNTY LOCAL HEALTH AUTHORITY ,Community Health Plan of Imperial Valley ,IMPERIAL COUNTY LOCAL HEALTH AUTHORITY ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1692 ,Local CCP ,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC. ",Aetna Medicare ,CVS Health Corporation ,2,2,1,4,2,1,3,5,4,3,2,3,2,4,3,1,5,4,3,3,2,5,4,4,4,4,4,4,3,2,3,5,4,5,4,3,3,4,5,5,3,3,3,3,3
H1722 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",2,2,3,Not enough data available ,Not enough data available ,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,2,3,2,1,Not enough data available ,Not enough data available ,3,5,3,3,2,2,Not enough data available ,3,2,3,Not enough data available ,4,3,4,Not enough data available ,Not enough data available ,5,4,4,3,4,3,Not enough data available ,5,2,3,2,Not enough data available ,3
H1787 ,Local CCP ,SANFORD HEALTH PLAN ,Great Plains Medicare Advantage ,Sanford Health ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Plan too small to be measured ,5,5,5,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,4,4,Not enough data available ,Not enough data available ,2,Plan too small to be measured ,Plan too small to be measured ,1,5,4,5,4,Not enough data available
H1799 ,Local CCP ,"MOLINA HEALTHCARE OF KENTUCKY, INC. ",Passport Advantage ,"Molina Healthcare, Inc. ",1,3,2,Plan too new to be measured ,Plan too new to be measured ,1,2,3,3,Not enough data available ,2,2,2,2,Not enough data available ,Not enough data available ,2,4,1,1,1,5,5,3,3,4,5,4,5,4,Not enough data available ,Not enough data available ,5,5,4,5,5,4,3,5,3,2,3,4,3
H1822 ,Local CCP ,"SCAN DESERT HEALTH PLAN, INC. ",SCAN Health Plan ,SCAN Group ,2,3,2,Plan too new to be measured ,Plan too new to be measured ,4,5,5,5,Not enough data available ,4,3,4,5,3,3,4,3,3,3,4,2,3,4,2,3,Not enough data available ,4,4,5,Not enough data available ,Not enough data available ,4,5,4,4,5,4,4,5,4,5,5,4,5
H1846 ,Local CCP ,MOUNT CARMEL HEALTH INSURANCE COMPANY ,MediGold ,Trinity Health Corporation ,3,4,4,5,4,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,2,3,2,3,1,3,2,4,3,2,3,5,5,4,5,4,5,5,4,4,Not enough data available ,Not enough data available ,4,3,5,4,3,4,4,5,4,4,4,3,2
H1862 ,Local CCP ,"WELLCARE HEALTH PLANS OF VERMONT, INC. ",Wellcare ,Centene Corporation ,2,3,Plan too small to be measured ,Not enough data available ,Not enough data available ,2,No data available ,No data available ,No data available ,Not enough data available ,1,3,2,2,2,Not enough data available ,3,No data available ,4,3,3,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,4,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,5,5,4,Not enough data available ,3,Plan too small to be measured ,Plan too small to be measured ,5,3,3,4,3,2
H1889 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",3,4,2,3,2,3,4,4,5,2,4,5,3,4,4,3,3,2,2,2,3,4,5,3,4,5,Not enough data available ,4,3,5,5,4,5,5,4,3,5,5,4,5,3,3,3,4,3
H1894 ,Local CCP ,"WELLPOINT WASHINGTON, INC. ",Wellpoint ,"Elevance Health, Inc. ",1,2,1,Not enough data available ,Not enough data available ,3,2,5,3,Not enough data available ,1,3,3,2,4,Not enough data available ,3,3,3,3,2,1,Not enough data available ,Not enough data available ,Not enough data available ,1,Not enough data available ,2,2,3,Not enough data available ,Not enough data available ,5,5,2,2,4,2,3,5,3,3,2,4,3
H1914 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF CONNECTICUT, INC. ",Wellcare ,Centene Corporation ,2,3,3,Not enough data available ,Not enough data available ,3,4,No data available ,No data available ,Not enough data available ,2,3,3,4,2,Not enough data available ,3,3,2,3,3,3,Not enough data available ,3,1,1,Not enough data available ,3,3,5,Not enough data available ,Not enough data available ,5,5,3,3,4,1,Not enough data available ,5,3,4,3,3,3
H1947 ,Local CCP ,"COMMUNITY CARE HEALTH PLAN OF LOUISIANA, INC. ",Healthy Blue ,"Elevance Health, Inc. ",2,2,1,Not enough data available ,Not enough data available ,2,2,5,3,Not enough data available ,2,3,2,2,Not enough data available ,Not enough data available ,4,2,3,3,2,4,5,4,5,5,4,4,2,4,Not enough data available ,Not enough data available ,5,5,4,2,5,5,5,5,2,2,1,5,3
H1951 ,Local CCP ,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC. ",Humana ,Humana Inc. ,4,4,2,4,5,4,4,4,5,3,4,4,3,4,3,3,5,3,3,4,3,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,3,5,3,1,2,3,3,4,3
H1961 ,Local CCP ,"PEOPLES HEALTH, INC. ",Peoples Health ,"UnitedHealth Group, Inc. ",4,4,3,2,2,3,4,5,5,4,4,4,4,3,3,3,5,3,3,5,3,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,3,4,3,5,2,3,3,4,3
H1969 ,Local CCP ,"REGENCE BLUESHIELD OF IDAHO, INC. ",Regence BlueShield of Idaho ,"Cambia Health Solutions, Inc. ",3,4,Plan too small to be measured ,3,5,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,4,4,4,2,1,4,4,No data available ,5,4,2,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,5,4,4,3,5,5,5,5,4,3,Plan too small to be measured ,Plan too small to be measured ,5,4,4,3,2,4
H1993 ,Local CCP ,"ASTIVA HEALTH, INC. ",Astiva Health ,Astiva Health Holdings Incorporated ,2,3,5,5,3,5,1,3,3,Not enough data available ,4,3,4,4,Not enough data available ,5,2,4,3,1,2,5,Plan too small to be measured ,5,3,4,5,4,4,4,Not enough data available ,Not enough data available ,3,3,4,4,3,5,4,5,4,3,2,3,5
H1994 ,Local CCP ,"SELECTHEALTH, INC. ",Select Health ,"Intermountain Health Care, Inc. ",4,5,3,4,4,5,2,4,4,3,4,4,4,4,1,1,5,4,5,5,3,5,4,4,5,5,3,4,5,4,3,2,3,3,4,5,2,2,4,5,3,3,3,5,3
H1997 ,Local CCP ,REGENCE BLUESHIELD ,Regence BlueShield ,"Cambia Health Solutions, Inc. ",3,4,Plan too small to be measured ,3,3,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,3,3,3,3,1,2,4,5,3,5,3,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,5,5,4,5,5,5,5,5,5,3,Plan too small to be measured ,Plan too small to be measured ,5,3,3,4,2,3
H2001 ,Local CCP ,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,5,5,2,4,4,No data available ,4,4,2,5,5,3,4,2,4,3,3,2,3,3,4,4,4,5,4,3,5,5,5,5,4,5,5,5,5,5,3,4,5,3,3,3,4,2
H2029 ,Local CCP ,"HUMANA INSURANCE OF PUERTO RICO, INC. ",Humana ,Humana Inc. ,3,4,Plan too small to be measured ,Not enough data available ,Not enough data available ,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,4,4,4,4,Not enough data available ,Not enough data available ,3,No data available ,No data available ,1,1,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,5,5,Not enough data available ,Not enough data available ,3,Plan too small to be measured ,Plan too small to be measured ,1,1,3,1,3,1
H2032 ,Local CCP ,Baylor Scott & White Insurance Company ,Baylor Scott & White Health Plan ,Baylor Scott & White Health ,4,5,4,2,4,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,3,3,5,4,2,4,4,3,3,3,2,4,3,3,5,5,5,4,5,3,5,5,3,2,4,5,5,5,4,5,4,5,5,3,3
H2034 ,Local CCP ,"COMMUNITY CARE HEALTH PLAN, INC. ",Community Care ,"Community Care, Inc. ",No data available ,4,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,5,5,5,Not enough data available ,1,1,1,No data available ,Not enough data available ,Not enough data available ,4,No data available ,Not enough data available ,3,5,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,3,3,Not enough data available ,Not enough data available ,3,Plan too small to be measured ,Plan too small to be measured ,5,4,2,4,1,4
H2035 ,Local CCP ,ALAMEDA ALLIANCE FOR HEALTH ,Alameda Alliance for Health ,Alameda Alliance for Health ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
