Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Address_1,Address_2,City,State,ZIP,Census Tract,SPA,SD,CD,SSD,SAD,USCD,Community,Inventory Type,Bed Type,Target Pop. A,Target Pop. B,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: Shp,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate,Unit Utilization Rate
339618,028-006408,2018,ES,"Lamp Community, Inc.",CES Crisis Housing Program LAMP Village,62118,527 Crocker St, ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SMF,,0.0,0.0,20,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,Yes,No,No,No,No,No,No,No,No,No,No,20,0,20,0,,1.0,,0,0,,,0,0,13,20,0.65,0.65
344668,028-006420,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals (Lamp),62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,45,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,45,0,45,0,,1.0,,0,0,,,0,0,45,45,1.0,1.0
344663,028-006422,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Center Blessed Sacrament,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,4,0,4,0,,1.0,,0,0,,,0,0,4,4,1.0,1.0
344666,028-006423,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Downtown Women Center,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,12,0,,1.0,,0,0,,,0,0,12,12,1.0,1.0
344665,028-006424,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Good Shepherd,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,8,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,8,0,8,0,,1.0,,0,0,,,0,0,8,8,1.0,1.0
344671,028-006425,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Homeless Health Care LA,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,0,0,,,0,0,0,0,0.0,0.0
344664,028-006426,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals LGBT,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,5,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,5,0,5,0,,1.0,,0,0,,,0,0,5,5,1.0,1.0
344672,028-006436,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Proyecto Pastoral,62118,527 S San Pedro St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,N,,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,0,0,,,0,0,0,0,0.0,0.0
344675,028-006431,2018,RRH,"Lamp Community, Inc.",CES RRH Individuals Volunteers of America,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,0,0,,,0,0,0,0,0.0,0.0
344669,028-006430,2018,PSH,"Lamp Community, Inc.",DHS3,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,12,0,,1.0,,0,0,,,0,0,12,12,1.0,1.0
344530,028-006429,2018,PSH,"Lamp Community, Inc.",Housing for Health Tiki Apartment,62118,527 S San Pedro St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF+HC,,16.0,3.0,32,0.0,0.0,0.0,16,0,0,32,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,48,0,0,0,,,,0,0,,,0,0,48,48,1.0,1.0
344532,028-006433,2018,PSH,"Lamp Community, Inc.",HTF Scattered Site Supportive Services,62118,527 S San Pedro St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,36,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,36,0,36,0,,1.0,,0,0,,,0,0,12,36,0.33,0.3333333333333333
344531,028-006410,2018,PSH,"Lamp Community, Inc.",Lamp Community Scattered Site Program,62118,527 S San Pedro St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,33,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,33,0,33,0,,1.0,,0,0,,,0,0,33,33,1.0,1.0
344533,028-006432,2018,PSH,"Lamp Community, Inc.",Lamp Lodge SHP,62118,527 S San Pedro St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,13,0,13,0,,1.0,,0,0,,,0,0,13,13,1.0,1.0
344662,028-006405,2018,PSH,"Lamp Community, Inc.",Lodge Shelter Plus Care,62118,527 S San Pedro St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,15,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,15,0,15,0,,1.0,,0,0,,,0,0,15,15,1.0,1.0
346520,036-009800,2018,PSH,Skid Row Housing Trust,Abbey Apartments 45,62118,625 S San Pedro,                                                  ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,45,0.0,0.0,0.0,0,0,0,45,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,45,0,45,0,,1.0,,0,0,,,0,0,42,45,0.93,0.9333333333333333
346639,036-009809,2018,PSH,Skid Row Housing Trust,Lincoln Hotel,62118,1317 E 7th St,,Los Angeles,CA,90021.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,40,0.0,0.0,0.0,0,0,0,40,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,40,0,40,0,,1.0,,0,0,,,0,0,36,40,0.9,0.9
346530,036-009813,2018,OPH,Skid Row Housing Trust,Produce Hotel/Apartments,62118,676 S Central Ave ,,Los Angeles,CA,90021.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,95,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,95,0,95,0,,1.0,,0,0,,,0,0,92,95,0.97,0.968421052631579
346646,036-009832,2018,PSH,Skid Row Housing Trust,Scattered Sites Apartments 224,62118,643 S San Pedro St,                                                  ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,224,0.0,0.0,0.0,0,0,0,224,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,224,0,224,0,,1.0,,0,0,,,0,0,77,224,0.34,0.34375
346583,036-009839,2018,OPH,Skid Row Housing Trust,Sec 8 Mod Rehab Rossmore 27,62118,905 E 6th St,,Los Angeles,CA,90021.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,58,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,58,0,58,0,,1.0,,0,0,,,0,0,54,58,0.93,0.9310344827586207
346617,036-009815,2018,OPH,Skid Row Housing Trust,Sec 8 Mod Rehab Rossmore 31,62118,905 E 6th St,,Los Angeles,CA,90021.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,31,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,31,0,31,0,,1.0,,0,0,,,0,0,28,31,0.9,0.9032258064516129
346526,036-009824,2018,OPH,Skid Row Housing Trust,Star Apartments,62118,240 E 6th St ,,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,100,0,100,0,,1.0,,0,0,,,0,0,93,100,0.93,0.93
346658,039-009703,2018,PSH,SRO Housing Corporation,CA0799 Eugene Hotel,62118,560 Stanford Ave,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,43,0.0,0.0,0.0,0,0,0,43,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,43,0,43,0,,1.0,,0,0,,,0,0,52,43,1.21,1.2093023255813953
346429,039-009767,2018,PSH,SRO Housing Corporation,CA0799 Eugene Hotel - U,62118,560 Stanford Ave,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,20,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,20,0,20,0,,1.0,,0,0,,,0,0,20,20,1.0,1.0
346286,039-009732,2018,PSH,SRO Housing Corporation,CA0996 Gateway Apartments,62118,505 S San Pedro St,                                                  ,Los Angeles,CA,90011.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,53,0.0,0.0,0.0,0,0,0,53,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,53,0,53,0,,1.0,,0,0,,,0,0,47,53,0.89,0.8867924528301887
346665,039-009711,2018,PSH,SRO Housing Corporation,CA1050 Lyndon Apartments,62118,417 E 7th St,                                                  ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,48,0.0,0.0,0.0,0,0,0,48,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,48,0,48,0,,1.0,,0,0,,,0,0,48,48,1.0,1.0
339597,540-021451,2018,ES,SRO Housing Corporation,CES Bridge Housing Program (SRO),62118,517 S San Julian St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,N,Facility-based beds,SMF,,0.0,0.0,7,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,7,0,7,0,,1.0,,0,0,,,0,0,5,7,0.71,0.7142857142857143
339589,039-009714,2018,ES,SRO Housing Corporation,CES Crisis Housing Program (SRO),62118,517 S San Julian St, ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SMF,,0.0,0.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,13,0,13,0,,1.0,,0,0,,,0,0,12,13,0.92,0.9230769230769231
344767,039-009735,2018,OPH,SRO Housing Corporation,Sec 8 Mod Rehab New Terminal Hotel,62118,907 E 7th St,                                                  ,Los Angeles,CA,90021.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,39,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,39,0,39,0,,1.0,,0,0,,,0,0,38,39,0.97,0.9743589743589743
344993,039-009713,2018,OPH,SRO Housing Corporation,Sec 8 Mod Rehab Palmer House,62118,538 S Wall St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,65,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,65,0,65,0,,1.0,,0,0,,,0,0,62,65,0.95,0.9538461538461539
344982,039-009737,2018,OPH,SRO Housing Corporation,Sec 8 Mod Rehab Yankee Hotel,62118,501 E 7th St,                                                  ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,56,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,56,0,56,0,,1.0,,0,0,,,0,0,54,56,0.96,0.9642857142857143
346423,039-009702,2018,OPH,SRO Housing Corporation,Sec 8 PBV Carlton Hotel,62118,534 Carlton St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,44,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,44,0,44,0,,1.0,,0,0,,,0,0,7,44,0.16,0.1590909090909091
344987,540-021452,2018,PSH,SRO Housing Corporation,Sec 8 PBV Gateway Apartments,62118,505 S San Pedro St,                                                  ,Los Angeles,CA,90011.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,52,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,52,0,52,0,,1.0,,0,0,,,0,0,50,52,0.96,0.9615384615384616
345004,039-009707,2018,PSH,SRO Housing Corporation,Sec 8 PBV James Wood Apartments,62118,506 S San Julian St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,52,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,52,0,52,0,,1.0,,0,0,,,0,0,49,52,0.94,0.9423076923076923
345023,039-009736,2018,OPH,SRO Housing Corporation,Sec 8 PBV Renato Apartments,62118,531 S San Julian St,                                                  ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,95,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,Yes,No,95,0,95,0,,1.0,,0,0,,,0,0,88,95,0.93,0.9263157894736842
339599,540-021454,2018,TH,SRO Housing Corporation,VA Service Intensive Transitional Housing (SRO),62118,523 S San Julian St, ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,N,,SMF,,0.0,0.0,60,0.0,0.0,0.0,0,60,0,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,60,0,60,0,,1.0,,0,0,,,0,0,55,60,0.92,0.9166666666666666
338499,155-007508,2018,ES,The Midnight Mission,CES Bridge Housing Program (Midnight Mission),62118,601 S San Pedro St ,,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,N,Facility-based beds,SMF,,0.0,0.0,29,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,29,0,29,0,,1.0,,0,0,,,0,0,33,29,1.14,1.1379310344827587
338396,155-007507,2018,ES,The Midnight Mission,CES Crisis Housing Program (Midnight Mission),62118,601 S San Pedro St ,,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,N,Facility-based beds,SMF,,0.0,0.0,85,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,85,0,85,0,,1.0,,0,0,,,0,0,47,85,0.55,0.5529411764705883
338501,155-007509,2018,ES,The Midnight Mission,Courtyard,62118,601 S San Pedro St, ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SMF,,0.0,0.0,115,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,115,0,0,0,,,,0,0,,,0,0,115,115,1.0,1.0
338391,155-007502,2018,ES,The Midnight Mission,Transitional Housing,62118,601 S San Pedro St, ,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SM,,0.0,0.0,181,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,181,0,0,0,,,,0,0,,,0,0,156,181,0.86,0.861878453038674
338624,314-010865,2018,TH,Union Rescue Mission,Apprentice,62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SM,,0.0,0.0,30,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,30,0,0,0,,,,0,0,,,0,0,30,30,1.0,1.0
338626,314-010867,2018,TH,Union Rescue Mission,Gateway Transitional Men,62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SM,,0.0,0.0,170,0.0,0.0,0.0,0,0,7,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,170,0,0,0,,,,0,0,,,0,0,169,170,0.99,0.9941176470588236
338622,314-010855,2018,TH,Union Rescue Mission,Hope Gardens Family Center,62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,HC,,200.0,65.0,0,0.0,0.0,14.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,200,0,0,0,,,,0,0,,,0,0,198,200,0.99,0.9692307692307692
346589,314-010868,2018,PSH,Union Rescue Mission,Hope Gardens Senior Center,62118,545 S San Pedro ,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SF,,0.0,0.0,25,0.0,0.0,0.0,0,0,0,25,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,25,0,0,0,,,,0,0,,,0,0,25,25,1.0,1.0
338619,314-010850,2018,ES,Union Rescue Mission,Men's Guest Services - Emergency Shelter,62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SM,,0.0,0.0,130,0.0,0.0,0.0,0,0,3,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,130,0,0,0,,,,0,0,,,0,0,127,130,0.98,0.9769230769230769
338621,314-010851,2018,TH,Union Rescue Mission,Residential Recovery Program (CLDP),62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SM,,0.0,0.0,100,0.0,0.0,0.0,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,100,0,0,0,,,,0,0,,,0,0,71,100,0.71,0.71
338623,314-010857,2018,ES,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,62118,545 S San Pedro , ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,HC,,325.0,55.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,325,0,0,0,,,,0,0,,,0,0,186,325,0.57,1.2181818181818183
346703,083-011300,2018,PSH,Volunteers of America of Los Angeles,Ballington Plaza,62118,622 Wall St,,Los Angeles,CA,90014.0,206300.0,4,2,14,30,53,34,Skid Row,C,,SMF,,0.0,0.0,234,0.0,0.0,0.0,0,234,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,234,0,0,0,,,,0,0,,,0,0,234,234,1.0,1.0
338891,083-011319,2018,ES,Volunteers of America of Los Angeles,CES Bridge Housing Program San Julian,62118,543 Crocker St,,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,N,Facility-based beds,SMF,,0.0,0.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,13,0,13,0,,1.0,,0,0,,,0,0,3,13,0.23,0.23076923076923078
338845,083-011268,2018,ES,Volunteers of America of Los Angeles,CES Crisis Housing Program San Julian,62118,543 Crocker St, ,Los Angeles,CA,90013.0,206300.0,4,2,14,30,53,34,Skid Row,C,Facility-based beds,SMF,,0.0,0.0,27,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,27,0,27,0,,1.0,,0,0,,,0,0,21,27,0.78,0.7777777777777778
