HMIS Proj ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,SD,CD,Community,Geo Code,HMIS-Participating,Inventory Type,Bed Type,Target Pop.,Project Gender,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,Individual Household Counted as Domestic Violence Victim,Family Household Members Counted as Domestic Violence Victim,Youth Household Members Counted as Domestic Violence Victim,PIT Count,Total Beds,Utilization Rate
1628,441369,2020,RRH,Los Angeles County Department of Health Services (DHS),HJC LAM,313 N. Figueroa St.,Los Angeles,CA,90012,4,1,14,Downtown,62118,Yes,C,,,All,0,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,,,0,0.0,0.0,0.0,1.0,1,1.0
1629,441370,2020,RRH,Los Angeles County Department of Health Services (DHS),HJC STJ,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,0,0,42,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,42,0,,,0,0.0,0.0,0.0,42.0,42,1.0
1630,441371,2020,RRH,Los Angeles County Department of Health Services (DHS),HJC SSG,313 N. Figueroa St.,Los Angeles,CA,90012,4,1,14,Downtown,62118,Yes,C,,,All,0,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,,,0,0.0,0.0,0.0,1.0,1,1.0
1631,441372,2020,RRH,Los Angeles County Department of Health Services (DHS),HJC PAT,313 N. Figueroa St.,Los Angeles,CA,90012,4,1,14,Downtown,62118,Yes,C,,,All,0,0,40,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,40,0,,,0,0.0,0.0,0.0,40.0,40,1.0
1632,441373,2020,RRH,Los Angeles County Department of Health Services (DHS),HJC MLC,313 N. Figueroa St.,Los Angeles,CA,90012,4,1,14,Downtown,62118,Yes,C,,,All,0,0,30,0,0,0,0,2,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,30.0,30,1.0
1633,441374,2020,PSH,St. Joseph Center,Gateway Apartments,13368 Beach Ave.,Marina Del Rey,CA,90292,5,2,11,Del Rey,69037,Yes,C,,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,20.0,20,1.0
1635,441375,2020,RRH,The People Concern,CES RRH Individuals LGBT SPA 4,1220 N. Highland Ave.,Los Angeles,CA,90038,4,3,4,Hollywood,62118,Yes,C,,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,9.0,0.0,0.0,20.0,20,1.0
1637,441376,2020,RRH,The People Concern,CES RRH Individuals Center Blessed Sacrament SPA 4,6636 Selma Ave.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,38,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,2.0,0.0,0.0,38.0,38,1.0
1638,440969,2020,ES,The People Concern,DHS Interim Housing SOLAR,4200 E. Compton Blvd.,Compton,CA,90221,6,2,0,East Rancho Dominguez,60804,Yes,C,Facility-based beds,,All,0,0,38,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,0.0,0.0,0.0,35.0,38,0.92
1641,441377,2020,RRH,"Special Service for Groups, Inc.",CES RRH Individuals Home At Last,7913 S. Western Ave.,Los Angeles,CA,90047,6,2,8,Manchester Square,62118,Yes,C,,,All,0,0,11,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,0.0,0.0,0.0,11.0,11,1.0
1645,441378,2020,RRH,Harbor Interfaith Services,Rapid Re-Housing Families SPA 8,670 W. 9th St.,San Pedro,CA,90731,8,4,15,San Pedro,62118,Yes,C,,,All,33,10,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,33,0,,,0,0.0,0.0,0.0,33.0,33,1.0
1650,440970,2020,ES,New Directions for Veterans,CES Crisis Housing Program,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,Facility-based beds,,Male,0,0,9,0,0,0,0,9,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,4.0,9,0.44
1663,441379,2020,PSH,New Directions for Veterans,Burbank Bungalows,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,,,All,0,0,11,0,0,0,0,11,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,0.0,0.0,0.0,12.0,11,1.09
1664,441380,2020,PSH,Los Angeles House of Ruth,First 5 Whittier Apartments,4125 Whittier Blvd.,Los Angeles,CA,90023,7,1,0,East Los Angeles,62118,Yes,C,,,All,54,18,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,54,0,,,0,0.0,0.0,0.0,24.0,54,0.44
1668,441381,2020,TH,Anti-Recidivism Coalition,Supportive Housing and Education Initiative Bromont,13190 Bromont Ave.,Sylmar,CA,91342,2,3,7,Sylmar,62118,Yes,C,,,,0,0,36,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,36,0,,,0,,,,28.0,36,0.78
1671,441382,2020,PSH,Los Angeles House of Ruth,Whittier Place Apartments,4125 Whittier Blvd.,Los Angeles,CA,90023,7,1,0,East Los Angeles,62118,Yes,C,,,All,18,6,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,17.0,18,0.94
1672,441383,2020,PSH,PATH Ventures,Winnetka Village,20750 Sherman Way,Winnetka,CA,91306,2,3,3,Winnetka,62118,Yes,C,,,All,0,0,62,0,0,0,0,0,0,18,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,62,0,,,0,0.0,0.0,0.0,57.0,62,0.92
1675,441384,2020,PSH,LA Family Housing Corporation (LAFH),SPA 2 Welcome Home Project,7843 Lankershim Blvd.,North Hollywood,CA,91605,2,3,6,Sun Valley,62118,Yes,C,,,All,8,3,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,,,0,0.0,0.0,0.0,21.0,23,0.91
1676,441386,2020,PSH,The Whole Child,CA1219 Shelter Plus Care,10155 Colima Ave.,Whittier,CA,90603,7,4,0,Whittier,64074,Yes,C,,,All,71,16,8,0,0,0,71,0,0,8,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,79,0,,,0,0.0,0.0,0.0,3.0,79,0.04
1710,440971,2020,ES,1736 Family Crisis Center,RHY Basic Center Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,5,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,63384,Yes,C,Facility-based beds,,,0,0,6,0,0,0,0,0,6,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,,,,5.0,6,0.83
1779,441388,2020,TH,Homes for Life Foundation,ILP SPA 3 Athena Homes,26-28 S. Almansor St.,Alhambra,CA,91801,3,5,0,Alhambra,60030,Yes,C,,,All,0,0,18,0,0,0,0,0,18,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,14.0,18,0.78
1787,440972,2020,ES,LA Family Housing Corporation (LAFH),DMH Interim Housing,7817 Simpson Ave.,Los Angeles,CA,91605,2,3,6,Sun Valley,62118,Yes,C,Facility-based beds,,All,0,0,40,0,0,0,0,40,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,40,0,,,0,0.0,0.0,0.0,40.0,40,1.0
1820,441389,2020,PSH,"Special Service for Groups, Inc.",CA1339 SPA 6 CES HACLA,5849 Crocker St.,Los Angeles,CA,90003,6,2,9,Florence,62118,Yes,C,,,,2,1,60,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,62,0,,,0,0.0,0.0,0.0,59.0,62,0.95
1838,441391,2020,PSH,A Community of Friends,Selby Hotel,1740 N. Hudson Ave.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,28,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,28,0,,,0,0.0,0.0,0.0,24.0,28,0.86
1840,441392,2020,TH,"Catholic Charities of Los Angeles, Inc.",Farley Family Transitional Housing,1671 Beverly Blvd.,Los Angeles,CA,90026,4,1,13,Westlake,62118,Yes,C,,,Female,63,21,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,63,0,,,0,0.0,0.0,0.0,41.0,63,0.65
1851,441393,2020,TH,Volunteers of America of Los Angeles,ILP SPA 2 Womens Care Cottage,6724 Tujunga Ave.,North Hollywood,CA,91606,2,3,2,North Hollywood,62118,Yes,C,,,Female,0,0,30,0,0,0,0,0,30,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,1.0,0.0,0.0,12.0,30,0.4
1855,441394,2020,TH,St. Anne's Maternity Home,ILP SPA 4 Bogen Family Center,155 N. Occidental Blvd.,Los Angeles,CA,90026,4,1,13,Westlake,62118,Yes,C,,,Female,28,14,2,0,0,28,0,0,2,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,15.0,30,0.5
1860,441396,2020,PSH,The People Concern,CA0408 Lodge Supportive Housing Program,660 Stanford Ave.,Los Angeles,CA,90021,4,2,14,Downtown,62118,Yes,C,,,,0,0,30,0,0,0,0,0,0,30,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,32.0,30,1.07
1909,441397,2020,PSH,Watts Labor Community Action Committee,CA0923 Watts Labor Community Action Center Mc Coy Plaza,9320 Success Ave.,Los Angeles,CA,90002,6,2,15,Watts,62118,Yes,C,,,,45,11,11,0,0,0,0,0,0,11,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,56,0,,,0,0.0,0.0,0.0,50.0,56,0.89
1910,441399,2020,OPH,SRO Housing Corporation,Sec 8 PBV Carlton Hotel,534 Wall St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,,,All,0,0,44,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,44,0,,,0,0.0,0.0,0.0,42.0,44,0.95
1911,441400,2020,PSH,SRO Housing Corporation,Sec 8 PBV James Wood Apartments,408 E. 5th St.,Los Angeles,CA,90034,4,2,14,Downtown,62118,Yes,C,,,All,0,0,52,0,0,0,0,0,0,31,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,52,0,,,0,0.0,0.0,0.0,48.0,52,0.92
1912,441401,2020,PSH,SRO Housing Corporation,Sec 8 PBV Renato Apartments,531 S. San Julian St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,,,All,0,0,95,0,0,0,0,0,0,58,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,95,0,,,0,0.0,0.0,0.0,91.0,95,0.96
1915,441402,2020,PSH,Downtown Womens Center,SP Residence HACLA,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,No,C,,DV,All,0,0,72,0,0,0,0,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,72,0,,,0,0.0,0.0,0.0,70.0,72,0.97
1916,441403,2020,TH,The Salvation Army,GPD VA Clinical Treatment Hope Harbor,3107 S. Grand Ave.,Los Angeles,CA,90007,6,1,9,Historic South-Central,62118,Yes,C,,,,0,0,15,0,0,0,0,15,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,0.0,0.0,0.0,58.0,15,3.87
1917,441404,2020,PSH,Skid Row Housing Trust,New Carver Apartments,1624 S. Hope St.,Los Angeles,CA,90015,4,1,14,Downtown,62118,Yes,C,,,All,0,0,92,0,0,0,0,0,0,34,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,92,0,,,0,1.0,0.0,0.0,92.0,92,1.0
1920,441405,2020,PSH,Homes for Life Foundation,CA1218 HACoLA Shelter Plus Care,1345 W. 105th St.,Los Angeles,CA,90044,8,2,0,Athens-Westmont,69037,Yes,C,,,All,0,0,6,0,0,0,0,0,0,6,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,6,0,,,0,0.0,0.0,0.0,3.0,6,0.5
1921,441406,2020,PSH,Homeless Health Care Los Angeles,CA1047 HACoLA Shelter Plus Care,2330 Beverly Blvd.,Los Angeles,CA,90057,4,1,13,Westlake,62118,Yes,C,,,,3,1,8,0,0,0,0,0,0,8,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,,,,7.0,11,0.64
1922,441408,2020,PSH,Mental Health America,CA0742 Mental Health America,506 W. Jackman St.,Lancaster,CA,93534,1,5,0,Lancaster,61914,Yes,C,,,,36,9,31,0,0,0,0,0,0,9,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,67,0,,,0,0.0,0.0,0.0,55.0,67,0.82
1933,441410,2020,PSH,Coalition for Responsible Community Development,36th Street Apartments,157 E. 36th St.,Los Angeles,CA,90011,6,2,9,Historic South-Central,62118,Yes,C,,,All,0,0,10,0,0,0,0,0,10,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,4.0,10,0.4
1935,441411,2020,TH,"Jovenes, Inc.",CES Transitional Housing Program Casa Olivares Youth,1208 Pleasant Ave.,Los Angeles,CA,90033,4,1,14,Boyle Heights,62118,Yes,C,,,Male,0,0,8,0,0,0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,0.0,0.0,0.0,8.0,8,1.0
1941,441412,2020,PSH,Homes for Life Foundation,CA0345 Birch Grove Homes,11401 Bloomfield Ave.,Norwalk,CA,90650,7,4,0,Norwalk,62490,Yes,C,,,All,0,0,34,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,34,0,,,0,0.0,0.0,0.0,33.0,34,0.97
1942,441413,2020,PSH,Homes for Life Foundation,CA0386 Harbor Gateway Homes,1418 W. 218th St.,Los Angeles,CA,90501,8,4,15,Harbor Gateway North and South,62118,Yes,C,,,All,0,0,18,0,0,0,0,0,0,18,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,16.0,18,0.89
1956,441414,2020,TH,The Salvation Army,The Way In Youth Transitional Housing,5939 Hollywood Blvd.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,24,0,0,0,0,0,24,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,1.0,0.0,0.0,23.0,24,0.96
1972,440973,2020,ES,St. Joseph Center,STJ FSC Westminster TLC Venice Community Housing Crisis Housing,650 Westminster Ave.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,Facility-based beds,,All,16,8,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,16,0,,,0,0.0,3.0,0.0,16.0,16,1.0
1973,441415,2020,RRH,Harbor Interfaith Services,CES RRH Youth,599 W. 9th St.,San Pedro,CA,90731,8,4,15,San Pedro,62118,Yes,C,,,All,0,0,35,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,4.0,0.0,0.0,35.0,35,1.0
1974,441416,2020,RRH,Valley Oasis,CES RRH Individuals,43434 E. Sahuayo St.,Lancaster,CA,93535,1,5,0,Lancaster,61914,Yes,C,,,All,0,0,65,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,65,0,,,0,2.0,0.0,0.0,65.0,65,1.0
1975,441417,2020,RRH,Valley Oasis,CES RRH Youth,43434 E. Sahuayo St.,Lancaster,CA,93535,1,5,0,Lancaster,61914,Yes,C,,,All,0,0,12,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,0.0,0.0,0.0,12.0,12,1.0
1977,441418,2020,RRH,Covenant House California,CES RRH Youth,1325 N. Western Ave.,Los Angeles,CA,90027,4,3,13,Hollywood,62118,Yes,C,,,All,0,0,28,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,28,0,,,0,0.0,0.0,0.0,28.0,28,1.0
1978,441419,2020,RRH,Volunteers of America of Los Angeles,CES RRH Individuals SPA 6,3804 Broadway Pl.,Los Angeles,CA,90037,6,2,9,Historic South-Central,62118,Yes,C,,,All,0,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,,,0,1.0,0.0,0.0,1.0,1,1.0
1979,440974,2020,ES,Valley Oasis,CES Crisis Housing Program,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,1,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,61914,Yes,C,Facility-based beds,DV,All,0,0,2,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,,,0,1.0,0.0,0.0,2.0,2,1.0
1982,440975,2020,ES,"Special Service for Groups, Inc.",CES Crisis Housing Program NDC,8124 S. Western Ave.,Los Angeles,CA,90047,6,2,8,Manchester Square,62118,Yes,C,Facility-based beds,,Male,0,0,14,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,14,0,,,0,0.0,0.0,0.0,14.0,14,1.0
1983,441420,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 4,340 N. Madison Ave.,Los Angeles,CA,90004,4,2,13,East Hollywood,62118,Yes,C,,,All,0,0,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,0.0,0.0,0.0,24.0,24,1.0
1984,441421,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 8,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,Yes,C,,,All,0,0,61,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,61,0,,,0,0.0,0.0,0.0,61.0,61,1.0
1985,441422,2020,RRH,"Jovenes, Inc.",CES RRH Youth SPA 7,12101 N. Front St.,Norwalk,CA,90650,7,4,0,Norwalk,62490,Yes,C,,,All,0,0,42,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,42,0,,,0,1.0,0.0,0.0,42.0,42,1.0
1987,441423,2020,RRH,The Whole Child,TWC Cities,9251 Pioneer Blvd.,Santa Fe Springs,CA,90670,7,4,0,Santa Fe Springs,69037,Yes,C,,,All,23,5,5,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,28,0,,,0,0.0,0.0,0.0,28.0,28,1.0
1988,441425,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 5,2346 Cotner Ave.,Los Angeles,CA,90064,5,3,5,West Los Angeles,62118,Yes,C,,,All,0,0,51,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,51,0,,,0,0.0,0.0,0.0,51.0,51,1.0
1989,441426,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 7,12426 Whittier Blvd.,Whittier,CA,90602,7,4,0,Whittier,64074,Yes,C,,,All,0,0,104,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,104,0,,,0,0.0,0.0,0.0,104.0,104,1.0
