Row #,Year,Proj. Type,Organization Name,Project Name,City,State,ZIP,SPA,SD,CD,Geo Code,Inventory Type,Bed Type,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,PIT Count,Total Beds
441883,2020,RRH,Los Angeles County Development Authority (LACDA),Family Reunification Rapid Re-Housing SPA 4 PATH,Los Angeles,CA,90018,4,2,10,62118.0,C,,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,10.0,10
441885,2020,PSH,New Directions for Veterans,Sun Valley Senior Apartments,Los Angeles,CA,90073,5,3,0,62118.0,C,,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48,0.0,,,0.0,0.0,48
441886,2020,PSH,The Salvation Army,PBV Athens Vista,Los Angeles,CA,90044,8,2,0,69037.0,C,,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,37,0.0,,,0.0,35.0,37
441887,2020,PSH,Mental Health America,PBV Courson Arts Colony West,Palmdale,CA,93550,1,5,0,61914.0,C,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,40,0.0,,,0.0,36.0,40
441888,2020,PSH,The People Concern,PBV Kensington Campus I,Los Angeles,CA,93536,1,5,0,61914.0,C,,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,56.0,50
441889,2020,PSH,The People Concern,PBV/ King 1101,Los Angeles,CA,90037,6,2,9,62118.0,C,,36.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,,,0.0,47.0,47
441891,2020,PSH,The People Concern,PBV Mosaic Garden at Pomona,Pomona,CA,91766,3,1,0,62850.0,C,,23.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,38,0.0,,,0.0,39.0,38
441892,2020,PSH,The Salvation Army,PBV Bell Oasis Apartments (The Hunt),Bell,CA,90201,7,1,0,69037.0,C,,0.0,0.0,64.0,0.0,0.0,0.0,0.0,43.0,0.0,21.0,0.0,64,0.0,,,0.0,64.0,64
441893,2020,PSH,Skid Row Housing Trust,DHS Weldon Apartments,Los Angeles,CA,90013,4,2,14,62118.0,U,,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,,,0.0,,72
441894,2020,PSH,The People Concern,PBV The Nightingale,Los Angeles,CA,90001,7,2,0,69037.0,C,,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,,,0.0,31.0,29
441895,2020,PSH,Mental Health America,PBV Courson Arts Colony East,Palmdale,CA,93550,1,5,0,62658.0,C,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,19.0,20
441178,2020,ES,LA Family Housing Corporation (LAFH),CES Enhanced Bridge Housing Older Adults,Los Angeles,CA,91605,2,3,6,62118.0,C,Facility-based beds,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,,,0.0,26.0,25
441179,2020,ES,National Health Foundation,CES Enhanced Bridge Housing Older Adults,Los Angeles,CA,91746,8,4,15,62118.0,C,Facility-based beds,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,,0.0,3.0,3
441180,2020,ES,Weingart Center Association,CES Enhanced Bridge Housing Older Adults,Los Angeles,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,8.0,10
441896,2020,RRH,St. Joseph Center,HDAP,Venice,CA,90291,5,3,11,62118.0,C,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,,,0.0,10.0,10
441181,2020,ES,Home at Last Community Development Corporation,CES Crisis Housing Individuals SPA 6,Los Angeles,CA,90037,6,2,9,62118.0,C,Facility-based beds,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,,,0.0,12.0,70
441897,2020,RRH,Los Angeles County Development Authority (LACDA),Family Reunification Rapid Re-Housing SPA 6 UBH,Los Angeles,CA,90221,6,2,0,62118.0,C,,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,,,0.0,38.0,38
441182,2020,ES,"Special Service for Groups, Inc.",CES Enhanced Bridge Housing Older Adults,Los Angeles,CA,90019,4,2,10,62118.0,C,Facility-based beds,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,0.0,16
441898,2020,RRH,1736 Family Crisis Center,SSVF RRH,Wilmington,CA,90744,8,4,15,62118.0,C,,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,,,0.0,5.0,5
441900,2020,TH,Total Restoration Ministries,Substance Abuse Recovery,Pomona,CA,91767,3,1,0,62850.0,C,,31.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,,,0.0,48.0,35
441183,2020,ES,Downtown Womens Center,CES Bridge Housing Program,Los Angeles,CA,90013,4,1,14,62118.0,C,Facility-based beds,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,,,0.0,26.0,24
441902,2020,PSH,People Assisting the Homeless (PATH),83rd Street Housing for Health,Los Angeles,CA,90044,6,2,8,62118.0,C,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,,,0.0,14.0,15
441184,2020,ES,The Salvation Army,A Bridge Home Imperial Hwy,Los Angeles,CA,90059,6,2,15,62118.0,C,Facility-based beds,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,,,0.0,87.0,100
441903,2020,PSH,St. John Well Child and Family Center,CA1787 Permanent Supportive Housing SPA 6,Los Angeles,CA,90037,6,2,9,62118.0,C,,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64,0.0,,,0.0,0.0,64
440882,2020,ES,The Salvation Army,Winter Shelter Program The Way In Youth SPA 4,Los Angeles,CA,90028,4,3,13,62118.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,2019-11-27 00:00:00,2020-01-31 00:00:00,0.0,36.0,30
440883,2020,ES,The Salvation Army,Winter Shelter Program The Way In Youth SPA 4,Los Angeles,CA,90028,4,3,13,62118.0,U,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.0,2020-02-01 00:00:00,2020-03-31 00:00:00,0.0,,0
440884,2020,ES,Bryant Temple CDC,Winter Shelter Program Western SPA 6,Los Angeles,CA,90047,6,2,8,62118.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,2019-12-01 00:00:00,2020-03-31 00:00:00,0.0,73.0,100
440885,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5100 Women SPA 6,Los Angeles,CA,90011,6,2,9,62118.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.0,2019-12-01 00:00:00,2020-03-31 00:00:00,0.0,45.0,48
440886,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5100 Women SPA 6,Los Angeles,CA,90011,6,2,9,62118.0,U,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,2020-04-01 00:00:00,2020-12-31 00:00:00,0.0,,0
440888,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5108 Women SPA 6,Los Angeles,CA,90011,6,2,9,62118.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,2019-12-01 00:00:00,2020-03-31 00:00:00,0.0,9.0,12
440887,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5108 Women SPA 6,Los Angeles,CA,90011,6,2,9,62118.0,U,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,2020-04-01 00:00:00,2020-12-31 00:00:00,0.0,,0
440889,2020,ES,Volunteers of America of Los Angeles,Winter Shelter Program Steinmetz Park SPA 3,Hacienda Heights,CA,91745,3,4,0,69037.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,2019-11-27 00:00:00,2020-03-31 00:00:00,0.0,15.0,30
440890,2020,ES,Volunteers of America of Los Angeles,Winter Shelter Program Steinmetz Park SPA 3,Hacienda Heights,CA,91745,3,4,0,69037.0,U,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,2020-04-01 00:00:00,2020-12-31 00:00:00,0.0,,0
441185,2020,ES,Valley Oasis,AVD FSC Crisis Housing,Palmdale,CA,93550,1,5,0,62658.0,C,Facility-based beds,37.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,,,0.0,38.0,38
441187,2020,ES,The Salvation Army,TSA FSC Westwood Transitional Village Crisis Housing,Los Angeles,CA,90025,5,3,0,62118.0,C,Facility-based beds,105.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.0,,,0.0,100.0,105
441188,2020,ES,The Salvation Army,TSA FSC Zahn Memorial Center Crisis Housing,Los Angeles,CA,90015,4,1,14,62118.0,C,Facility-based beds,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,,,0.0,21.0,18
441189,2020,ES,"Special Service for Groups, Inc.",SSG FSC Crisis Housing Motel/Hotel Vouchers (Vouchers),Los Angeles,CA,90003,6,2,9,62118.0,C,Voucher beds,978.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978,0.0,,,0.0,978.0,978
441190,2020,ES,Los Angeles House of Ruth,LHR FSC Crisis Housing,Los Angeles,CA,90033,4,1,14,62118.0,C,Facility-based beds,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,,,0.0,19.0,19
441191,2020,ES,"Catholic Charities of Los Angeles, Inc.",CCL FSC Crisis Housing San Gabriel,Long Beach,CA,90810,8,4,0,62088.0,C,Facility-based beds,49.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,,,0.0,43.0,49
440891,2020,ES,Volunteers of America of Los Angeles,Winter Shelter Program SPA 1,Palmdale,CA,93550,1,5,0,62658.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.0,2019-12-09 00:00:00,2020-03-31 00:00:00,0.0,10.0,50
440892,2020,ES,Volunteers of America of Los Angeles,Winter Shelter Program SPA 1,Palmdale,CA,93550,1,5,0,62658.0,U,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.0,2020-04-01 00:00:00,2020-12-31 00:00:00,0.0,,0
441192,2020,ES,Volunteers of America of Los Angeles,RHY Basic Center - Emergency Shelter Program SPA 2,North Hollywood,CA,91606,2,3,2,62118.0,C,Facility-based beds,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8,0.0,,,0.0,2.0,8
441193,2020,ES,First To Serve Inc.,CES Crisis Housing Family,Los Angeles,CA,90003,6,2,9,62118.0,C,Facility-based beds,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,37.0,50
441904,2020,PSH,Los Angeles County Department of Mental Health (DMH),CA0393 DMH,Los Angeles,CA,90020,4,2,13,62118.0,C,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,10.0,16
441194,2020,ES,"San Fernando Valley Community Mental Health Center, Inc.",DHS Interim Housing Town Homes,Van Nuys,CA,91401,2,3,6,62118.0,C,Facility-based beds,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,,,0.0,0.0,28
441195,2020,ES,"San Fernando Valley Community Mental Health Center, Inc.",DHS Interim Housing SRO,Van Nuys,CA,91401,2,3,6,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,4.0,10
441196,2020,ES,"Special Service for Groups, Inc.",CES Enhanced Bridge Housing Single Females,Los Angeles,CA,90019,4,2,10,62118.0,C,Facility-based beds,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,11.0,16
441197,2020,ES,People Assisting the Homeless (PATH),A Bridge Home Sunset Youth,Venice,CA,90291,5,3,11,62118.0,C,Facility-based beds,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54,0.0,,,0.0,0.0,54
441198,2020,ES,People Assisting the Homeless (PATH),A Bridge Home Sunset Individuals,Venice,CA,90291,5,3,11,62118.0,C,Facility-based beds,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,,,0.0,0.0,100
441199,2020,ES,"Catholic Charities of Los Angeles, Inc.",CES Bridge Housing Project Achieve,Long Beach,CA,90813,8,4,0,62088.0,C,Facility-based beds,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,,,0.0,7.0,40
441200,2020,ES,People Assisting the Homeless (PATH),A Bridge Home YWCA Youth,Los Angeles,CA,90038,4,3,13,62118.0,U,Facility-based beds,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,,,0.0,,30
441201,2020,ES,LA Family Housing Corporation (LAFH),LFH FSC Crisis Housing Cesar Chavez SPA 4,Los Angeles,CA,90033,4,1,14,62118.0,C,Facility-based beds,88.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0,,,0.0,75.0,88
441905,2020,PSH,SRO Housing Corporation,Angelus Inn,Los Angeles,CA,90013,4,2,14,62118.0,C,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,,,0.0,20.0,23
441906,2020,PSH,SRO Housing Corporation,Courland Hotel,Los Angeles,CA,90013,4,2,14,62118.0,C,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,,,0.0,15.0,15
441907,2020,PSH,SRO Housing Corporation,Ellis Hotel,Los Angeles,CA,90021,4,2,14,62118.0,C,,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,,,0.0,17.0,21
441908,2020,PSH,SRO Housing Corporation,Florence Apartments,Los Angeles,CA,90013,4,1,14,62118.0,C,,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,,,0.0,46.0,56
441909,2020,PSH,SRO Housing Corporation,Harold Apartments,Los Angeles,CA,90013,4,1,14,62118.0,C,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,,,0.0,40.0,40
441910,2020,PSH,SRO Housing Corporation,Haskell Apartments,Los Angeles,CA,90013,4,2,14,62118.0,C,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,19.0,20
441911,2020,PSH,SRO Housing Corporation,La Jolla Apartments,Los Angeles,CA,90021,4,2,14,62118.0,C,,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,,,0.0,33.0,38
441912,2020,PSH,SRO Housing Corporation,Regal Apartments,Los Angeles,CA,90021,4,2,14,62118.0,C,,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,,,0.0,26.0,31
441913,2020,PSH,SRO Housing Corporation,Ward Apartments,Los Angeles,CA,90013,4,2,14,62118.0,C,,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,,,0.0,21.0,24
441914,2020,PSH,The People Concern,PBV Vermont Corridor Apartments,Los Angeles,CA,90020,4,2,10,62118.0,U,,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,,,0.0,,35
441915,2020,PSH,Housing Works,PBV Stanford Ave Apartments,Compton,CA,90220,6,2,0,62118.0,U,,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,,,0.0,,53
441916,2020,PSH,St. Joseph Center,PBV Westmont Vista,Los Angeles,CA,90047,8,2,0,62118.0,U,,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,,,0.0,,38
441917,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),PBV/VASH Western Ave Apartments,Los Angeles,CA,90062,6,2,8,62118.0,U,,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,,,0.0,,32
441918,2020,PSH,Skid Row Housing Trust,PBV 649 LOFTS,Los Angeles,CA,90014,4,2,14,62118.0,U,,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,,,0.0,,54
441919,2020,PSH,St. Joseph Center,PBV The Pointe on Vermont,Los Angeles,CA,90044,6,2,8,62118.0,U,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,,,0.0,,25
441920,2020,PSH,Housing Works,PBV 88th & Vermont,Los Angeles,CA,90044,6,2,8,62118.0,C,,40.0,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,,,0.0,67.0,67
441922,2020,PSH,Los Angeles County Development Authority (LACDA),PBV Springhaven,Los Angeles,CA,90059,6,2,0,62118.0,U,,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,,50
441923,2020,PSH,Homeless Health Care Los Angeles,PBV Aria Apartments,Los Angeles,CA,90017,4,1,1,62118.0,U,,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,,,0.0,,56
441924,2020,PSH,SRO Housing Corporation,PBV RISE Apartments,Los Angeles,CA,90037,6,2,9,62118.0,U,,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,,,0.0,,56
441925,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),PBV Residence on Main,Los Angeles,CA,90003,6,2,9,62118.0,U,,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,,,0.0,,49
441926,2020,PSH,Affordable Living for the Aging,PBV Rampart Mint Apartments,Los Angeles,CA,90057,4,1,13,62118.0,U,,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,,,0.0,,22
441927,2020,PSH,New Directions for Veterans,PBV Pico Robertson Senior Community,Los Angeles,CA,90035,5,2,5,62118.0,U,,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,,,0.0,,48
441928,2020,PSH,Homeless Health Care Los Angeles,PBV Broadway Apartments Preservation,Los Angeles,CA,90037,6,2,9,62118.0,U,,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,,,0.0,,34
441929,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),PBV Casa de Rosas Campus,Los Angeles,CA,90007,6,1,9,62118.0,U,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,,,0.0,,18
441930,2020,PSH,A Community of Friends,PBV Casa del Sol,Los Angeles,CA,90010,4,2,10,62118.0,U,,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,,,0.0,,43
441931,2020,PSH,A Community of Friends,PBV Firestone Phoenix,Los Angeles,CA,90001,6,2,0,62118.0,U,,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,,,0.0,,36
441932,2020,PSH,"Jovenes, Inc.",PBV Cielito Lindo II,Los Angeles,CA,90033,4,1,14,62118.0,U,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,,,0.0,,14
441933,2020,PSH,St. Joseph Center,PBV Metro at Buckingham Phase 2,Los Angeles,CA,90008,6,2,10,62118.0,U,,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,,,0.0,,51
441934,2020,PSH,Penny Lane Centers,PBV Metamorphosis on Foothill,Sylmar,CA,91342,2,3,7,62118.0,U,,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,,,0.0,,47
441935,2020,PSH,Los Angeles County Development Authority (LACDA),PBV/VASH El Nuevo Amanecer,Los Angeles,CA,90063,7,1,0,69037.0,U,,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,,,0.0,,31
441936,2020,TH,"Chosen Gospel Recovery, Inc.",Ruby House Women and Children,Los Angeles,CA,90037,6,2,8,62118.0,C,,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,,,0.0,39.0,39
441937,2020,TH,"Chosen Gospel Recovery, Inc.",Ruby House Women Only,Los Angeles,CA,90037,6,2,8,62118.0,C,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,,,0.0,8.0,8
441938,2020,TH,"Chosen Gospel Recovery, Inc.",Momma's House Mens Facility,Los Angeles,CA,90037,6,2,9,62118.0,C,,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,,,0.0,19.0,19
441940,2020,PSH,Homeless Health Care Los Angeles,PBV Hope on Alvarado,Los Angeles,CA,90057,4,1,13,62118.0,U,,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.0,,,0.0,,84
441941,2020,PSH,SRO Housing Corporation,PBV Hartford Villa Apartments,Los Angeles,CA,90017,4,1,1,62118.0,U,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,,,0.0,,100
441942,2020,PSH,Skid Row Housing Trust,PBV FLOR 401 Lofts,Los Angeles,CA,90014,4,2,14,62118.0,U,,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.0,,,0.0,,98
441943,2020,PSH,The People Concern,PBV Kensington II,Los Angeles,CA,93536,1,5,0,61914.0,U,,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,,50
441202,2020,ES,City of Pomona,CES Bridge Housing Program,Pomona,CA,91766,3,1,0,62850.0,C,Facility-based beds,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,0.0,50
441203,2020,ES,Society of St. Vincent de Paul,DMH Interim Housing,Los Angeles,CA,90013,4,1,14,62118.0,U,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,,10
441204,2020,ES,Mercy House,Bellflower Temporary Emergency Shelter,Bellflower,CA,90706,7,4,0,60288.0,U,Facility-based beds,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,,50
441205,2020,ES,"Catholic Charities of Los Angeles, Inc.",CES Enhanced Bridge Housing Older Adults Hawkes,Los Angeles,CA,90026,4,1,13,62118.0,U,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,,20
441206,2020,ES,St. Joseph Center,Crisis Housing Family Shelter Safe Landing for Families,Los Angeles,CA,90003,6,2,9,62118.0,U,Facility-based beds,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,,20
441207,2020,ES,"Special Service for Groups, Inc.",Crisis Housing Family Shelter Safe Landing for Families,Los Angeles,CA,90016,6,2,10,62118.0,U,Facility-based beds,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,,20
441944,2020,PSH,A Community of Friends,PBV 235 Berendo,Los Angeles,CA,90004,4,2,13,62118.0,C,,9.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,,,0.0,25.0,29
441946,2020,PSH,A Community of Friends,PBV 226 Berendo,Los Angeles,CA,90004,4,2,13,62118.0,C,,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,,,0.0,37.0,47
441208,2020,ES,Los Angeles LGBT Center,DMH Center Youth Enhanced Emergency Shelter Program,Los Angeles,CA,90038,4,3,4,62118.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20,0.0,,,0.0,20.0,20
441209,2020,ES,Los Angeles LGBT Center,LGBT Center Emergency Housing,Los Angeles,CA,90038,4,3,4,62118.0,C,Facility-based beds,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6,0.0,,,0.0,6.0,6
441947,2020,TH,1736 Family Crisis Center,South Bay 2 Domestic Violence Shelter - L,CONFIDENTIAL,CA,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,63744.0,C,,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,17.0,16
441948,2020,PSH,PATH Ventures,PATH Villas Gramercy,Los Angeles,CA,90018,4,2,10,62118.0,U,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,,16
441949,2020,PSH,St. Joseph Center,PBV 7th and Witmer,Los Angeles,CA,90017,4,1,1,62118.0,U,,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75,0.0,,,0.0,,75
441210,2020,ES,Su Casa,Su Casa Emergency Shelter,CONFIDENTIAL,CA,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,62088.0,C,Facility-based beds,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,,,0.0,16.0,22
441950,2020,TH,Su Casa,Su Casa Transitional Housing,CONFIDENTIAL,CA,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,62088.0,C,,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,,,0.0,18.0,24
