Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,Inventory Type,TH Unit Type,Bed Type,Target Pop. A,Target Pop. B,Youth Program,Veteran Program,HMIS,McKinney- Vento,LAHSA Funded,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate
250922,221-002201,2016,TH,Burbank Housing Corporation,Home Front,1819 Grismer,Burbank,CA,91504.0,60456.0,310601.0,SPA 2,SD 5,NA ,SSD 25,AD 43,C,Single,,HC,,0,0,Non-HMIS,No,No,26.0,7.0,0,0.0,0.0,0.0,,0.0,0.0,,,26,0.0,0.0,0.0,,,,,,,,,,28.0,26,1.08
250923,221-002202,2016,TH,Burbank Housing Corporation,Linden House,1819 Grismer,Burbank,CA,91504.0,60456.0,310601.0,SPA 2,SD 5,NA ,SSD 25,AD 43,C,Single,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,6,0.0,0.0,0.0,,0.0,0.0,,,6,0.0,0.0,0.0,,,,,,,,,,3.0,6,0.5
250921,221-002200,2016,TH,Burbank Housing Corporation,Puerta Nueva Transitional Facility,,,CA,,,,SPA 2,SD 5,NA ,SSD 25,AD 43,C,Multiple,,SFHC,DV,0,0,Non-HMIS,No,No,16.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,,,16,0.0,0.0,0.0,,,,,,,,,,16.0,16,1.0
250903,223-002300,2016,TH,California Council For Veteran Affairs,GPD - Women and Children First,2501 W. Florence Avenue,Los Angeles,CA,90043.0,62118.0,235201.0,SPA 6,SD 2,CD8,SSD 30,AD 62,C,Single,,SFHC,,0,1,Non-HMIS,Yes,Yes,3.0,1.0,11,0.0,0.0,0.0,,11.0,0.0,,,14,0.0,0.0,0.0,,,,,,,,,,8.0,14,0.57
251231,164-002357,2016,TH,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Pathways Homes,,,CA,,,,SPA 3,SD 1,NA ,SSD 9,AD 18,C,Single,,HC,DV,0,0,Non-HMIS,No,No,15.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,,,15,0.0,0.0,0.0,,,,,,,,,,17.0,15,1.13
250848,164-002360,2016,ES,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Year Round Overnight Emergency Shelter,1171 Durfee Ave.,South El Monte,CA,91733.0,69037.0,433802.0,SPA 3,SD 1,NA ,SSD 22,AD 57,C,,Facility-based beds,HC,,0,0,HMIS,Yes,Yes,60.0,15.0,0,0.0,0.0,0.0,,0.0,0.0,,,60,60.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,60.0,60,1.0
250852,226-002500,2016,TH,Casa de Los Angelitos,Casa de Los Angelitos,,,CA,,,,SPA 8,SD 2,NA ,SSD 35,AD 66,C,Single,,SF,DV,0,0,Non-HMIS,No,No,0.0,0.0,6,0.0,0.0,0.0,,0.0,0.0,,,6,0.0,0.0,0.0,,,,,,,,,,6.0,6,1.0
251059,013-002601,2016,ES,"Catholic Charities of Los Angeles, Inc.",Angel's Flight Shelter,357 S. Westlake Ave.,Los Angeles,CA,90057.0,62118.0,208903.0,SPA 4,SD 1,CD1,SSD 24,AD 53,C,,Facility-based beds,YMF,,1,0,Non-HMIS,Yes,Yes,16.0,16.0,16,0.0,0.0,16.0,,0.0,16.0,,,32,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,2.0,32,0.06
251259,013-002620,2016,TH,"Catholic Charities of Los Angeles, Inc.",Farley House at Good Shepherd Center for Homeless Women and Children,1671 Beverly Blvd.,Los Angeles,CA,90026.0,62118.0,208302.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,Single,,SFHC,,0,0,HMIS,Yes,Yes,63.0,21.0,0,0.0,0.0,0.0,,0.0,0.0,,,63,63.0,0.0,0.0,1.0,,,,,,,,,41.0,63,0.65
251016,013-002604,2016,TH,"Catholic Charities of Los Angeles, Inc.",Hawkes Transitional Residence,1640 Rockwood St.,Los Angeles,CA,90026.0,62118.0,208302.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,Single,,SF,,0,0,HMIS,Yes,Yes,0.0,0.0,30,0.0,0.0,0.0,,0.0,0.0,,,30,0.0,30.0,0.0,,1.0,,,,,,,,29.0,30,0.97
251060,013-002621,2016,OPH,"Catholic Charities of Los Angeles, Inc.",Homeless Section 8 Voucher Program (HACLA),P.O. Box 15095,Los Angeles,CA,90015.0,62118.0,224010.0,SPA 4,SD 1,CD14,SSD 30,AD 53,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,10.0,0.0,,1.0,,,,,,,,5.0,10,0.5
251017,013-002606,2016,ES,"Catholic Charities of Los Angeles, Inc.",Languille Emergency Shelter,267 Belmont Ave.,Los Angeles,CA,90026.0,62118.0,208302.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,,Facility-based beds,SF,,0,0,Non-HMIS,No,No,0.0,0.0,30,0.0,0.0,0.0,,0.0,0.0,,,30,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,29.0,30,0.97
250893,145-002702,2016,TH,Center for Human Rights and Constitutional Law,Freedom House - Casa Libre Homeless Youth Shelter,256 S. Occidental Blvd.,Los Angeles,CA,90057.0,62118.0,208620.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,Single,,YM,,1,0,HMIS,Yes,Yes,0.0,0.0,0,8.0,0.0,0.0,,0.0,0.0,,,8,0.0,0.0,8.0,,,1.0,,,,,,,8.0,8,1.0
250890,128-002750,2016,ES,"Center for the Pacific Asian Family, Inc.",CPAF Emergency Shelter,,,CA,,,,SPA 4,SD 3,CD5,SSD 26,AD 50,C,,Facility-based beds,SFHC,DV,0,0,Non-HMIS,Yes,Yes,15.0,5.0,1,0.0,0.0,0.0,,0.0,0.0,,,16,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,11.0,16,0.69
250839,128-002751,2016,TH,"Center for the Pacific Asian Family, Inc.",CPAF Transitional Housing Program,,,CA,,,,SPA 4,SD 3,CD5,SSD 26,AD 50,C,Single,,SFHC,DV,0,0,Non-HMIS,Yes,Yes,24.0,4.0,0,0.0,0.0,0.0,,0.0,0.0,,,24,0.0,0.0,0.0,,,,,,,,,,6.0,24,0.25
251184,229-002950,2016,ES,Children of the Night,Children of the Night Housing Program,14530 Sylvan St.,Van Nuys,CA,91411.0,62118.0,128303.0,SPA 2,SD 3,CD6,SSD 18,AD 46,C,,Facility-based beds,YMF,,1,0,Non-HMIS,No,No,0.0,0.0,0,24.0,0.0,0.0,,0.0,0.0,,,24,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,15.0,24,0.62
251185,230-003050,2016,TH,"Chosen Gospel Recovery, Inc.",Ruby's House I-4,417 West 55th St. ,Los Angeles,CA,90037.0,62118.0,232700.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,Multiple,,SFHC,,0,0,Non-HMIS,No,No,30.0,10.0,10,0.0,0.0,0.0,,0.0,0.0,,,40,0.0,0.0,0.0,,,,,,,,,,30.0,40,0.75
251180,171-011950,2016,TH,City of Covina,McGill Transitional House,1104 W. McGill St.,Covina,CA,91722.0,69037.0,405702.0,SPA 3,SD 5,NA ,SSD 22,AD 48,C,Single,,HC,,0,0,HMIS,Yes,Yes,7.0,2.0,0,0.0,0.0,0.0,,0.0,0.0,,,7,7.0,0.0,0.0,1.0,,,,,,,,,7.0,7,1.0
250905,231-015704,2016,ES,City of Lancaster,Single and Family Services,45134 N Sierra Hwy,Lancaster,CA,93534.0,61914.0,900806.0,SPA 1,SD 5,NA ,SSD 21,AD 36,C,,Facility-based beds,SMF+HC,,0,0,HMIS,Yes,Yes,64.0,11.0,30,0.0,0.0,0.0,,0.0,0.0,,,94,64.0,30.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,47.0,94,0.5
251186,231-015701,2016,ES,City of Lancaster,Winter Shelter Program - Antelope Valley,44611 Yucca Ave.,Lancaster,CA,93534.0,61914.0,900607.0,SPA 1,SD 5,NA ,SSD 21,AD 36,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,77.0,77.0,2015-10-01,2016-03-31,0.0,0.0,55.0,77,0.71
251187,231-015702,2016,ES,City of Lancaster,Year Round Overnight Emergency Shelter,44611 Yucca Ave.,Lancaster,CA,93534.0,61914.0,900607.0,SPA 1,SD 5,NA ,SSD 21,AD 36,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,10.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,6.0,10,0.6
251299,163-003204,2016,TH,City of Pomona,Pomona Transitional Living Center,2040 N Garey Ave,Pomona,CA,91766.0,62850.0,402902.0,SPA 3,SD 1,NA ,SSD 20,AD 52,C,Single,,SM,,0,0,HMIS,Yes,Yes,0.0,0.0,5,0.0,0.0,0.0,,0.0,0.0,,,5,0.0,5.0,0.0,,1.0,,,,,,,,5.0,5,1.0
250919,163-003202,2016,PSH,City of Pomona Housing Authority,Shelter Plus Care Program,505 S. Garey Ave.,Pomona,CA,91766.0,62850.0,408800.0,SPA 3,SD 1,NA ,SSD 9,AD 18,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,167.0,82.0,66,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,233,167.0,66.0,0.0,1.0,1.0,,,,,,,,169.0,233,0.73
251203,324-003250,2016,PSH,City of Santa Monica,2007 Shelter Plus Care Program - Main Grant,1901 Main Street Suite A,Santa Monica,CA,90405.0,63384.0,702002.0,SPA 5,SD 3,NA ,SSD 26,AD 50,C,,,SMF+HC,,0,0,Non-HMIS,No,No,33.0,12.0,120,0.0,0.0,0.0,33.0,0.0,0.0,120.0,0.0,153,33.0,120.0,0.0,1.0,1.0,,,,,,,,134.0,153,0.88
251205,324-003258,2016,PSH,City of Santa Monica,2008 SMHA S+C Award - Expansion,1901 Main St. Suite A,Santa Monica,CA,90230.0,63384.0,702002.0,SPA 5,SD 3,NA ,SSD 26,AD 50,C,,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,15,0.0,0.0,,0.0,0.0,0.0,15.0,0.0,15,0.0,15.0,0.0,,1.0,,,,,,,,14.0,15,0.93
251204,324-003252,2016,PSH,City of Santa Monica,City of Santa Monica Serial Inebriate-Outreach Program,"1901 Main Street, Suite A",Santa Monica,CA,90405.0,63384.0,702002.0,SPA 5,SD 3,NA ,SSD 26,AD 50,C,,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,30,0.0,30.0,0.0,,1.0,,,,,,,,23.0,30,0.77
251215,400-016750,2016,PSH,City of West Hollywood,Shelter+ Care Tenant Based Rental Assistance Project,8300 Santa Monica Blvd,West Hollywood,CA,90069.0,69037.0,700300.0,SPA 4,SD 3,NA ,SSD 26,AD 50,C,,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23,0.0,0.0,0.0,,,,,,,,,,23.0,23,1.0
251140,017-003364,2016,TH,"CLARE Foundation, Inc.",The Sober Inn,905 Pico Blvd.,Santa Monica,CA,90405.0,63384.0,701802.0,SPA 5,SD 3,NA ,SSD 26,AD 50,C,Single,,SF,,0,0,HMIS,Yes,Yes,0.0,0.0,18,0.0,0.0,0.0,,0.0,0.0,,,18,0.0,18.0,0.0,,1.0,,,,,,,,11.0,18,0.61
251364,508-019800,2016,ES,Claremont Homeless Advocacy Program,Overnight Accomodation,727 Harrison Ave,Claremont,CA,91711.0,69037.0,401902.0,SPA 3,SD 1,NA ,SSD 25,AD 41,N,,Facility-based beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,15,0.0,0.0,0.0,,0.0,0.0,,,15,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,12.0,15,0.8
250980,234-003404,2016,PSH,Clifford Beers Housing,Burlington Family Apartments,415 S. Burlington Ave.,Los Angeles,CA,90057.0,62118.0,208904.0,SPA 4,SD 1,CD1,SSD 24,AD 53,C,,,SMF+HC,,0,0,Non-HMIS,No,No,25.0,8.0,21,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,46,0.0,0.0,0.0,,,,,,,,,,46.0,46,1.0
251296,234-003401,2016,PSH,Coalition for Responsible Community Development,28th St. Apartments,1006 E. 28th St.,Los Angeles,CA,90011.0,62118.0,226700.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,30.0,0.0,,1.0,,,,,,,,7.0,30,0.23
250993,092-006500,2016,PSH,Coalition for Responsible Community Development,36th Street Apartments,157 E. 36th Street,Los Angeles,CA,90011.0,62118.0,231100.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,12.0,0.0,,1.0,,,,,,,,2.0,12,0.17
251256,406-017453,2016,PSH,Coalition for Responsible Community Development,Broadway Apartments,4775 S Broadway,Los Angeles,CA,90037.0,62118.0,231900.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,,,SMF,,1,0,Non-HMIS,No,No,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15,0.0,15.0,0.0,,1.0,,,,,,,,15.0,15,1.0
251358,406-017450,2016,PSH,Coalition for Responsible Community Development,CRCD Apartments,10424 S. Figueroa,Los Angeles,CA,90003.0,62118.0,241201.0,SPA 6,SD 2,CD8,SSD 30,AD 64,N,,,SMF,,0,0,HMIS,Yes,Yes,6.0,3.0,10,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,16,6.0,10.0,0.0,1.0,1.0,,,,,,,,14.0,16,0.88
251223,406-017451,2016,OPH,Coalition for Responsible Community Development,Homeless Section 8 Voucher Program (HACLA),3101 S. Grand Ave.,Los Angeles,CA,90007.0,62118.0,224600.0,SPA 6,SD 1,CD9,SSD 30,AD 59,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,56,0.0,0.0,0.0,,0.0,0.0,,,56,0.0,56.0,0.0,,1.0,,,,,,,,45.0,56,0.8
250930,238-003601,2016,TH,Community's Child Inc.,Building Hope,25520 Woodward Ave,Lomita,CA,90717.0,69037.0,670003.0,SPA 8,SD 4,NA ,SSD 26,AD 66,C,Single,,SFHC,,0,0,Non-HMIS,No,No,16.0,4.0,10,0.0,0.0,0.0,,0.0,0.0,,,26,0.0,0.0,0.0,,,,,,,,,,14.0,26,0.54
251363,140-003751,2016,PSH,County of Los Angeles Department of Mental Health,Homeless Section 8 Voucher Program (HACLA),"695 S. Vermont, 10th Floor",Los Angeles,CA,90005.0,62118.0,212303.0,SPA 4,SD 2,CD10,SSD 24,AD 53,N,,,SMF+HC,,0,0,Non-HMIS,No,No,383.0,128.0,175,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,558,0.0,0.0,0.0,,,,,,,,,,476.0,558,0.85
251305,140-003780,2016,PSH,County of Los Angeles Department of Mental Health,Shelter Plus Care - Tenant-Based Rental Assistance,"695 S. Vermont Ave., 10th Floor",Los Angeles,CA,90005.0,62118.0,212303.0,SPA 4,SD 2,CD10,SSD 24,AD 53,C,,,SMF+HC,,0,0,Non-HMIS,No,No,427.0,139.0,617,0.0,0.0,0.0,427.0,0.0,0.0,617.0,0.0,1044,0.0,0.0,0.0,,,,,,,,,,1044.0,1044,1.0
251175,140-003773,2016,PSH,County of Los Angeles Department of Mental Health,Shelter Plus Care Good Samaritan Bonus**,695 S. Vermont Ave.,Los Angeles,CA,90005.0,62118.0,212303.0,SPA 4,SD 2,CD10,SSD 24,AD 53,C,,,SMF+HC,,0,0,Non-HMIS,No,No,5.0,2.0,94,0.0,0.0,0.0,5.0,0.0,0.0,94.0,0.0,99,0.0,94.0,0.0,,1.0,,,,,,,,86.0,99,0.87
251191,140-003783,2016,PSH,County of Los Angeles Department of Mental Health,Tenant Based Supportive Housing (TBSH),695 S. Vermont Ave. 10th Floor,Los Angeles,CA,90005.0,62118.0,212303.0,SPA 4,SD 2,CD10,SSD 24,AD 53,C,,,SMF+HC,,0,0,Non-HMIS,No,No,56.0,19.0,157,0.0,0.0,0.0,56.0,0.0,0.0,157.0,0.0,213,0.0,0.0,0.0,,,,,,,,,,213.0,213,1.0
250953,372-015000,2016,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),700 W. Main Street ,Alhambra,CA,91801.0,60030.0,481001.0,SPA 3,SD 5,NA ,SSD 22,AD 49,C,,,SMF+HC,,0,0,Non-HMIS,No,No,67.0,16.0,42,0.0,0.0,0.0,,0.0,0.0,,,109,67.0,42.0,0.0,1.0,1.0,,,,,,,,109.0,109,1.0
251104,018-003809,2016,TH,Covenant House of California,COV HSE CA Supportive Apartment Program,1730 Gramercy Pl.,Los Angeles,CA,90028.0,62118.0,190301.0,SPA 4,SD 3,CD13,SSD 24,AD 43,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,10.0,0.0,,1.0,,,,,,,,10.0,10,1.0
251061,018-003801,2016,ES,Covenant House of California,Covenant House Emergency Shelter,1325 N. Western Ave.,Los Angeles,CA,90027.0,62118.0,190901.0,SPA 4,SD 3,CD13,SSD 24,AD 43,C,,Facility-based beds,SMF,,1,0,HMIS,Yes,Yes,0.0,0.0,60,0.0,0.0,0.0,,0.0,60.0,,,60,0.0,60.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,55.0,60,0.92
251141,018-003805,2016,TH,Covenant House of California,Rights of Passage,1325 N. Western Ave.,Los Angeles,CA,90027.0,62118.0,190901.0,SPA 4,SD 3,CD13,SSD 24,AD 43,C,Single,,SMF,,1,0,HMIS,Yes,Yes,0.0,0.0,24,0.0,0.0,0.0,,0.0,24.0,,,24,0.0,24.0,0.0,,1.0,,,,,,,,22.0,24,0.92
251380,162-004056,2016,PSH,"David & Margaret Home, Inc.",Cedar Springs Apartments,1319 Palomares Avenue,La Verne,CA,91750.0,69037.0,401500.0,SPA 3,SD 5,NA ,SSD 9,AD 15,U,,,HC,,0,0,Non-HMIS,No,No,27.0,10.0,19,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,46,,,,,,,,,,,,,,46,
250843,162-004058,2016,TH,"David & Margaret Home, Inc.",THP Foster Care,650 E. Bonita Ave. ,San Dimas,CA,91773.0,69037.0,400304.0,SPA 3,SD 5,NA ,SSD 25,AD 41,C,Multiple,,SF,,1,0,Non-HMIS,No,No,0.0,0.0,32,0.0,0.0,0.0,,0.0,32.0,,,32,0.0,0.0,0.0,,,,,,,,,,26.0,32,0.81
251192,509-019850,2016,PSH,Deep Green Housing Development,Mason Court,2129 E. El Segundo Blvd,Compton,CA,90222.0,60804.0,541400.0,SPA 6,SD 2,NA ,SSD 35,AD 64,C,,,HC,,0,0,Non-HMIS,No,No,44.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,,,,,,,,,,38.0,44,0.86
251381,448-019150,2016,TH,Divinity Prophet,A Home for Us,14015 S. Van Ness Avenue ,Gardena,CA,90249.0,61428.0,602600.0,SPA 8,SD 2,NA ,SSD 35,AD 62,N,Multiple,,SMF,,0,0,Non-HMIS,Yes,Yes,0.0,0.0,6,0.0,0.0,0.0,,0.0,0.0,,,6,0.0,0.0,0.0,,,,,,,,,,5.0,6,0.83
250912,244-004150,2016,ES,Domestic Violence Center of the Santa Clarita Valley,Shelter Resident Services,,,CA,,,,SPA 2,SD 5,NA ,SSD 27,AD 38,C,,Facility-based beds,SMF+HC,DV,0,0,Non-HMIS,No,No,8.0,2.0,1,0.0,0.0,0.0,,0.0,0.0,,,9,0.0,0.0,0.0,,,,0.0,0.0,,,3.0,0.0,9.0,12,0.75
250858,245-004201,2016,PSH,Downtown Women Center,Jill's Place,331 S. Los Angeles St.,Los Angeles,CA,90013.0,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,C,,,SF,,0,0,HMIS,Yes,Yes,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,48,0.0,48.0,0.0,,1.0,,,,,,,,36.0,48,0.75
250913,245-004202,2016,PSH,Downtown Women Center,Residence,434 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,,SF,,0,0,HMIS,Yes,Yes,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,71,0.0,71.0,0.0,,1.0,,,,,,,,46.0,71,0.65
251282,413-017250,2016,TH,Dream Center,Transitional Family Housing Program,2301 Bellevue Ave,Los Angeles,CA,90026.0,62118.0,195710.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,Single,,SMF+HC,,0,0,Non-HMIS,No,No,112.0,32.0,0,0.0,0.0,0.0,,0.0,0.0,,,112,0.0,0.0,0.0,,,,,,,,,,84.0,112,0.75
251376,442-018801,2016,PSH,East LA Community Corporation,Whittier Supportive Housing (aka Whittier Bonnie Beach),4125 Whittier Blvd,Los Angeles,CA,90023.0,62118.0,531202.0,SPA 7,SD 1,NA ,SSD 24,AD 51,N,,,HC,,0,0,Non-HMIS,No,No,24.0,12.0,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,,,,,,,,,,24.0,24,1.0
250945,079-004251,2016,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program,241 S. Valley Center Ave.,Glendora,CA,91741.0,61470.0,400402.0,SPA 3,SD 5,NA ,SSD 25,AD 48,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,211.0,211.0,2015-10-01,2016-03-31,0.0,0.0,205.0,211,0.97
251096,249-004451,2016,ES,Emmanuel Baptist Mission of Los Angeles,Short-Term Lodging,530 E 5th St,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,Facility-based beds,SM,,0,0,Non-HMIS,No,No,0.0,0.0,33,0.0,0.0,0.0,,0.0,0.0,,,33,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,33.0,33,1.0
250981,407-017052,2016,ES,Family Promise of East San Fernando Valley,Family Promise of San Gabriel Valley,1005 East Las Tunas Blvd,San Gabriel,CA,91776.0,69037.0,480102.0,SPA 3,SD 5,NA ,SSD 22,AD 49,C,,Other beds,HC,,0,0,Non-HMIS,No,No,14.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,,,14,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,12.0,14,0.86
251281,407-017050,2016,TH,Family Promise of Santa Clarita Valley,Interfaith Hospitality Network,18565 Soledad Canyon Road #133,Canyon Country,CA,91351.0,63356.0,920035.0,SPA 2,SD 5,NA ,SSD 21,AD 38,C,Single,,HC,,1,0,Non-HMIS,No,No,14.0,4.0,0,14.0,0.0,0.0,,0.0,0.0,,,28,0.0,0.0,0.0,,,,,,,,,,7.0,28,0.25
254019,517-020100,2016,ES,"Fathers and Mothers Who Care, Inc.",Emergency Shelter,10975 S. Vermont Ave. ,Los Angeles,CA,90044.0,62118.0,600304.0,SPA 8,SD 2,NA ,SSD 30,AD 62,N,,Facility-based beds,HC,,0,0,HMIS,Yes,Yes,6.0,2.0,14,0.0,0.0,0.0,,0.0,0.0,,,20,6.0,14.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,16.0,20,0.8
250891,134-004501,2016,TH,"Filipino American Service Group, Inc.",Park View House,135 N. Park View Street ,Los Angeles,CA,90026.0,62118.0,208501.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,22,0.0,0.0,0.0,,0.0,0.0,,,22,0.0,22.0,0.0,,1.0,,,,,,,,22.0,22,1.0
250955,389-016152,2016,PSH,First Place for Youth,My First Place TAY Housing Stabilization Project- SD 5,"3530 Wilshire Blvd., Ste. 600",Los Angeles,CA,90010.0,62118.0,212410.0,SPA 4,SD 2,CD10,SSD 24,AD 53,C,,,SMF,,1,0,HMIS,Yes,Yes,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16,0.0,16.0,0.0,,1.0,,,,,,,,12.0,16,0.75
254776,389-016154,2016,TH,First Place for Youth,Transitional Housing Program HUD SPA 8,1053 South New Hampshire Ave,Los Angeles,CA,90006.0,62118.0,213320.0,SPA 4,SD 2,CD1,SSD 24,AD 53,N,Multiple,,YMF,,1,0,HMIS,Yes,Yes,2.0,1.0,10,0.0,0.0,0.0,,0.0,10.0,,,12,2.0,10.0,0.0,1.0,1.0,,,,,,,,7.0,12,0.58
251211,419-017600,2016,ES,First Presbyterian Church of Hollywood,Hollywood Winter Refuge,1760 N Gower St,Hollywood,CA,90028.0,62118.0,191000.0,SPA 4,SD 3,CD13,SSD 26,AD 50,C,,Facility-based beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,40.0,0.0,2015-10-01,2016-03-31,0.0,0.0,27.0,40,0.68
250840,152-004601,2016,TH,"First To Serve, Inc.",First to Serve Transitional Housing Program,1017 W. 50th St.,Los Angeles,CA,90037.0,62118.0,232300.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,Single,,SM,,0,0,HMIS,Yes,Yes,0.0,0.0,14,0.0,0.0,0.0,,0.0,0.0,,,14,0.0,14.0,0.0,,1.0,,,,,,,,13.0,14,0.93
250894,152-004600,2016,TH,"First To Serve, Inc.",Flimsy Reed,4052 Budlong Ave.,Los Angeles,CA,90037.0,62118.0,231600.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,Single,,SM,,0,0,Non-HMIS,No,No,0.0,0.0,22,0.0,0.0,0.0,,0.0,0.0,,,22,0.0,22.0,0.0,,1.0,,,,,,,,22.0,22,1.0
251176,152-004605,2016,TH,"First To Serve, Inc.",House of Dignity 1,,,CA,,,,SPA 6,SD 2,CD9,SSD 30,AD 59,C,Single,,SF,DV,0,0,Non-HMIS,Yes,Yes,0.0,0.0,15,0.0,0.0,0.0,,0.0,0.0,,,15,0.0,,0.0,,,,,,,,,,9.0,15,0.6
251177,152-004606,2016,TH,"First To Serve, Inc.",House of Dignity 2,,,CA,,,,SPA 6,SD 2,CD9,SSD 30,AD 59,C,Single,,HC,DV,0,0,Non-HMIS,Yes,Yes,15.0,3.0,0,0.0,0.0,0.0,,0.0,0.0,,,15,,0.0,0.0,,,,,,,,,,9.0,15,0.6
