Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,Address 2,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
283269,417-017501,2017,PSH,LINC Housing,Seasons at Compton,15810 S. Frailey Avenue,,Compton,CA,90221,60804.0,542106.0,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Compton,C,,Project Based,HC,,No,No,No,No,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,48,0.0,0.0,0.0,,,,,,,,,,48.0,48,1.0,1.0
283384,348-014301,2017,PSH,"Mercy Housing, Inc.",Caroline Severance Manor,2936 West Eight Street,,los angeles,CA,90005,62118.0,212203.0,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,HC,,No,No,No,No,106.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,106,0.0,0.0,0.0,,,,,,,,,,133.0,106,1.25,1.0
283321,444-018902,2017,PSH,Meta Housing Corp,127th St Apartments,541 W El Segundo Blvd,,Los Angeles,CA,90061,62118.0,291110.0,SPA 8,SD 2,CD15,SSD 35,AD 64,USCD 43,Harbor Gateway,U,,Project Based,SMF,,No,No,Yes,No,0.0,0.0,84.0,0.0,0.0,84.0,0.0,0.0,,40.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,84,,,,,,,,,,,,,,84,,
283322,444-018901,2017,PSH,Meta Housing Corp,Winnetka Senior Apartments,20750 Sherman Way,,Los Angeles,CA,91306,62118.0,134002.0,SPA 2,SD 3,CD3,SSD 27,AD 45,USCD 30,Winnetka,U,,Project Based,SMF,,No,No,Yes,No,0.0,0.0,84.0,0.0,0.0,28.0,0.0,0.0,,40.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,84,,,,,,,,,,,,,,84,,
283196,044-008583,2017,PSH,People Assisting the Homeless (PATH),HACLA - Tenant Based Supportive Housing,340 North Madison Ave,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF+HC,,No,Yes,No,No,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,60,0.0,60.0,0.0,,1.0,,,,,,,,60.0,60,1.0,1.0
283073,036-009815,2017,PSH,Skid Row Housing Trust,Rossmore Hotel,905 E 6TH ST,,Los Angeles,CA,90021,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,,3.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,58,0.0,58.0,0.0,,1.0,,,,,,,,53.0,58,0.91,1.0
283391,036-009836,2017,PSH,Skid Row Housing Trust,Sherman Way Apartments (Crest Apartments),13604 Sherman Way,,Van Nuys,CA,91405,62118.0,123510.0,SPA 2,SD 3,CD2,SSD 18,AD 46,USCD 29,Van Nuys,U,,Project Based,SMF,,No,No,No,No,,,63.0,,,0.0,,0.0,,0.0,,No,,,,,,,,,,,Single,No,63,,,,,,,,,,,,,,63,,
283076,039-009701,2017,PSH,SRO Housing Corporation,Brownstone Hotel,427 E. 5th Street,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,,47.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,47,0.0,47.0,0.0,,1.0,,,,,,,,44.0,47,0.94,0.9361702127659575
283293,039-009757,2017,PSH,SRO Housing Corporation,Ford Apartments,1000 E. 7th St. ,,Los Angeles,CA,90021,62118.0,226002.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,,150.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,150,0.0,150.0,0.0,,1.0,,,,,,,,143.0,150,0.95,0.9533333333333334
283292,039-009732,2017,PSH,SRO Housing Corporation,Gateways Apartments PBV,505 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,,54.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,54,0.0,54.0,0.0,,1.0,,,,,,,,51.0,54,0.94,0.9444444444444444
306327,039-009754,2017,PSH,SRO Housing Corporation,Golden West Permanent Housing Program,417 E. 5th St.,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,,,58.0,,,0.0,,0.0,,58.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,58,,58.0,,,1.0,,,,,,,,57.0,58,0.98,0.9827586206896551
283041,039-009707,2017,PSH,SRO Housing Corporation,James M. Wood Apartments,506 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,,53.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,53,0.0,53.0,0.0,,1.0,,,,,,,,51.0,53,0.96,0.9622641509433962
283077,039-009711,2017,PSH,SRO Housing Corporation,Lyndon Apartments,413 E. 7th Street,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,,53.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,53,0.0,53.0,0.0,,1.0,,,,,,,,52.0,53,0.98,0.9811320754716981
283297,111-111600,2017,PSH,SRO Housing Corporation,Rosslyn Apartments,112 W. 5th Street,,Los Angeles,CA,90013,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,Yes,No,No,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,,262.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,262,0.0,262.0,0.0,,1.0,,,,,,,,253.0,262,0.97,0.9656488549618321
306324,085-010237,2017,PSH,St. Joseph Center,Sponsored FHSP TBV,204 Hampton Drive,,Venice,CA,90291,62118.0,273300.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,N,,Project Based,SMF,,No,Yes,No,No,,,20.0,,,0.0,,0.0,,20.0,,No,,,,,,,,,,,Multiple,No,20,,20.0,,,1.0,,,,,,,,20.0,20,1.0,1.0
283056,390-016200,2017,PSH,United States Veterans Initiative / Cantwell-Anderson,Westside Residence Hall II,725 S. Hindry Avenue,,Inglewood,CA,90301,61740.0,601401.0,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Inglewood,C,,Project Based,SMF,,No,No,Yes,No,0.0,0.0,196.0,0.0,0.0,196.0,0.0,0.0,,0.0,,No,,,,,,,,,,,Single,No,196,0.0,0.0,0.0,,,,,,,,,,186.0,196,0.95,0.9489795918367347
282981,374-015106,2017,PSH,US Department of Veterans Affairs,VASH - HACLA,2600 Wilshire Blvd,,Los Angeles,CA,90057,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Tenant Based,SMF+HC,,No,No,Yes,No,645.0,186.0,2906.0,0.0,645.0,2906.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Multiple,No,3551,0.0,0.0,0.0,,,,,,,,,,3551.0,3551,1.0,1.0
283375,374-015102,2017,PSH,US Department of Veterans Affairs,VASH - HACLA (Under Development Allocation),2600 Wilshire Blvd,,Los Angeles,CA,90057,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,U,,Tenant Based,SMF+HC,,No,No,Yes,No,0.0,0.0,749.0,0.0,0.0,749.0,0.0,0.0,,0.0,0.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Multiple,No,749,,,,,,,,,,,,,,749,,
283192,374-015107,2017,PSH,US Department of Veterans Affairs,VASH - HACoLA,700 W. MAIN STREET,,ALHAMBRA,CA,91801,60030.0,481001.0,SPA 3,SD 5,NA ,SSD 22,AD 49,USCD 27,Alhambra,C,,Tenant Based,SMF+HC,,No,No,Yes,No,1204.0,403.0,1245.0,0.0,1204.0,1245.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Multiple,No,2449,0.0,0.0,0.0,,,,,,,,,,2449.0,2449,1.0,1.0
283376,374-015108,2017,PSH,US Department of Veterans Affairs,VASH - HACoLA (Under Development Allocation),700 W. MAIN STREET,,ALHAMBRA,CA,91801,60030.0,481001.0,SPA 3,SD 5,NA ,SSD 22,AD 49,USCD 27,Alhambra,U,,Tenant Based,SMF+HC,,No,No,Yes,No,0.0,0.0,92.0,0.0,0.0,92.0,0.0,0.0,,0.0,0.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Multiple,No,92,,,,,,,,,,,,,,92,,
283090,083-011300,2017,PSH,Volunteers of America of Los Angeles,Ballington Plaza,622 WALL ST,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,No,No,Yes,No,0.0,0.0,244.0,0.0,0.0,244.0,0.0,0.0,0.0,244.0,0.0,No,,,,,,,,,,,Single,No,244,0.0,0.0,0.0,,,,,,,,,,234.0,244,0.96,0.9590163934426229
283310,083-011261,2017,PSH,Volunteers of America of Los Angeles,Blue Butterfly Village,1 ROLLING HILLS PREP WAY,,SAN PEDRO,CA,90732,62118.0,293306.0,SPA 8,SD 4,CD15,SSD 35,AD 66,USCD 33,Harbor City,U,,Project Based,SFHC,,No,No,Yes,No,219.0,73.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,Single,No,219,,,,,,,,,,,,,,219,,
283389,436-018503,2017,PSH,West Hollywood Community Housing Corporation,Blue Hibiscus,1123-1127 N Detroit St,,West Hollywood,CA,90046,69037.0,700101.0,SPA 4,SD 3,NA ,SSD 26,AD 50,USCD 28,West Hollywood,U,,Project Based,SMF,,No,No,No,Yes,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,,0.0,,No,,,,,,,,,,,Multiple,No,22,,,,,,,,,,,,,,22,,
283314,369-014852,2017,PSH,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",Teague Terrace Apartments (Formerly Eagle Vista I),4260 EAGLE ROCK BLVD,,Los Angeles,CA,90065,62118.0,186201.0,SPA 4,SD 1,CD1,SSD 24,AD 51,USCD 34,Eagle Rock,N,,Project Based,SMF,,No,No,Yes,No,0.0,0.0,39.0,0.0,0.0,15.0,0.0,0.0,,24.0,0.0,No,,,,,,,,,,,Single,No,39,,,,,,,,,,,,,36.0,39,0.92,0.9230769230769231
282973,369-014850,2017,PSH,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",Young Burlington Apartments,820 S BURLINGTON AVE,,Los Angeles,CA,90057,62118.0,209403.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,N,,Project Based,SMF+HC,,No,No,No,Yes,4.0,2.0,18.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,No,,,,,,,,,,,Single,No,22,0.0,0.0,0.0,,,,,,,,,,22.0,22,1.0,0.9
302039,045-001028,2017,RRH,1736 Family Crisis Center,CalOES - Housing First,2116 Arlington Ave.,Suite 200,Los Angeles,CA,90018,,,SPA 6,SD 2,CD10,SSD 24,AD 53,USCD 34,,C,,Tenant Based,SFHC,DV,No,No,No,No,23.0,9.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Scattered,No,23,0.0,,,,,,,,,,,,23.0,23,1.0,1.0
283256,045-001020,2017,RRH,1736 Family Crisis Center,SSVF - Supportive Services for Veteran Families (1736),1044 Figueroa St.,,Wilmington,CA,90744,62118.0,294302.0,SPA 8,SD 4,CD15,SSD 35,AD 64,USCD 44,Wilmington,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,2.0,1.0,25.0,0.0,2.0,25.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Single,No,27,2.0,25.0,0.0,1.0,1.0,,,,,,,,27.0,27,1.0,0.8846153846153846
283340,505-019550,2017,RRH,Interval House,First 5 LA Rental Assistance RRH Round 2,6615 E. Pacific Coast Hwy,,Long Beach,CA,90803,,,SPA 8,,,,,,,C,,Tenant Based,HC,DV,No,No,No,No,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,No,2,0.0,0.0,0.0,,,,,,,,,,2.0,2,1.0,1.0
307316,282-007411,2017,RRH,Mental Health America of Los Angeles,SSVF RRH (CMH Subcontractor),506 W. Jackman St.,,Lancaster,CA,93534,61914.0,900806.0,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,Lancaster,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,,,2.0,,,2.0,,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,2,,2.0,,,1.0,,,,,,,,2.0,2,1.0,1.0
307317,282-007412,2017,RRH,Mental Health America of Los Angeles,SSVF RRH (FCC Subctontractor),506 W. Jackman St.,,Lancaster,CA,93534,61914.0,900806.0,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,Lancaster,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,,,2.0,,,2.0,,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,2,,2.0,,,1.0,,,,,,,,2.0,2,1.0,0.5
307319,282-007413,2017,RRH,Mental Health America of Los Angeles,SSVF RRH Surge (MAH),506 W. Jackman St.,,Lancaster,CA,93534,61914.0,900806.0,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,Lancaster,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,4.0,2.0,10.0,,4.0,10.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,14,4.0,10.0,,1.0,1.0,,,,,,,,14.0,14,1.0,0.9166666666666666
307293,100-007864,2017,RRH,"New Directions for Veterans, Inc.",SSVF - Supportive Services for Veteran Families (New Directions),1685 Main Street,,Santa Monica,CA,90401,63384.0,701902.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF,,No,Yes,Yes,No,,,4.0,,,4.0,,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,4,,4.0,,,1.0,,,,,,,,4.0,4,1.0,1.0
307296,100-007868,2017,RRH,"New Directions for Veterans, Inc.",SSVF RRH,11301 Wilshire Blvd.,,Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,,,22.0,,,22.0,,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,22,,22.0,,,1.0,,,,,,,,22.0,22,1.0,1.0
283339,100-007869,2017,RRH,"New Directions for Veterans, Inc.",SSVF RRH (OPCC Subcontractor),11301 Wilshire Blvd.,,Los Angeles,CA,90073,63384.0,701801.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,2,0.0,2.0,0.0,,1.0,,,,,,,,2.0,2,1.0,1.0
283338,100-007870,2017,RRH,"New Directions for Veterans, Inc.",SSVF RRH (St. Joseph Subcontractor),11301 Wilshire Blvd.,,Los Angeles,CA,90073,62118.0,273300.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,10,0.0,10.0,0.0,,1.0,,,,,,,,10.0,10,1.0,1.0
307294,100-007871,2017,RRH,"New Directions for Veterans, Inc.",SSVF RRH (Step Up Subcontractor),11301 Wilshire Blvd.,,Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,7.0,1.0,25.0,,7.0,25.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,32,7.0,25.0,,1.0,1.0,,,,,,,,32.0,32,1.0,0.9615384615384616
283336,100-007872,2017,RRH,"New Directions for Veterans, Inc.",SSVF RRH Surge (New Directions),11301 Wilshire Blvd.,,Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,10.0,3.0,21.0,0.0,10.0,21.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,31,10.0,21.0,0.0,1.0,1.0,,,,,,,,31.0,31,1.0,0.9583333333333334
306826,044-008585,2017,RRH,People Assisting the Homeless (PATH),SSVF - Supportive Services for Veteran Families (PATH),340 North Madison ,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,48.0,12.0,128.0,0.0,48.0,128.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,176,48.0,128.0,0.0,1.0,1.0,,,,,,,,176.0,176,1.0,1.0
283335,044-008595,2017,RRH,People Assisting the Homeless (PATH),SSVF RRH (LFH Subcontractor),1685 Main Street,,Santa Monica,CA,90401,63384.0,121802.0,SPA 2,SD 3,CD6,SSD 18,AD 39,USCD 29,North Hollywood,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,5.0,2.0,7.0,,5.0,7.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,12,5.0,7.0,,1.0,1.0,,,,,,,,12.0,12,1.0,1.0
283307,044-008596,2017,RRH,People Assisting the Homeless (PATH),SSVF RRH Surge (PATH),340 N. Madison Avenue,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,27.0,7.0,78.0,0.0,27.0,78.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,105,27.0,78.0,0.0,1.0,1.0,,,,,,,,105.0,105,1.0,1.0
306312,085-010231,2017,RRH,St. Joseph Center,Rapid ReHousing Homeless Living Veh SPA 6,8525 S. Broadway,,Los Angeles,CA,90003,62118.0,239702.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 43,South Park,U,,Tenant Based,SMF+HC,,No,No,No,No,,,0.0,,,,,,,,,No,,,,,,,,,,,Multiple,No,0,,,,,,,,,,,,,,0,,
306313,085-010232,2017,RRH,St. Joseph Center,Rapid ReHousing Winter Shelter Part SPA 5,404 Lincoln Blvd.,,Venice,CA,90291,62118.0,273100.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,U,,Tenant Based,SMF+HC,,No,No,No,No,,,0.0,,,,,,,,,No,,,,,,,,,,,Multiple,No,0,,,,,,,,,,,,,,0,,
306316,085-010233,2017,RRH,St. Joseph Center,Rapid ReHousing Youth Venice,404 Lincoln Blvd.,,Venice,CA,90291,62118.0,273100.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,U,,Tenant Based,SMF,,No,No,No,No,,,0.0,,,,,,,,,No,,,,,,,,,,,Multiple,No,0,,,,,,,,,,,,,,0,,
306317,085-010235,2017,RRH,St. Joseph Center,RRH Individuals SPA 6,8525 S. Broadway,,Los Angeles,CA,90003,62118.0,239702.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 43,South Park,U,,Tenant Based,SMF,,No,No,No,No,,,0.0,,,,,,,,,No,,,,,,,,,,,Multiple,No,0,,,,,,,,,,,,,,0,,
306323,085-010236,2017,RRH,St. Joseph Center,RRH Youth SPA 5,404 Lincoln Blvd.,,Venice,CA,90291,62118.0,273100.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,U,,Tenant Based,SMF,,No,No,No,No,,,0.0,,,,,,,,,No,,,,,,,,,,,Multiple,No,0,,,,,,,,,,,,,,0,,
283282,040-009449,2017,RRH,The Salvation Army,SSVF - Supportive Services for Veteran Families (Salvation Army),11301 Wilshire Blvd,", Bldg 212,  ",Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,1,0.0,1.0,0.0,,1.0,,,,,,,,1.0,1,1.0,1.0
306180,040-009451,2017,RRH,The Salvation Army,SSVF RRH Surge (Salvation Army),11301 Wilshire Blvd,", Bldg 212,  ",Los Angeles,CA,90073,62118.0,701100.0,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,N,,Tenant Based,SMF+HC,,No,Yes,Yes,No,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,4,3.0,1.0,0.0,1.0,1.0,,,,,,,,4.0,4,1.0,1.0
306131,083-011296,2017,RRH,Volunteers of America of Los Angeles,SSVF - Supportive Services for Veteran Families (VOA),240 N Breed St,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,9.0,3.0,11.0,0.0,9.0,11.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,20,9.0,11.0,0.0,1.0,1.0,,,,,,,,20.0,20,1.0,0.7142857142857143
283333,083-011306,2017,RRH,Volunteers of America of Los Angeles,SSVF RRH (STJ Subcontractor),240 N. Breed St.,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,3.0,1.0,6.0,0.0,3.0,6.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,9,3.0,6.0,0.0,1.0,1.0,,,,,,,,9.0,9,1.0,0.8571428571428571
283332,083-011307,2017,RRH,Volunteers of America of Los Angeles,SSVF RRH (USV Subcontractor),240 N. Breed St.,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,11.0,4.0,6.0,0.0,11.0,6.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,17,11.0,6.0,0.0,1.0,1.0,,,,,,,,17.0,17,1.0,1.0
283331,083-011305,2017,RRH,Volunteers of America of Los Angeles,SSVF RRH Surge (VOA),240 N. Breed St.,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF+HC,,No,Yes,Yes,No,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,Multiple,No,7,5.0,2.0,0.0,1.0,1.0,,,,,,,,7.0,7,1.0,1.0
296585,045-001027,2017,TH,1736 Family Crisis Center,CalOES - TH,21707 Hawthorne Blvd.,Suite 300,Torrance,CA,90503,,,SPA 8,SD 4,NA ,SSD 26,AD 66,USCD 33,,C,,Not Applicable,SFHC,DV,No,No,No,No,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,23,,,0.0,,,,,,,,,,23.0,23,1.0,1.0
296589,045-001029,2017,TH,1736 Family Crisis Center,OVW - TH,2116 Arlington Ave.,Suite 200,Los Angeles,CA,90018,,,SPA 6,SD 2,CD10,SSD 24,AD 53,USCD 34,,C,,Not Applicable,SFHC,DV,No,No,No,No,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,21,,,0.0,,,,,,,,,,21.0,21,1.0,1.0
282885,183-001250,2017,TH,Alexandria House,Transitional Housing for Single Women & Women with Children,426 S. Alexandria Ave.,,Los Angeles,CA,90020,,,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,,C,,Not Applicable,SFHC,DV,No,No,No,No,30.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,No,31,0.0,0.0,0.0,,,,,,,,,,34.0,31,1.1,1.0
297180,373-015060,2017,TH,Alliance for Housing and Healing,Alliance for Housing and Healing dba The Serra Project,1428 12th Ave ,,Los Angeles,CA,90019,62118.0,218110.0,SPA 4,SD 2,CD10,SSD 30,AD 54,USCD 37,West Adams-Expo Park,C,,Not Applicable,SMF,HIV,No,No,No,No,0.0,0.0,17.0,,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,No,17,0.0,0.0,,,,,,,,,,,17.0,17,1.0,1.0
