Project ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,CD,SD,Community,Geo Code,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate
1779,374970,2019,TH,Homes for Life Foundation,ILP SPA 3 Athena Homes,26 S. ALMANSOR ST.,ALHAMBRA,CA,91801,3,0,5,ALHAMBRA,60030,C,,,0,0,18,0,0,0,0,0,18,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,18,0,0,1,0,0,0,,,0,0,15,18,0.83
1444,373124,2019,ES,Hope of the Valley Rescue Mission,Winter Shelter Program Pacoima SPA 2,11076 NORRIS AVE.,PACOIMA,CA,91331,2,7,3,PACOIMA,62118,C,Facility-based beds,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,150,150,12/15/2018,3/31/2019,0,0,123,150,0.82
3013,373126,2019,ES,Hope of the Valley Rescue Mission,Winter Shelter Program Palmdale SPA 1,38626 9TH ST.,PALMDALE,CA,93550,1,0,5,PALMDALE,62658,C,Facility-based beds,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,50,50,12/6/2018,3/31/2019,0,0,46,50,0.92
2856,370813,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),CA1341 DMH Directly-Operated Bonus,2600 WILSHIRE BLVD.,LOS ANGELES,CA,90057,4,1,2,WESTLAKE,62118,C,,,2,1,5,0,0,0,2,0,0,5,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,7,2,5,0,1,1,0,0,0,,,0,0,7,7,1.0
1551,370812,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Downtown Womens Center Bonus,442 S. SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,1,SKID ROW,62118,C,,,0,0,28,0,0,0,0,0,0,28,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,28,0,28,0,0,1,0,0,0,,,0,0,28,28,1.0
1539,370811,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Gettlove Bonus,2600 WILSHIRE BLVD.,LOS ANGELES,CA,90057,4,1,2,WESTLAKE,62118,C,,,0,0,37,0,0,0,0,0,0,37,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,37,0,37,0,0,1,0,0,0,,,0,0,37,37,1.0
1541,370810,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Homeless Healthcare LA Bonus,2330 BEVERLY BLVD.,LOS ANGELES,CA,90057,4,13,1,TEMPLE-BEAUDRY,62118,C,,,0,0,26,0,0,0,0,0,0,26,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,26,0,26,0,0,1,0,0,0,,,0,0,26,26,1.0
1553,370808,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS LA Family Housing Bonus,7843 LANKERSHIM BLVD.,NORTH HOLLYWOOD,CA,91605,2,6,3,NORTH HOLLYWOOD,62118,C,,,0,0,23,0,0,0,0,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,23,0,23,0,0,1,0,0,0,,,0,0,23,23,1.0
1547,370807,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS LAMP Bonus,526 SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,2,SKID ROW,62118,C,,,0,0,25,0,0,0,0,0,0,25,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,25,0,25,0,0,1,0,0,0,,,0,0,25,25,1.0
1548,370806,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Mental Health America Bonus,200 PINE AVE.,LONG BEACH,CA,90802,8,0,4,LONG BEACH,62088,C,,,0,0,42,0,0,0,0,0,0,42,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,42,0,42,0,0,1,0,0,0,,,0,0,42,42,1.0
1555,370805,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS OPCC Bonus,526 SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,2,SKID ROW,62118,C,,,3,1,39,0,0,0,3,0,0,39,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,42,3,39,0,1,1,0,0,0,,,0,0,42,42,1.0
2662,370802,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS SCHARP Bonus,2610 INDUSTRY WY.,LYNWOOD,CA,90262,6,0,2,LYNWOOD,62148,C,,,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1,0,1,0,0,1,0,0,0,,,0,0,1,1,1.0
1543,370801,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS SSG HOPICS Bonus,5849 CROCKER ST.,LOS ANGELES,CA,90003,6,9,2,FLORENCE-FIRESTONE,62118,C,,,8,2,21,0,0,0,8,0,0,21,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,29,8,21,0,1,1,0,0,0,,,0,0,29,29,1.0
1545,370800,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS St Joseph Bonus,204 HAMPTON DR.,VENICE,CA,90291,5,11,3,VENICE,62118,C,,,2,1,28,0,0,0,0,0,0,28,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,30,2,28,0,1,1,0,0,0,,,0,0,30,30,1.0
1537,370798,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Step Up on Second Bonus,1328 2ND ST.,SANTA MONICA,CA,90401,5,0,3,SANTA MONICA,63384,C,,,0,0,37,0,0,0,0,0,0,37,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,37,0,37,0,0,1,0,0,0,,,0,0,37,37,1.0
2665,370797,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS Union Station Bonus,825 ORANGE GROVE BLVD.,PASADENA,CA,91104,3,0,5,PASADENA,62724,C,,,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1,0,1,0,0,1,0,0,0,,,0,0,1,1,1.0
1550,370796,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Downtown Womens Center Bonus,442 S. SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,1,SKID ROW,62118,C,,,0,0,26,0,0,0,0,0,0,26,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,26,0,26,0,0,1,0,0,0,,,0,0,26,26,1.0
2660,370795,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Exodus Recovery Bonus,9808 VENICE BLVD.,CULVER CITY,CA,90232,5,5,2,PALMS,69037,C,,,0,0,5,0,0,0,0,0,0,5,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,5,0,5,0,0,1,0,0,0,,,0,0,5,5,1.0
1538,370794,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Gettlove Bonus,2600 WILSHIRE BLVD.,LOS ANGELES,CA,90057,4,1,2,WESTLAKE,62118,C,,,0,0,12,0,0,0,0,0,0,12,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,12,0,12,0,0,1,0,0,0,,,0,0,12,12,1.0
1540,370793,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Homeless Healthcare LA Bonus,2330 BEVERLY BLVD.,LOS ANGELES,CA,90057,4,13,1,TEMPLE-BEAUDRY,62118,C,,,8,2,26,0,0,0,8,0,0,26,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,34,8,26,0,1,1,0,0,0,,,0,0,34,34,1.0
1552,370792,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH LA Family Housing Bonus,7843 LANKERSHIM BLVD.,NORTH HOLLYWOOD,CA,91605,2,6,3,NORTH HOLLYWOOD,62118,C,,,0,0,26,0,0,0,0,0,0,26,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,26,0,26,0,0,1,0,0,0,,,0,0,26,26,1.0
1546,370790,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH LAMP Bonus,526 SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,2,SKID ROW,62118,C,,,12,3,23,0,0,0,12,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,35,12,23,0,1,1,0,0,0,,,0,0,35,35,1.0
1549,370791,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Mental Health America Bonus,200 PINE AVE.,LONG BEACH,CA,90802,8,0,4,LONG BEACH,62088,C,,,2,1,22,0,0,0,2,0,0,22,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,24,2,22,0,1,1,0,0,0,,,0,0,24,24,1.0
1554,370788,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH OPCC Bonus,526 SAN PEDRO ST.,LOS ANGELES,CA,90013,4,14,2,SKID ROW,62118,C,,,0,0,23,0,0,0,0,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,23,0,23,0,0,1,0,0,0,,,0,0,23,23,1.0
2659,370787,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH SCHARP Bonus,2610 INDUSTRY WY.,LYNWOOD,CA,90262,6,0,2,LYNWOOD,62148,C,,,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1,0,1,0,0,1,0,0,0,,,0,0,1,1,1.0
1542,370786,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH SSG HOPICS Bonus,5849 CROCKER ST.,LOS ANGELES,CA,90003,6,9,2,FLORENCE-FIRESTONE,62118,C,,,0,0,31,0,0,0,0,0,0,31,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,31,0,31,0,0,1,0,0,0,,,0,0,31,31,1.0
1544,370785,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH St Joseph Bonus,204 HAMPTON DR.,LOS ANGELES,CA,90291,5,11,3,VENICE,62118,C,,,3,1,28,0,0,0,3,0,0,28,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,31,3,28,0,1,1,0,0,0,,,0,0,31,31,1.0
1535,370784,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),DMH Step Up on Second Bonus,1328 2ND ST.,SANTA MONICA,CA,90201,5,0,3,SANTA MONICA,63384,C,,,0,0,37,0,0,0,0,0,0,37,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,37,0,37,0,0,1,0,0,0,,,0,0,37,37,1.0
3322,387625,2019,PSH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),2600 WILSHIRE BLVD.,LOS ANGELES,CA,90057,4,1,2,WESTLAKE,62118,C,,,0,0,302,0,0,0,0,302,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,302,0,0,0,0,0,0,0,0,,,0,0,302,302,1.0
2502,374712,2019,PSH,Housing Works,CA0860 City of West Hollywood,8300 SANTA MONICA BLVD.,WEST HOLLYWOOD,CA,90069,4,0,3,WEST HOLLYWOOD,69037,C,,,0,0,20,0,0,0,0,0,0,20,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,20,0,20,0,0,1,0,0,0,,,0,0,18,20,0.9
1175,374705,2019,PSH,Housing Works,CA0994 Housing Works Home First,1277 N. WILCOX AVE.,LOS ANGELES,CA,90038,4,13,3,HOLLYWOOD,62118,C,,,0,0,38,0,0,0,0,0,0,38,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,38,0,38,0,0,1,0,0,0,,,0,0,22,38,0.58
3029,369213,2019,ES,Jenesse Center Inc.,Fannie Lou Hammer Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CA,90008,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,Facility-based beds,DV,21,7,0,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21,0,0,0,0,0,0,0,0,,,0,0,21,21,1.0
3123,369187,2019,TH,Jenesse Center Inc.,Sites A and B,CONFIDENTIAL,CONFIDENTIAL,CA,90008,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,,DV,28,9,4,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,0,0,0,0,0,0,0,0,,,0,0,29,32,0.91
3124,374957,2019,TH,Jewish Family Services,Family Violence Project/Hope Cottage,CONFIDENTIAL,CONFIDENTIAL,CA,90010,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,,DV,23,8,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,0,0,0,0,0,0,0,,,0,0,24,24,1.0
2561,368937,2019,ES,"Jovenes, Inc.",CES Bridge Housing Program La Posada Youth,1208 PLEASANT AVE.,LOS ANGELES,CA,90033,4,14,1,WHOLESALE DISTRICT,62118,C,Facility-based beds,,0,0,4,0,0,0,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,4,0,0,1,0,0,0,,,0,0,3,4,0.75
3257,369184,2019,ES,"Jovenes, Inc.",CES Crisis Housing Program,CONFIDENTIAL,CONFIDENTIAL,CA,90033,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,Facility-based beds,DV,0,0,5,0,0,0,0,0,5,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,0,0,0,0,0,0,0,,,0,0,6,5,1.2
2311,368877,2019,ES,"Jovenes, Inc.",CES Crisis Housing Program La Posada Youth,1208 PLEASANT AVE.,LOS ANGELES,CA,90033,4,14,1,WHOLESALE DISTRICT,62118,C,Facility-based beds,,0,0,8,0,0,0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,8,0,0,1,0,0,0,,,0,0,9,8,1.12
2745,368939,2019,RRH,"Jovenes, Inc.",CES RRH Youth SPA 4,1208 PLEASANT AVE.,LOS ANGELES,CA,90033,4,14,1,WHOLESALE DISTRICT,62118,C,,,0,0,14,0,0,0,0,0,14,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,14,0,14,0,0,1,0,0,0,,,0,0,14,14,1.0
1985,368844,2019,RRH,"Jovenes, Inc.",CES RRH Youth SPA 7,12101 N. FRONT ST.,NORWALK,CA,90650,7,0,4,NORWALK,62490,C,,,0,0,41,0,0,0,0,0,41,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,0,41,0,0,1,0,0,0,,,0,0,41,41,1.0
1935,368837,2019,TH,"Jovenes, Inc.",CES Transitional Housing Program Casa Olivares Youth,1208 PLEASANT AVE.,LOS ANGELES,CA,90033,4,14,1,WHOLESALE DISTRICT,62118,C,,,0,0,8,0,0,0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,8,0,0,1,0,0,0,,,0,0,8,8,1.0
2699,368938,2019,TH,"Jovenes, Inc.",Eva's House Transitional Housing SPA 7,14500 MCNAB AVE.,BELLFLOWER,CA,90706,7,0,4,BELLFLOWER,60288,C,,,0,0,11,0,0,0,0,0,11,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,11,0,0,1,0,0,0,,,0,0,12,11,1.09
3284,376263,2019,TH,"Jovenes, Inc.",Host Homes,12101 N. FRONT ST.,NORWALK,CA,90650,7,0,4,NORWALK,62490,U,,,0,0,15,0,0,0,0,0,15,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,0,0,0,0,0,0,0,,,0,0,0,15,0.0
3042,369179,2019,OPH,"Jovenes, Inc.",My Home - Mi Casa,3941 ROCKWOOD ST.,LOS ANGELES,CA,90063,7,0,1,UNINCORPORATED EAST LOS ANGELES,62118,C,,,0,0,23,0,0,0,0,0,23,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,0,0,0,0,0,0,0,,,0,0,8,23,0.35
3061,369183,2019,PSH,"Jovenes, Inc.",Progress Place Apartments,411 PROGRESS PL.,LOS ANGELES,CA,90033,4,14,1,WHOLESALE DISTRICT,62118,C,,,0,0,12,0,0,0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,0,0,0,0,0,0,0,,,0,0,8,12,0.67
3125,374904,2019,ES,"JWCH Institute, Inc.",H Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CA,90005,2,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,69037,C,Facility-based beds,HIV,0,0,27,0,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,0,0,0,0,0,0,0,0,,,0,0,27,27,1.0
3126,374905,2019,TH,"JWCH Institute, Inc.",H Transitional Housing,CONFIDENTIAL,CONFIDENTIAL,CA,90305,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,69037,C,,HIV,0,0,27,0,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,0,0,0,0,0,0,0,0,,,0,0,27,27,1.0
2976,374906,2019,ES,"JWCH Institute, Inc.",Recuperative Care,5650 JILLSON ST.,COMMERCE,CA,90040,7,0,1,COMMERCE,69037,C,Facility-based beds,,0,0,38,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,38,0,0,1,0,0,0,,,0,0,38,38,1.0
3316,374907,2019,ES,"JWCH Institute, Inc.",Recuperative Care - Bell Shelter,CONFIDENTIAL,CONFIDENTIAL,CA,90201,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,69037,C,Facility-based beds,HIV,0,0,27,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,0,27,0,0,1,0,0,0,,,0,0,27,27,1.0
3127,373185,2019,PSH,Korean Immigrant Worker Advocates Of Southern California,KIWA,CONFIDENTIAL,CONFIDENTIAL,CA,90012,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,,DV,103,26,42,0,0,0,0,0,0,18,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,145,0,0,0,0,0,0,0,0,,,0,0,146,145,1.01
2641,366443,2019,PSH,LA Family Housing Corporation,CA1106 Day Street Apartments,7639 DAY ST.,TUJUNGA,CA,91042,2,7,5,TUJUNGA,69037,C,,,0,0,16,0,0,0,0,0,0,16,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,16,0,16,0,0,1,0,0,0,,,0,0,16,16,1.0
2513,366445,2019,PSH,LA Family Housing Corporation,CA1492 Welcome Home 90 SPA 2,7843 LANKERSHIM BLVD.,NORTH HOLLYWOOD,CA,91605,2,6,3,NORTH HOLLYWOOD,62118,C,,,11,3,87,0,0,0,0,0,0,87,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,98,11,87,0,1,1,0,0,0,,,0,0,32,98,0.33
2585,366740,2019,ES,LA Family Housing Corporation,CES Bridge Housing Program,7817 SIMPSON AVE.,LOS ANGELES,CA,91605,2,6,3,NORTH HOLLYWOOD,62118,C,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,50,0,50,0,0,1,0,0,0,,,0,0,53,50,1.06
