user_id,signup_date,signup_cohort,activity_date,event_type,session_duration_sec,plan_type
C00577,2025-03-19,W12,2025-04-18,feature_use,27.5,free
C00577,2025-03-19,W12,2025-04-28,feature_use,79.7,free
C00577,2025-03-19,W12,2025-05-16,search,223.6,basic
C00578,2025-02-26,W09,2025-02-27,page_view,319.4,basic
C00578,2025-02-26,W09,2025-02-26,page_view,51.7,pro
C00578,2025-02-26,W09,2025-03-30,page_view,252.1,basic
C00579,2025-03-05,W10,2025-03-06,feature_use,219.5,free
C00579,2025-03-05,W10,2025-04-05,settings_change,90.5,pro
C00580,2025-03-12,W11,2025-03-12,page_view,259.6,pro
C00580,2025-03-12,W11,2025-03-14,page_view,142.0,free
C00580,2025-03-12,W11,2025-03-17,page_view,50.3,basic
C00580,2025-03-12,W11,2025-03-15,page_view,52.7,basic
C00580,2025-03-12,W11,2025-05-22,page_view,181.8,basic
C00581,2025-02-05,W06,2025-02-09,page_view,103.4,basic
C00581,2025-02-05,W06,2025-02-23,feature_use,91.0,pro
C00581,2025-02-05,W06,2025-03-02,feature_use,126.2,pro
C00581,2025-02-05,W06,2025-03-03,page_view,80.0,pro
C00582,2025-03-19,W12,2025-03-24,feature_use,116.5,free
C00582,2025-03-19,W12,2025-03-25,settings_change,250.9,free
C00582,2025-03-19,W12,2025-04-04,page_view,122.8,free
C00582,2025-03-19,W12,2025-04-02,page_view,113.6,free
C00582,2025-03-19,W12,2025-04-02,page_view,277.7,pro
C00582,2025-03-19,W12,2025-04-03,page_view,938.1,free
C00582,2025-03-19,W12,2025-04-04,page_view,18.5,free
C00582,2025-03-19,W12,2025-04-19,page_view,279.2,free
C00582,2025-03-19,W12,2025-04-22,page_view,243.5,pro
C00583,2025-03-12,W11,2025-03-13,page_view,73.7,basic
C00583,2025-03-12,W11,2025-03-19,page_view,198.4,basic
C00583,2025-03-12,W11,2025-03-24,feature_use,27.5,free
C00583,2025-03-12,W11,2025-03-20,page_view,182.5,free
C00583,2025-03-12,W11,2025-03-25,page_view,166.8,free
C00583,2025-03-12,W11,2025-04-12,page_view,39.9,free
C00583,2025-03-12,W11,2025-04-15,page_view,349.8,free
C00583,2025-03-12,W11,2025-04-10,search,302.1,pro
C00583,2025-03-12,W11,2025-04-16,page_view,25.8,free
C00583,2025-03-12,W11,2025-04-22,search,122.8,basic
C00583,2025-03-12,W11,2025-04-17,feature_use,358.0,pro
C00583,2025-03-12,W11,2025-04-16,feature_use,86.7,free
C00583,2025-03-12,W11,2025-04-20,search,3140.1,basic
C00583,2025-03-12,W11,2025-04-20,page_view,67.9,free
C00583,2025-03-12,W11,2025-04-19,page_view,60.8,free
C00583,2025-03-12,W11,2025-05-07,search,53.7,free
C00583,2025-03-12,W11,2025-05-08,feature_use,46.8,basic
C00583,2025-03-12,W11,2025-05-07,feature_use,17.0,pro
C00584,2025-01-22,W04,2025-01-25,page_view,115.0,basic
C00584,2025-01-22,W04,2025-02-01,feature_use,291.1,pro
C00584,2025-01-22,W04,2025-01-31,page_view,72.8,basic
C00584,2025-01-22,W04,2025-02-23,page_view,129.1,basic
C00584,2025-01-22,W04,2025-02-25,page_view,230.7,basic
C00584,2025-01-22,W04,2025-02-21,page_view,40.8,free
C00584,2025-01-22,W04,2025-02-24,search,239.3,free
C00584,2025-01-22,W04,2025-02-21,feature_use,163.6,free
C00584,2025-01-22,W04,2025-02-19,feature_use,112.3,pro
C00584,2025-01-22,W04,2025-04-09,search,23.1,basic
C00584,2025-01-22,W04,2025-04-15,feature_use,24.5,basic
C00584,2025-01-22,W04,2025-04-13,page_view,86.6,basic
C00584,2025-01-22,W04,2025-04-09,page_view,3330.1,free
C00585,2025-03-19,W12,2025-03-25,page_view,153.1,free
C00585,2025-03-19,W12,2025-03-25,feature_use,217.3,free
C00585,2025-03-19,W12,2025-04-22,feature_use,105.0,free
C00586,2025-03-05,W10,2025-03-05,search,41.9,basic
C00586,2025-03-05,W10,2025-03-06,feature_use,80.3,basic
C00586,2025-03-05,W10,2025-05-07,page_view,578.8,pro
C00587,2025-01-08,W02,2025-01-12,feature_use,241.0,free
C00588,2025-03-19,W12,2025-03-22,feature_use,315.0,basic
C00588,2025-03-19,W12,2025-03-23,page_view,705.5,free
C00588,2025-03-19,W12,2025-04-14,settings_change,159.0,free
C00588,2025-03-19,W12,2025-04-14,feature_use,231.9,free
C00588,2025-03-19,W12,2025-04-10,search,44.1,basic
C00588,2025-03-19,W12,2025-05-14,page_view,1104.7,basic
C00588,2025-03-19,W12,2025-05-16,search,73.8,free
C00588,2025-03-19,W12,2025-05-18,feature_use,470.2,basic
C00589,2025-02-26,W09,2025-03-04,search,1693.9,pro
C00589,2025-02-26,W09,2025-03-03,feature_use,64.1,free
C00589,2025-02-26,W09,2025-03-07,page_view,1021.2,basic
C00589,2025-02-26,W09,2025-03-06,feature_use,809.4,free
C00589,2025-02-26,W09,2025-03-21,page_view,33.8,basic
C00589,2025-02-26,W09,2025-03-20,page_view,36.9,basic
C00589,2025-02-26,W09,2025-05-20,feature_use,620.1,basic
C00590,2025-02-19,W08,2025-02-20,page_view,115.3,pro
C00590,2025-02-19,W08,2025-02-22,feature_use,124.8,basic
C00591,2025-01-29,W05,2025-01-29,search,990.0,pro
C00591,2025-01-29,W05,2025-02-03,search,89.0,pro
C00591,2025-01-29,W05,2025-02-02,feature_use,297.8,pro
C00591,2025-01-29,W05,2025-02-01,feature_use,299.8,pro
C00591,2025-01-29,W05,2025-01-31,feature_use,34.3,free
C00591,2025-01-29,W05,2025-02-04,page_view,134.6,free
C00591,2025-01-29,W05,2025-01-30,page_view,44.4,free
C00591,2025-01-29,W05,2025-02-05,page_view,177.3,basic
C00591,2025-01-29,W05,2025-02-17,feature_use,182.9,free
C00591,2025-01-29,W05,2025-02-12,page_view,240.2,basic
C00591,2025-01-29,W05,2025-02-15,page_view,116.8,basic
C00591,2025-01-29,W05,2025-02-24,page_view,44.8,free
C00592,2025-02-19,W08,2025-02-23,feature_use,565.2,pro
C00592,2025-02-19,W08,2025-03-10,page_view,245.8,basic
C00593,2025-02-05,W06,2025-02-07,settings_change,501.8,pro
C00593,2025-02-05,W06,2025-02-07,page_view,192.0,pro
C00593,2025-02-05,W06,2025-02-16,search,126.3,pro
C00593,2025-02-05,W06,2025-04-12,page_view,171.3,basic
C00593,2025-02-05,W06,2025-04-10,page_view,44.5,free
C00593,2025-02-05,W06,2025-04-16,page_view,575.3,free
C00594,2025-01-01,W01,2025-01-02,feature_use,89.5,free
C00594,2025-01-01,W01,2025-01-05,feature_use,269.1,pro
C00594,2025-01-01,W01,2025-01-20,search,24.3,pro
C00594,2025-01-01,W01,2025-03-15,page_view,51.4,free
C00595,2025-02-19,W08,2025-02-25,feature_use,150.6,basic
C00595,2025-02-19,W08,2025-02-24,search,107.9,free
C00595,2025-02-19,W08,2025-02-21,search,290.7,free
C00595,2025-02-19,W08,2025-03-04,page_view,52.0,basic
C00595,2025-02-19,W08,2025-03-02,settings_change,62.6,basic
C00595,2025-02-19,W08,2025-03-03,page_view,396.8,free
C00595,2025-02-19,W08,2025-02-27,page_view,41.1,basic
C00595,2025-02-19,W08,2025-03-03,page_view,195.7,basic
C00595,2025-02-19,W08,2025-03-07,feature_use,102.5,basic
C00595,2025-02-19,W08,2025-03-30,feature_use,261.0,free
C00596,2025-01-29,W05,2025-02-04,feature_use,96.2,free
C00596,2025-01-29,W05,2025-01-30,page_view,149.7,free
C00596,2025-01-29,W05,2025-02-02,page_view,24.5,free
C00596,2025-01-29,W05,2025-02-03,page_view,223.5,free
C00596,2025-01-29,W05,2025-02-18,page_view,765.9,pro
C00596,2025-01-29,W05,2025-02-14,page_view,151.0,free
C00596,2025-01-29,W05,2025-02-17,search,112.7,pro
C00596,2025-01-29,W05,2025-02-27,page_view,248.5,pro
C00597,2025-01-15,W03,2025-01-20,page_view,59.1,free
C00597,2025-01-15,W03,2025-01-26,page_view,287.2,basic
C00598,2025-03-12,W11,2025-03-14,page_view,173.6,free
C00598,2025-03-12,W11,2025-03-16,feature_use,1208.3,free
C00599,2025-01-01,W01,2025-01-04,page_view,381.0,pro
C00599,2025-01-01,W01,2025-01-17,settings_change,84.4,basic
C00599,2025-01-01,W01,2025-01-17,page_view,242.8,basic
C00599,2025-01-01,W01,2025-02-25,search,120.4,pro
C00599,2025-01-01,W01,2025-02-21,settings_change,99.4,pro
C00599,2025-01-01,W01,2025-02-20,page_view,681.3,free
C00600,2025-03-19,W12,2025-03-23,feature_use,349.5,free
C00600,2025-03-19,W12,2025-04-02,page_view,55.3,pro
C00600,2025-03-19,W12,2025-04-03,page_view,216.5,free
C00601,2025-02-19,W08,2025-02-22,search,101.3,pro
C00601,2025-02-19,W08,2025-02-24,page_view,105.7,free
C00601,2025-02-19,W08,2025-03-01,page_view,91.6,free
C00601,2025-02-19,W08,2025-03-21,page_view,166.7,basic
C00601,2025-02-19,W08,2025-03-25,search,100.2,free
C00601,2025-02-19,W08,2025-04-19,settings_change,201.3,free
C00601,2025-02-19,W08,2025-04-29,page_view,88.2,basic
C00601,2025-02-19,W08,2025-04-28,page_view,247.8,pro
C00601,2025-02-19,W08,2025-04-24,feature_use,103.4,basic
C00601,2025-02-19,W08,2025-04-27,feature_use,127.4,basic
C00602,2025-02-05,W06,2025-02-05,page_view,59.4,basic
C00602,2025-02-05,W06,2025-02-11,page_view,875.1,free
C00602,2025-02-05,W06,2025-02-05,page_view,1146.7,free
C00602,2025-02-05,W06,2025-04-26,feature_use,58.6,free
C00603,2025-03-19,W12,2025-03-23,feature_use,34.2,free
C00603,2025-03-19,W12,2025-04-09,feature_use,72.3,free
C00603,2025-03-19,W12,2025-05-01,feature_use,50.4,basic
C00604,2025-02-12,W07,2025-02-15,page_view,443.1,pro
C00604,2025-02-12,W07,2025-02-17,feature_use,73.8,free
C00605,2025-01-15,W03,2025-01-18,feature_use,531.7,basic
C00606,2025-03-19,W12,2025-03-24,feature_use,601.4,free
C00606,2025-03-19,W12,2025-04-24,page_view,100.9,free
C00606,2025-03-19,W12,2025-05-26,feature_use,102.7,pro
C00606,2025-03-19,W12,2025-05-25,feature_use,146.0,basic
C00607,2025-03-05,W10,2025-03-10,feature_use,442.5,basic
C00607,2025-03-05,W10,2025-03-05,search,100.8,basic
C00607,2025-03-05,W10,2025-03-14,page_view,852.4,free
C00607,2025-03-05,W10,2025-03-15,page_view,466.3,pro
C00607,2025-03-05,W10,2025-03-13,page_view,22.5,free
C00607,2025-03-05,W10,2025-03-27,feature_use,228.5,free
C00607,2025-03-05,W10,2025-03-31,feature_use,480.8,pro
C00607,2025-03-05,W10,2025-04-01,search,246.9,pro
C00607,2025-03-05,W10,2025-04-01,page_view,49.3,free
C00607,2025-03-05,W10,2025-04-04,feature_use,447.9,free
C00607,2025-03-05,W10,2025-04-11,feature_use,95.4,free
C00608,2025-02-19,W08,2025-02-23,feature_use,261.4,free
C00608,2025-02-19,W08,2025-02-25,page_view,81.4,free
C00608,2025-02-19,W08,2025-02-19,page_view,903.1,free
C00608,2025-02-19,W08,2025-02-27,page_view,221.0,basic
C00608,2025-02-19,W08,2025-03-20,feature_use,23.4,free
C00608,2025-02-19,W08,2025-04-15,page_view,475.1,free
C00608,2025-02-19,W08,2025-04-10,page_view,405.1,basic
C00609,2025-01-15,W03,2025-01-17,feature_use,398.5,basic
C00609,2025-01-15,W03,2025-01-19,search,92.7,free
C00610,2025-01-29,W05,2025-02-02,settings_change,7.4,pro
C00610,2025-01-29,W05,2025-01-31,search,47.1,free
C00610,2025-01-29,W05,2025-04-14,settings_change,105.4,free
C00610,2025-01-29,W05,2025-04-13,feature_use,215.3,pro
C00610,2025-01-29,W05,2025-04-10,page_view,96.4,basic
C00611,2025-02-05,W06,2025-02-07,page_view,140.6,pro
C00611,2025-02-05,W06,2025-02-05,page_view,365.5,free
C00611,2025-02-05,W06,2025-02-22,search,74.4,pro
C00611,2025-02-05,W06,2025-02-21,page_view,664.9,basic
C00611,2025-02-05,W06,2025-02-28,page_view,122.2,pro
C00611,2025-02-05,W06,2025-04-27,page_view,753.2,free
C00612,2025-02-19,W08,2025-02-23,page_view,142.0,free
C00613,2025-03-19,W12,2025-03-23,page_view,36.0,basic
C00613,2025-03-19,W12,2025-03-25,feature_use,210.5,pro
C00613,2025-03-19,W12,2025-03-30,search,1430.5,free
C00613,2025-03-19,W12,2025-03-26,feature_use,321.9,basic
C00614,2025-01-29,W05,2025-02-02,page_view,130.5,basic
C00614,2025-01-29,W05,2025-01-31,page_view,189.6,pro
C00614,2025-01-29,W05,2025-02-10,page_view,734.8,free
C00614,2025-01-29,W05,2025-03-04,page_view,134.6,free
C00615,2025-01-01,W01,2025-01-04,feature_use,106.6,pro
C00615,2025-01-01,W01,2025-01-16,page_view,550.8,pro
C00615,2025-01-01,W01,2025-01-15,settings_change,37.9,pro
C00615,2025-01-01,W01,2025-01-20,page_view,68.2,free
C00615,2025-01-01,W01,2025-01-28,feature_use,93.7,free
C00615,2025-01-01,W01,2025-01-22,feature_use,79.8,pro
C00615,2025-01-01,W01,2025-01-26,feature_use,52.6,free
C00615,2025-01-01,W01,2025-01-26,feature_use,424.3,free
C00615,2025-01-01,W01,2025-02-15,page_view,96.6,basic
C00615,2025-01-01,W01,2025-02-14,page_view,72.1,free
C00615,2025-01-01,W01,2025-02-17,feature_use,175.4,basic
C00616,2025-01-01,W01,2025-01-02,feature_use,21.4,pro
C00616,2025-01-01,W01,2025-01-15,page_view,431.5,free
C00616,2025-01-01,W01,2025-01-19,feature_use,148.6,basic
C00616,2025-01-01,W01,2025-02-03,feature_use,228.9,pro
C00616,2025-01-01,W01,2025-02-04,search,281.7,basic
C00616,2025-01-01,W01,2025-02-21,page_view,28.4,basic
C00616,2025-01-01,W01,2025-02-25,feature_use,41.4,basic
C00617,2025-03-12,W11,2025-03-17,search,1161.6,free
C00617,2025-03-12,W11,2025-03-12,search,106.1,free
C00617,2025-03-12,W11,2025-03-15,feature_use,605.9,free
C00617,2025-03-12,W11,2025-05-13,page_view,179.7,basic
C00618,2025-02-05,W06,2025-02-10,search,428.9,pro
C00618,2025-02-05,W06,2025-02-06,page_view,309.7,basic
C00618,2025-02-05,W06,2025-02-05,feature_use,40.6,free
C00618,2025-02-05,W06,2025-02-26,feature_use,267.8,free
C00618,2025-02-05,W06,2025-03-04,page_view,168.9,free
C00618,2025-02-05,W06,2025-03-02,page_view,61.2,free
C00618,2025-02-05,W06,2025-03-16,feature_use,319.8,free
C00619,2025-03-05,W10,2025-03-05,feature_use,284.9,pro
C00619,2025-03-05,W10,2025-03-05,feature_use,47.3,free
C00620,2025-03-12,W11,2025-03-18,feature_use,66.1,free
C00621,2025-02-05,W06,2025-02-11,page_view,337.2,free
C00621,2025-02-05,W06,2025-02-21,feature_use,557.1,free
C00621,2025-02-05,W06,2025-03-19,feature_use,157.7,free
C00622,2025-03-05,W10,2025-03-05,feature_use,124.1,basic
C00622,2025-03-05,W10,2025-03-07,search,37.7,free
C00622,2025-03-05,W10,2025-03-11,feature_use,84.3,free
C00622,2025-03-05,W10,2025-03-08,page_view,252.8,free
C00622,2025-03-05,W10,2025-03-10,feature_use,200.6,free
C00622,2025-03-05,W10,2025-03-16,page_view,98.0,pro
C00622,2025-03-05,W10,2025-04-08,page_view,186.9,free
C00622,2025-03-05,W10,2025-04-08,page_view,316.8,free
C00622,2025-03-05,W10,2025-04-07,feature_use,952.3,free
C00622,2025-03-05,W10,2025-04-23,search,26.6,free
C00622,2025-03-05,W10,2025-05-01,settings_change,232.9,free
C00623,2025-03-05,W10,2025-03-06,page_view,47.4,free
C00623,2025-03-05,W10,2025-03-06,page_view,123.0,basic
C00623,2025-03-05,W10,2025-04-22,search,63.0,free
C00624,2025-02-12,W07,2025-02-17,page_view,548.5,free
C00624,2025-02-12,W07,2025-02-25,page_view,78.0,free
C00624,2025-02-12,W07,2025-03-06,page_view,12.7,pro
C00624,2025-02-12,W07,2025-03-15,page_view,208.6,free
C00624,2025-02-12,W07,2025-03-17,page_view,519.2,pro
C00624,2025-02-12,W07,2025-03-13,page_view,183.8,basic
C00624,2025-02-12,W07,2025-05-03,page_view,1842.5,pro
C00625,2025-02-12,W07,2025-02-12,page_view,138.0,pro
C00626,2025-03-19,W12,2025-03-22,search,222.6,free
C00626,2025-03-19,W12,2025-03-25,page_view,206.2,free
C00627,2025-02-26,W09,2025-02-26,page_view,395.2,free
C00627,2025-02-26,W09,2025-03-02,settings_change,96.2,free
C00627,2025-02-26,W09,2025-02-26,page_view,113.6,free
C00627,2025-02-26,W09,2025-03-21,feature_use,61.7,free
C00628,2025-03-19,W12,2025-03-20,feature_use,290.1,free
C00628,2025-03-19,W12,2025-03-19,page_view,765.9,basic
C00628,2025-03-19,W12,2025-03-22,page_view,183.1,free
C00628,2025-03-19,W12,2025-03-27,feature_use,721.4,basic
C00628,2025-03-19,W12,2025-04-13,feature_use,116.7,pro
C00628,2025-03-19,W12,2025-05-13,settings_change,184.9,free
C00628,2025-03-19,W12,2025-05-12,page_view,287.7,free
C00628,2025-03-19,W12,2025-05-23,settings_change,90.8,free
C00629,2025-02-05,W06,2025-02-11,settings_change,42.8,free
C00629,2025-02-05,W06,2025-02-10,feature_use,51.4,free
C00629,2025-02-05,W06,2025-02-05,feature_use,54.1,free
C00629,2025-02-05,W06,2025-02-10,page_view,144.3,free
C00629,2025-02-05,W06,2025-03-05,search,15.4,free
C00630,2025-03-05,W10,2025-03-11,page_view,97.8,pro
C00631,2025-03-19,W12,2025-03-20,feature_use,181.2,basic
C00631,2025-03-19,W12,2025-06-02,search,239.1,basic
C00631,2025-03-19,W12,2025-05-28,page_view,162.3,free
C00632,2025-03-19,W12,2025-03-19,page_view,179.5,free
C00632,2025-03-19,W12,2025-03-21,feature_use,25.5,pro
C00632,2025-03-19,W12,2025-03-30,search,88.9,pro
C00632,2025-03-19,W12,2025-05-10,feature_use,127.9,basic
C00633,2025-01-15,W03,2025-01-21,feature_use,127.8,free
C00634,2025-03-19,W12,2025-03-19,feature_use,13.1,free
C00635,2025-01-15,W03,2025-01-19,page_view,368.2,free
C00635,2025-01-15,W03,2025-01-21,feature_use,14.0,pro
C00635,2025-01-15,W03,2025-01-31,search,243.0,pro
C00635,2025-01-15,W03,2025-02-01,page_view,100.7,basic
C00635,2025-01-15,W03,2025-01-31,search,257.6,pro
C00635,2025-01-15,W03,2025-02-10,page_view,306.2,free
C00635,2025-01-15,W03,2025-02-09,settings_change,459.8,free
C00635,2025-01-15,W03,2025-02-08,page_view,488.2,basic
C00635,2025-01-15,W03,2025-03-11,page_view,616.4,pro
C00635,2025-01-15,W03,2025-03-11,feature_use,240.2,basic
C00636,2025-01-22,W04,2025-01-24,page_view,437.9,pro
C00637,2025-02-05,W06,2025-02-10,feature_use,40.9,free
C00637,2025-02-05,W06,2025-02-25,feature_use,309.3,pro
C00637,2025-02-05,W06,2025-02-21,page_view,508.2,free
C00637,2025-02-05,W06,2025-03-08,feature_use,7.9,free
C00637,2025-02-05,W06,2025-03-15,page_view,273.7,basic
C00637,2025-02-05,W06,2025-03-17,search,548.2,basic
C00637,2025-02-05,W06,2025-03-17,feature_use,66.2,pro
C00637,2025-02-05,W06,2025-03-17,feature_use,111.6,pro
C00637,2025-02-05,W06,2025-03-18,page_view,635.6,free
C00637,2025-02-05,W06,2025-04-05,page_view,107.8,free
C00637,2025-02-05,W06,2025-04-04,feature_use,727.8,free
C00637,2025-02-05,W06,2025-04-08,page_view,88.8,basic
C00638,2025-01-22,W04,2025-01-27,search,51.3,free
C00638,2025-01-22,W04,2025-01-22,settings_change,17.2,free
C00638,2025-01-22,W04,2025-02-03,page_view,17.3,free
C00638,2025-01-22,W04,2025-02-04,page_view,79.4,pro
C00638,2025-01-22,W04,2025-03-04,page_view,161.0,pro
C00639,2025-01-08,W02,2025-01-14,page_view,21.0,pro
C00639,2025-01-08,W02,2025-01-18,search,541.6,basic
C00639,2025-01-08,W02,2025-01-15,page_view,583.7,basic
C00639,2025-01-08,W02,2025-01-15,page_view,210.9,pro
C00639,2025-01-08,W02,2025-01-30,page_view,71.8,pro
C00639,2025-01-08,W02,2025-02-04,page_view,37.8,free
C00639,2025-01-08,W02,2025-02-02,page_view,289.3,basic
C00639,2025-01-08,W02,2025-03-27,page_view,142.3,free
C00640,2025-02-12,W07,2025-02-18,page_view,141.2,free
C00640,2025-02-12,W07,2025-02-18,page_view,359.9,free
C00640,2025-02-12,W07,2025-02-17,search,70.6,pro
C00640,2025-02-12,W07,2025-03-05,page_view,191.3,free
C00640,2025-02-12,W07,2025-03-07,page_view,178.3,basic
C00640,2025-02-12,W07,2025-03-11,feature_use,695.7,basic
C00640,2025-02-12,W07,2025-03-10,page_view,258.9,free
C00640,2025-02-12,W07,2025-03-10,search,144.1,basic
C00640,2025-02-12,W07,2025-03-21,page_view,479.3,basic
C00640,2025-02-12,W07,2025-03-25,search,87.2,free
C00640,2025-02-12,W07,2025-03-19,settings_change,70.4,free
C00640,2025-02-12,W07,2025-04-25,page_view,104.7,basic
C00640,2025-02-12,W07,2025-04-29,page_view,134.5,basic
C00640,2025-02-12,W07,2025-04-27,page_view,20.7,basic
C00640,2025-02-12,W07,2025-04-26,search,42.1,pro
C00640,2025-02-12,W07,2025-04-30,search,11.0,basic
C00641,2025-01-08,W02,2025-01-11,page_view,305.3,pro
C00641,2025-01-08,W02,2025-01-10,feature_use,230.8,pro
C00642,2025-01-29,W05,2025-02-03,settings_change,171.8,free
C00642,2025-01-29,W05,2025-02-07,page_view,168.5,basic
C00642,2025-01-29,W05,2025-02-08,page_view,34.4,basic
C00642,2025-01-29,W05,2025-02-05,page_view,351.0,free
C00643,2025-01-29,W05,2025-02-03,feature_use,92.5,free
C00643,2025-01-29,W05,2025-02-02,feature_use,94.6,free
C00644,2025-02-19,W08,2025-02-21,page_view,401.8,free
C00644,2025-02-19,W08,2025-02-21,page_view,283.7,free
C00644,2025-02-19,W08,2025-02-21,page_view,93.9,free
C00644,2025-02-19,W08,2025-02-22,settings_change,85.5,pro
C00645,2025-03-12,W11,2025-03-14,feature_use,918.1,free
C00645,2025-03-12,W11,2025-03-17,page_view,398.8,free
C00645,2025-03-12,W11,2025-05-08,page_view,134.1,free
C00646,2025-03-05,W10,2025-03-08,search,109.3,basic
C00646,2025-03-05,W10,2025-04-17,feature_use,59.6,basic
C00647,2025-01-29,W05,2025-02-03,page_view,97.7,free
C00648,2025-03-19,W12,2025-03-20,search,83.7,basic
C00648,2025-03-19,W12,2025-03-22,feature_use,57.8,basic
C00648,2025-03-19,W12,2025-03-26,search,828.1,free
C00648,2025-03-19,W12,2025-04-24,feature_use,144.2,free
C00648,2025-03-19,W12,2025-05-19,page_view,887.1,free
C00648,2025-03-19,W12,2025-05-16,page_view,812.3,free
C00648,2025-03-19,W12,2025-05-17,search,48.1,free
C00649,2025-03-05,W10,2025-03-06,search,255.7,free
C00649,2025-03-05,W10,2025-03-09,page_view,148.2,pro
C00649,2025-03-05,W10,2025-03-11,page_view,158.1,basic
C00649,2025-03-05,W10,2025-03-26,feature_use,303.0,free
C00649,2025-03-05,W10,2025-03-30,page_view,153.5,free
C00649,2025-03-05,W10,2025-03-26,page_view,49.8,free
C00649,2025-03-05,W10,2025-04-01,page_view,1213.6,basic
C00649,2025-03-05,W10,2025-03-26,page_view,41.2,basic
C00649,2025-03-05,W10,2025-04-02,page_view,533.5,free
C00649,2025-03-05,W10,2025-04-02,page_view,194.7,free
C00649,2025-03-05,W10,2025-04-20,feature_use,37.5,pro
C00649,2025-03-05,W10,2025-04-22,settings_change,134.2,free
C00649,2025-03-05,W10,2025-05-03,feature_use,52.2,pro
C00649,2025-03-05,W10,2025-05-01,feature_use,177.8,pro
C00649,2025-03-05,W10,2025-05-06,feature_use,25.8,free
C00649,2025-03-05,W10,2025-05-05,feature_use,35.3,free
C00649,2025-03-05,W10,2025-05-03,page_view,351.5,basic
C00649,2025-03-05,W10,2025-04-30,page_view,96.1,pro
C00649,2025-03-05,W10,2025-05-04,page_view,74.2,free
C00650,2025-02-05,W06,2025-02-06,search,94.7,pro
C00650,2025-02-05,W06,2025-03-03,search,133.2,free
C00650,2025-02-05,W06,2025-02-27,page_view,197.9,basic
C00650,2025-02-05,W06,2025-02-26,page_view,196.1,free
C00650,2025-02-05,W06,2025-03-03,search,63.6,free
C00650,2025-02-05,W06,2025-03-03,page_view,145.7,free
C00650,2025-02-05,W06,2025-02-27,feature_use,440.1,free
C00651,2025-01-22,W04,2025-01-27,page_view,122.8,free
C00651,2025-01-22,W04,2025-01-30,feature_use,6.2,basic
C00651,2025-01-22,W04,2025-02-22,page_view,238.7,basic
C00651,2025-01-22,W04,2025-02-24,feature_use,117.9,basic
C00651,2025-01-22,W04,2025-03-04,feature_use,44.3,free
C00651,2025-01-22,W04,2025-02-26,feature_use,65.5,pro
C00651,2025-01-22,W04,2025-03-04,page_view,85.6,pro
C00652,2025-01-22,W04,2025-01-27,search,361.7,free
C00652,2025-01-22,W04,2025-02-15,settings_change,129.6,free
C00653,2025-01-15,W03,2025-01-16,page_view,109.0,basic
C00653,2025-01-15,W03,2025-01-21,page_view,204.3,free
C00653,2025-01-15,W03,2025-01-16,page_view,210.0,free
C00653,2025-01-15,W03,2025-03-15,feature_use,313.9,free
C00653,2025-01-15,W03,2025-03-24,page_view,241.2,free
C00653,2025-01-15,W03,2025-03-24,page_view,186.7,free
C00654,2025-01-08,W02,2025-01-12,page_view,147.2,free
C00655,2025-01-22,W04,2025-01-23,feature_use,112.7,pro
C00655,2025-01-22,W04,2025-01-26,page_view,90.0,pro
C00655,2025-01-22,W04,2025-01-27,page_view,66.5,free
C00655,2025-01-22,W04,2025-02-09,feature_use,18.0,free
C00655,2025-01-22,W04,2025-02-10,feature_use,31.8,free
C00655,2025-01-22,W04,2025-02-06,search,467.5,free
C00655,2025-01-22,W04,2025-02-06,feature_use,19.4,pro
C00655,2025-01-22,W04,2025-02-07,feature_use,56.5,basic
C00655,2025-01-22,W04,2025-04-05,page_view,527.4,basic
C00655,2025-01-22,W04,2025-04-14,page_view,581.0,basic
C00656,2025-03-12,W11,2025-03-12,page_view,410.6,basic
C00656,2025-03-12,W11,2025-03-29,page_view,75.7,free
C00656,2025-03-12,W11,2025-04-15,feature_use,338.6,basic
C00657,2025-02-26,W09,2025-02-26,page_view,60.4,pro
C00657,2025-02-26,W09,2025-03-17,feature_use,196.6,free
C00658,2025-02-26,W09,2025-02-28,feature_use,212.7,pro
C00659,2025-03-19,W12,2025-03-20,feature_use,229.0,basic
C00660,2025-01-22,W04,2025-01-25,page_view,91.4,pro
C00660,2025-01-22,W04,2025-02-05,page_view,117.7,basic
C00661,2025-02-26,W09,2025-03-04,page_view,122.2,free
C00661,2025-02-26,W09,2025-03-09,page_view,215.9,pro
C00662,2025-01-29,W05,2025-02-03,feature_use,273.9,free
C00662,2025-01-29,W05,2025-02-26,page_view,1507.6,pro
C00663,2025-03-12,W11,2025-03-13,feature_use,130.3,basic
C00664,2025-03-19,W12,2025-03-19,search,185.1,free
C00665,2025-02-26,W09,2025-02-27,page_view,1278.3,pro
C00665,2025-02-26,W09,2025-04-19,feature_use,148.2,free
C00666,2025-02-26,W09,2025-02-28,feature_use,139.2,free
C00666,2025-02-26,W09,2025-05-08,page_view,252.1,free
C00667,2025-02-26,W09,2025-03-02,page_view,118.0,free
C00667,2025-02-26,W09,2025-03-04,page_view,266.1,basic
C00667,2025-02-26,W09,2025-03-03,feature_use,69.4,pro
C00667,2025-02-26,W09,2025-03-14,feature_use,81.5,free
C00667,2025-02-26,W09,2025-03-13,page_view,56.6,basic
C00667,2025-02-26,W09,2025-03-17,feature_use,45.1,free
C00667,2025-02-26,W09,2025-03-15,page_view,286.0,free
