user_id,signup_date,device,channel,stage,timestamp,reached
U01142,2025-01-01,desktop,referral,signup,2025-01-01 00:00:34,False
U01143,2025-03-04,mobile,organic,landing_page,2025-03-04 00:00:00,True
U01143,2025-03-04,mobile,organic,signup,2025-03-04 00:04:58,True
U01143,2025-03-04,mobile,organic,product_view,2025-03-04 00:05:46,True
U01143,2025-03-04,mobile,organic,add_to_cart,2025-03-04 00:10:06,True
U01143,2025-03-04,mobile,organic,purchase,2025-03-04 00:12:05,True
U01144,2025-02-24,desktop,paid_search,landing_page,2025-02-24 00:00:00,True
U01144,2025-02-24,desktop,paid_search,signup,2025-02-24 00:09:00,True
U01144,2025-02-24,desktop,paid_search,product_view,2025-02-24 00:10:52,True
U01144,2025-02-24,desktop,paid_search,add_to_cart,2025-02-24 00:11:26,False
U01145,2025-04-25,mobile,email,landing_page,2025-04-25 00:00:00,True
U01145,2025-04-25,mobile,email,signup,2025-04-25 00:05:03,False
U01146,2025-06-17,mobile,paid_search,landing_page,2025-06-17 00:00:00,True
U01146,2025-06-17,mobile,paid_search,signup,2025-06-17 00:08:37,True
U01146,2025-06-17,mobile,paid_search,product_view,2025-06-17 00:10:03,True
U01146,2025-06-17,mobile,paid_search,add_to_cart,2025-06-17 00:10:39,False
U01147,2025-05-23,tablet,social,landing_page,2025-05-23 00:00:00,True
U01147,2025-05-23,tablet,social,signup,2025-05-23 00:01:44,False
U01148,2025-05-29,tablet,organic,landing_page,2025-05-29 00:00:00,True
U01148,2025-05-29,tablet,organic,signup,2025-05-29 00:01:58,False
U01149,2025-06-24,tablet,organic,landing_page,2025-06-24 00:00:00,True
U01149,2025-06-24,tablet,organic,signup,2025-06-24 00:00:55,False
U01150,2025-02-22,desktop,paid_search,landing_page,2025-02-22 00:00:00,True
U01150,2025-02-22,desktop,paid_search,signup,2025-02-22 00:03:05,False
U01151,2025-05-17,mobile,social,landing_page,2025-05-17 00:00:00,True
U01151,2025-05-17,mobile,social,signup,2025-05-17 00:05:15,True
U01151,2025-05-17,mobile,social,product_view,2025-05-17 00:13:13,False
U01152,2025-06-29,mobile,paid_search,landing_page,2025-06-29 00:00:00,True
U01152,2025-06-29,mobile,paid_search,signup,2025-06-29 00:07:31,False
U01153,2025-02-26,tablet,social,landing_page,2025-02-26 00:00:00,True
U01153,2025-02-26,tablet,social,signup,2025-02-26 00:00:38,False
U01154,2025-04-27,desktop,paid_search,landing_page,2025-04-27 00:00:00,True
U01154,2025-04-27,desktop,paid_search,signup,2025-04-27 00:00:41,False
U01155,2025-06-03,desktop,social,landing_page,2025-06-03 00:00:00,True
U01155,2025-06-03,desktop,social,signup,2025-06-03 00:01:00,False
U01156,2025-06-18,desktop,social,landing_page,2025-06-18 00:00:00,True
U01156,2025-06-18,desktop,social,signup,2025-06-18 00:00:19,True
U01156,2025-06-18,desktop,social,product_view,2025-06-18 00:01:43,False
U01157,2025-02-04,mobile,paid_search,landing_page,2025-02-04 00:00:00,True
U01157,2025-02-04,mobile,paid_search,signup,2025-02-04 00:02:08,False
U01158,2025-03-04,desktop,paid_search,landing_page,2025-03-04 00:00:00,True
U01158,2025-03-04,desktop,paid_search,signup,2025-03-04 00:02:30,True
U01158,2025-03-04,desktop,paid_search,product_view,2025-03-04 00:04:56,True
U01158,2025-03-04,desktop,paid_search,add_to_cart,2025-03-04 00:05:07,False
U01159,2025-01-25,desktop,organic,landing_page,2025-01-25 00:00:00,True
U01159,2025-01-25,desktop,organic,signup,2025-01-25 00:02:11,True
U01159,2025-01-25,desktop,organic,product_view,2025-01-25 00:03:21,False
U01160,2025-03-31,desktop,paid_search,landing_page,2025-03-31 00:00:00,True
U01160,2025-03-31,desktop,paid_search,signup,2025-03-31 00:00:59,False
U01161,2025-03-16,desktop,social,landing_page,2025-03-16 00:00:00,True
U01161,2025-03-16,desktop,social,signup,2025-03-16 00:03:22,False
U01162,2025-02-07,mobile,paid_search,landing_page,2025-02-07 00:00:00,True
U01162,2025-02-07,mobile,paid_search,signup,2025-02-07 00:03:42,False
U01163,2025-05-10,desktop,paid_search,landing_page,2025-05-10 00:00:00,True
U01163,2025-05-10,desktop,paid_search,signup,2025-05-10 00:01:18,True
U01163,2025-05-10,desktop,paid_search,product_view,2025-05-10 00:05:51,True
U01163,2025-05-10,desktop,paid_search,add_to_cart,2025-05-10 00:06:35,True
U01163,2025-05-10,desktop,paid_search,purchase,2025-05-10 00:07:19,True
U01164,2025-05-15,mobile,social,landing_page,2025-05-15 00:00:00,True
U01164,2025-05-15,mobile,social,signup,2025-05-15 00:01:21,False
U01165,2025-06-11,mobile,organic,landing_page,2025-06-11 00:00:00,True
U01165,2025-06-11,mobile,organic,signup,2025-06-11 00:01:23,False
U01166,2025-04-01,mobile,referral,landing_page,2025-04-01 00:00:00,True
U01166,2025-04-01,mobile,referral,signup,2025-04-01 00:02:09,False
U01167,2025-01-17,desktop,organic,landing_page,2025-01-17 00:00:00,True
U01167,2025-01-17,desktop,organic,signup,2025-01-17 00:02:18,True
U01167,2025-01-17,desktop,organic,product_view,2025-01-17 00:12:58,True
U01167,2025-01-17,desktop,organic,add_to_cart,2025-01-17 00:14:01,False
U01168,2025-05-08,tablet,referral,landing_page,2025-05-08 00:00:00,True
U01168,2025-05-08,tablet,referral,signup,2025-05-08 00:01:38,False
U01169,2025-06-20,mobile,paid_search,landing_page,2025-06-20 00:00:00,True
U01169,2025-06-20,mobile,paid_search,signup,2025-06-20 00:02:04,False
U01170,2025-04-18,tablet,paid_search,landing_page,2025-04-18 00:00:00,True
U01170,2025-04-18,tablet,paid_search,signup,2025-04-18 00:03:07,True
U01170,2025-04-18,tablet,paid_search,product_view,2025-04-18 00:05:24,False
U01171,2025-06-28,tablet,organic,landing_page,2025-06-28 00:00:00,True
U01171,2025-06-28,tablet,organic,signup,2025-06-28 00:05:27,False
U01172,2025-06-01,desktop,organic,landing_page,2025-06-01 00:00:00,True
U01172,2025-06-01,desktop,organic,signup,2025-06-01 00:01:19,True
U01172,2025-06-01,desktop,organic,product_view,2025-06-01 00:03:54,True
U01172,2025-06-01,desktop,organic,add_to_cart,2025-06-01 00:04:58,False
U01173,2025-01-25,desktop,organic,landing_page,2025-01-25 00:00:00,True
U01173,2025-01-25,desktop,organic,signup,2025-01-25 00:02:53,True
U01173,2025-01-25,desktop,organic,product_view,2025-01-25 00:03:31,True
U01173,2025-01-25,desktop,organic,add_to_cart,2025-01-25 00:05:08,True
U01173,2025-01-25,desktop,organic,purchase,2025-01-25 00:07:11,False
U01174,2025-06-29,desktop,organic,landing_page,2025-06-29 00:00:00,True
U01174,2025-06-29,desktop,organic,signup,2025-06-29 00:08:12,True
U01174,2025-06-29,desktop,organic,product_view,2025-06-29 00:13:46,True
U01174,2025-06-29,desktop,organic,add_to_cart,2025-06-29 00:15:38,False
U01175,2025-03-29,mobile,social,landing_page,2025-03-29 00:00:00,True
U01175,2025-03-29,mobile,social,signup,2025-03-29 00:03:01,True
U01175,2025-03-29,mobile,social,product_view,2025-03-29 00:05:15,False
U01176,2025-06-10,desktop,paid_search,landing_page,2025-06-10 00:00:00,True
U01176,2025-06-10,desktop,paid_search,signup,2025-06-10 00:02:48,True
U01176,2025-06-10,desktop,paid_search,product_view,2025-06-10 00:03:01,True
U01176,2025-06-10,desktop,paid_search,add_to_cart,2025-06-10 00:03:10,False
U01177,2025-06-26,desktop,email,landing_page,2025-06-26 00:00:00,True
U01177,2025-06-26,desktop,email,signup,2025-06-26 00:01:10,True
U01177,2025-06-26,desktop,email,product_view,2025-06-26 00:01:44,True
U01177,2025-06-26,desktop,email,add_to_cart,2025-06-26 00:03:47,False
U01178,2025-01-29,mobile,organic,landing_page,2025-01-29 00:00:00,True
U01178,2025-01-29,mobile,organic,signup,2025-01-29 00:04:38,True
U01178,2025-01-29,mobile,organic,product_view,2025-01-29 00:05:14,False
U01179,2025-03-04,desktop,referral,landing_page,2025-03-04 00:00:00,True
U01179,2025-03-04,desktop,referral,signup,2025-03-04 00:01:52,False
U01180,2025-05-30,desktop,paid_search,landing_page,2025-05-30 00:00:00,True
U01180,2025-05-30,desktop,paid_search,signup,2025-05-30 00:01:24,True
U01180,2025-05-30,desktop,paid_search,product_view,2025-05-30 00:05:54,True
U01180,2025-05-30,desktop,paid_search,add_to_cart,2025-05-30 00:06:56,True
U01180,2025-05-30,desktop,paid_search,purchase,2025-05-30 00:09:44,False
U01181,2025-06-03,desktop,organic,landing_page,2025-06-03 00:00:00,True
U01181,2025-06-03,desktop,organic,signup,2025-06-03 00:02:59,True
U01181,2025-06-03,desktop,organic,product_view,2025-06-03 00:04:28,True
U01181,2025-06-03,desktop,organic,add_to_cart,2025-06-03 00:07:06,False
U01182,2025-06-05,desktop,paid_search,landing_page,2025-06-05 00:00:00,True
U01182,2025-06-05,desktop,paid_search,signup,2025-06-05 00:02:32,False
U01183,2025-04-24,desktop,organic,landing_page,2025-04-24 00:00:00,True
U01183,2025-04-24,desktop,organic,signup,2025-04-24 00:06:36,True
U01183,2025-04-24,desktop,organic,product_view,2025-04-24 00:08:16,True
U01183,2025-04-24,desktop,organic,add_to_cart,2025-04-24 00:08:24,False
U01184,2025-02-18,mobile,organic,landing_page,2025-02-18 00:00:00,True
U01184,2025-02-18,mobile,organic,signup,2025-02-18 00:03:56,False
U01185,2025-03-22,mobile,paid_search,landing_page,2025-03-22 00:00:00,True
U01185,2025-03-22,mobile,paid_search,signup,2025-03-22 00:00:07,False
U01186,2025-03-25,mobile,social,landing_page,2025-03-25 00:00:00,True
U01186,2025-03-25,mobile,social,signup,2025-03-25 00:00:39,False
U01187,2025-04-15,mobile,referral,landing_page,2025-04-15 00:00:00,True
U01187,2025-04-15,mobile,referral,signup,2025-04-15 00:03:55,False
U01188,2025-06-26,mobile,paid_search,landing_page,2025-06-26 00:00:00,True
U01188,2025-06-26,mobile,paid_search,signup,2025-06-26 00:01:11,True
U01188,2025-06-26,mobile,paid_search,product_view,2025-06-26 00:02:23,False
U01189,2025-05-28,desktop,referral,landing_page,2025-05-28 00:00:00,True
U01189,2025-05-28,desktop,referral,signup,2025-05-28 00:01:09,True
U01189,2025-05-28,desktop,referral,product_view,2025-05-28 00:04:01,False
U01190,2025-04-28,mobile,referral,landing_page,2025-04-28 00:00:00,True
U01190,2025-04-28,mobile,referral,signup,2025-04-28 00:00:33,True
U01190,2025-04-28,mobile,referral,product_view,2025-04-28 00:02:23,False
U01191,2025-03-27,tablet,email,landing_page,2025-03-27 00:00:00,True
U01191,2025-03-27,tablet,email,signup,2025-03-27 00:04:50,False
U01192,2025-03-04,mobile,paid_search,landing_page,2025-03-04 00:00:00,True
U01192,2025-03-04,mobile,paid_search,signup,2025-03-04 00:08:53,True
U01192,2025-03-04,mobile,paid_search,product_view,2025-03-04 00:09:51,False
U01193,2025-04-14,mobile,organic,landing_page,2025-04-14 00:00:00,True
U01193,2025-04-14,mobile,organic,signup,2025-04-14 00:04:03,False
U01194,2025-02-18,desktop,organic,landing_page,2025-02-18 00:00:00,True
U01194,2025-02-18,desktop,organic,signup,2025-02-18 00:00:10,False
U01195,2025-03-12,desktop,social,landing_page,2025-03-12 00:00:00,True
U01195,2025-03-12,desktop,social,signup,2025-03-12 00:03:06,False
U01196,2025-01-01,desktop,paid_search,landing_page,2025-01-01 00:00:00,True
U01196,2025-01-01,desktop,paid_search,signup,2025-01-01 00:01:08,False
U01197,2025-05-21,tablet,organic,landing_page,2025-05-21 00:00:00,True
U01197,2025-05-21,tablet,organic,signup,2025-05-21 00:00:48,False
U01198,2025-06-28,mobile,paid_search,landing_page,2025-06-28 00:00:00,True
U01198,2025-06-28,mobile,paid_search,signup,2025-06-28 00:01:12,False
U01199,2025-05-03,mobile,organic,landing_page,2025-05-03 00:00:00,True
U01199,2025-05-03,mobile,organic,signup,2025-05-03 00:01:11,True
U01199,2025-05-03,mobile,organic,product_view,2025-05-03 00:03:29,False
U01200,2025-03-03,desktop,social,landing_page,2025-03-03 00:00:00,True
U01200,2025-03-03,desktop,social,signup,2025-03-03 00:01:53,False
U01201,2025-02-01,mobile,organic,landing_page,2025-02-01 00:00:00,True
U01201,2025-02-01,mobile,organic,signup,2025-02-01 00:01:30,True
U01201,2025-02-01,mobile,organic,product_view,2025-02-01 00:01:43,True
U01201,2025-02-01,mobile,organic,add_to_cart,2025-02-01 00:02:08,True
U01201,2025-02-01,mobile,organic,purchase,2025-02-01 00:02:49,False
U01202,2025-06-07,desktop,social,landing_page,2025-06-07 00:00:00,True
U01202,2025-06-07,desktop,social,signup,2025-06-07 00:01:13,False
U01203,2025-01-29,desktop,email,landing_page,2025-01-29 00:00:00,True
U01203,2025-01-29,desktop,email,signup,2025-01-29 00:01:21,True
U01203,2025-01-29,desktop,email,product_view,2025-01-29 00:02:01,True
U01203,2025-01-29,desktop,email,add_to_cart,2025-01-29 00:02:22,False
U01204,2025-02-18,desktop,organic,landing_page,2025-02-18 00:00:00,True
U01204,2025-02-18,desktop,organic,signup,2025-02-18 00:00:56,False
U01205,2025-06-22,mobile,paid_search,landing_page,2025-06-22 00:00:00,True
U01205,2025-06-22,mobile,paid_search,signup,2025-06-22 00:04:57,False
U01206,2025-01-30,mobile,email,landing_page,2025-01-30 00:00:00,True
U01206,2025-01-30,mobile,email,signup,2025-01-30 00:08:36,True
U01206,2025-01-30,mobile,email,product_view,2025-01-30 00:08:58,True
U01206,2025-01-30,mobile,email,add_to_cart,2025-01-30 00:11:33,False
U01207,2025-05-24,mobile,organic,landing_page,2025-05-24 00:00:00,True
U01207,2025-05-24,mobile,organic,signup,2025-05-24 00:03:56,False
U01208,2025-06-17,desktop,organic,landing_page,2025-06-17 00:00:00,True
U01208,2025-06-17,desktop,organic,signup,2025-06-17 00:01:10,False
U01209,2025-01-19,mobile,paid_search,landing_page,2025-01-19 00:00:00,True
U01209,2025-01-19,mobile,paid_search,signup,2025-01-19 00:02:13,True
U01209,2025-01-19,mobile,paid_search,product_view,2025-01-19 00:05:46,True
U01209,2025-01-19,mobile,paid_search,add_to_cart,2025-01-19 00:11:14,False
U01210,2025-01-18,mobile,social,landing_page,2025-01-18 00:00:00,True
U01210,2025-01-18,mobile,social,signup,2025-01-18 00:01:14,True
U01210,2025-01-18,mobile,social,product_view,2025-01-18 00:08:49,False
U01211,2025-01-01,desktop,social,landing_page,2025-01-01 00:00:00,True
U01211,2025-01-01,desktop,social,signup,2025-01-01 00:00:49,False
U01212,2025-03-19,mobile,organic,landing_page,2025-03-19 00:00:00,True
U01212,2025-03-19,mobile,organic,signup,2025-03-19 00:00:59,True
U01212,2025-03-19,mobile,organic,product_view,2025-03-19 00:02:39,False
U01213,2025-04-25,mobile,paid_search,landing_page,2025-04-25 00:00:00,True
U01213,2025-04-25,mobile,paid_search,signup,2025-04-25 00:00:14,True
U01213,2025-04-25,mobile,paid_search,product_view,2025-04-25 00:00:54,False
U01214,2025-06-24,mobile,organic,landing_page,2025-06-24 00:00:00,True
U01214,2025-06-24,mobile,organic,signup,2025-06-24 00:02:22,True
U01214,2025-06-24,mobile,organic,product_view,2025-06-24 00:03:00,True
U01214,2025-06-24,mobile,organic,add_to_cart,2025-06-24 00:05:40,False
U01215,2025-04-23,tablet,email,landing_page,2025-04-23 00:00:00,True
U01215,2025-04-23,tablet,email,signup,2025-04-23 00:03:32,True
U01215,2025-04-23,tablet,email,product_view,2025-04-23 00:03:49,True
U01215,2025-04-23,tablet,email,add_to_cart,2025-04-23 00:05:39,True
U01215,2025-04-23,tablet,email,purchase,2025-04-23 00:06:31,True
U01216,2025-04-24,mobile,paid_search,landing_page,2025-04-24 00:00:00,True
U01216,2025-04-24,mobile,paid_search,signup,2025-04-24 00:01:31,False
U01217,2025-06-15,desktop,email,landing_page,2025-06-15 00:00:00,True
U01217,2025-06-15,desktop,email,signup,2025-06-15 00:00:45,True
U01217,2025-06-15,desktop,email,product_view,2025-06-15 00:02:32,True
U01217,2025-06-15,desktop,email,add_to_cart,2025-06-15 00:06:09,False
U01218,2025-06-28,mobile,paid_search,landing_page,2025-06-28 00:00:00,True
U01218,2025-06-28,mobile,paid_search,signup,2025-06-28 00:00:37,False
U01219,2025-03-04,desktop,social,landing_page,2025-03-04 00:00:00,True
U01219,2025-03-04,desktop,social,signup,2025-03-04 00:05:00,False
U01220,2025-05-12,desktop,paid_search,landing_page,2025-05-12 00:00:00,True
U01220,2025-05-12,desktop,paid_search,signup,2025-05-12 00:00:47,True
U01220,2025-05-12,desktop,paid_search,product_view,2025-05-12 00:04:58,True
U01220,2025-05-12,desktop,paid_search,add_to_cart,2025-05-12 00:06:02,True
U01220,2025-05-12,desktop,paid_search,purchase,2025-05-12 00:06:04,True
U01221,2025-05-09,desktop,social,landing_page,2025-05-09 00:00:00,True
U01221,2025-05-09,desktop,social,signup,2025-05-09 00:01:16,False
U01222,2025-01-08,mobile,paid_search,landing_page,2025-01-08 00:00:00,True
U01222,2025-01-08,mobile,paid_search,signup,2025-01-08 00:01:19,True
U01222,2025-01-08,mobile,paid_search,product_view,2025-01-08 00:02:45,True
U01222,2025-01-08,mobile,paid_search,add_to_cart,2025-01-08 00:03:14,False
U01223,2025-06-06,mobile,email,landing_page,2025-06-06 00:00:00,True
U01223,2025-06-06,mobile,email,signup,2025-06-06 00:03:54,True
U01223,2025-06-06,mobile,email,product_view,2025-06-06 00:07:28,True
U01223,2025-06-06,mobile,email,add_to_cart,2025-06-06 00:10:14,True
U01223,2025-06-06,mobile,email,purchase,2025-06-06 00:16:13,True
U01224,2025-02-24,desktop,paid_search,landing_page,2025-02-24 00:00:00,True
U01224,2025-02-24,desktop,paid_search,signup,2025-02-24 00:01:22,True
U01224,2025-02-24,desktop,paid_search,product_view,2025-02-24 00:06:02,False
U01225,2025-04-13,mobile,paid_search,landing_page,2025-04-13 00:00:00,True
U01225,2025-04-13,mobile,paid_search,signup,2025-04-13 00:04:31,False
U01226,2025-05-11,tablet,paid_search,landing_page,2025-05-11 00:00:00,True
U01226,2025-05-11,tablet,paid_search,signup,2025-05-11 00:00:36,True
U01226,2025-05-11,tablet,paid_search,product_view,2025-05-11 00:01:37,False
U01227,2025-02-01,desktop,email,landing_page,2025-02-01 00:00:00,True
U01227,2025-02-01,desktop,email,signup,2025-02-01 00:02:30,True
U01227,2025-02-01,desktop,email,product_view,2025-02-01 00:03:45,True
U01227,2025-02-01,desktop,email,add_to_cart,2025-02-01 00:04:08,True
U01227,2025-02-01,desktop,email,purchase,2025-02-01 00:05:38,False
U01228,2025-01-10,desktop,social,landing_page,2025-01-10 00:00:00,True
U01228,2025-01-10,desktop,social,signup,2025-01-10 00:01:23,True
U01228,2025-01-10,desktop,social,product_view,2025-01-10 00:01:34,True
U01228,2025-01-10,desktop,social,add_to_cart,2025-01-10 00:01:44,True
U01228,2025-01-10,desktop,social,purchase,2025-01-10 00:06:35,False
U01229,2025-04-20,mobile,paid_search,landing_page,2025-04-20 00:00:00,True
U01229,2025-04-20,mobile,paid_search,signup,2025-04-20 00:02:44,False
U01230,2025-06-11,desktop,social,landing_page,2025-06-11 00:00:00,True
U01230,2025-06-11,desktop,social,signup,2025-06-11 00:00:40,True
U01230,2025-06-11,desktop,social,product_view,2025-06-11 00:04:32,False
U01231,2025-05-04,mobile,social,landing_page,2025-05-04 00:00:00,True
U01231,2025-05-04,mobile,social,signup,2025-05-04 00:01:24,False
U01232,2025-03-28,desktop,referral,landing_page,2025-03-28 00:00:00,True
U01232,2025-03-28,desktop,referral,signup,2025-03-28 00:11:01,True
U01232,2025-03-28,desktop,referral,product_view,2025-03-28 00:12:51,False
U01233,2025-02-24,mobile,email,landing_page,2025-02-24 00:00:00,True
U01233,2025-02-24,mobile,email,signup,2025-02-24 00:00:58,True
U01233,2025-02-24,mobile,email,product_view,2025-02-24 00:01:21,False
U01234,2025-02-01,mobile,social,landing_page,2025-02-01 00:00:00,True
U01234,2025-02-01,mobile,social,signup,2025-02-01 00:05:21,False
U01235,2025-06-27,mobile,paid_search,landing_page,2025-06-27 00:00:00,True
U01235,2025-06-27,mobile,paid_search,signup,2025-06-27 00:01:19,False
U01236,2025-05-15,mobile,email,landing_page,2025-05-15 00:00:00,True
U01236,2025-05-15,mobile,email,signup,2025-05-15 00:03:21,True
U01236,2025-05-15,mobile,email,product_view,2025-05-15 00:04:42,False
U01237,2025-04-03,tablet,social,landing_page,2025-04-03 00:00:00,True
U01237,2025-04-03,tablet,social,signup,2025-04-03 00:02:27,False
U01238,2025-01-08,mobile,referral,landing_page,2025-01-08 00:00:00,True
U01238,2025-01-08,mobile,referral,signup,2025-01-08 00:02:18,True
U01238,2025-01-08,mobile,referral,product_view,2025-01-08 00:09:57,True
U01238,2025-01-08,mobile,referral,add_to_cart,2025-01-08 00:10:04,False
U01239,2025-03-06,mobile,organic,landing_page,2025-03-06 00:00:00,True
U01239,2025-03-06,mobile,organic,signup,2025-03-06 00:02:56,True
U01239,2025-03-06,mobile,organic,product_view,2025-03-06 00:04:20,True
U01239,2025-03-06,mobile,organic,add_to_cart,2025-03-06 00:06:48,False
U01240,2025-02-26,desktop,organic,landing_page,2025-02-26 00:00:00,True
U01240,2025-02-26,desktop,organic,signup,2025-02-26 00:01:57,True
U01240,2025-02-26,desktop,organic,product_view,2025-02-26 00:08:44,True
U01240,2025-02-26,desktop,organic,add_to_cart,2025-02-26 00:08:48,True
U01240,2025-02-26,desktop,organic,purchase,2025-02-26 00:10:23,True
U01241,2025-03-08,mobile,organic,landing_page,2025-03-08 00:00:00,True
U01241,2025-03-08,mobile,organic,signup,2025-03-08 00:07:29,False
U01242,2025-03-13,desktop,social,landing_page,2025-03-13 00:00:00,True
U01242,2025-03-13,desktop,social,signup,2025-03-13 00:02:48,True
U01242,2025-03-13,desktop,social,product_view,2025-03-13 00:15:15,False
U01243,2025-02-23,mobile,referral,landing_page,2025-02-23 00:00:00,True
U01243,2025-02-23,mobile,referral,signup,2025-02-23 00:00:24,True
U01243,2025-02-23,mobile,referral,product_view,2025-02-23 00:00:42,True
U01243,2025-02-23,mobile,referral,add_to_cart,2025-02-23 00:03:57,False
U01244,2025-03-08,desktop,organic,landing_page,2025-03-08 00:00:00,True
U01244,2025-03-08,desktop,organic,signup,2025-03-08 00:05:09,False
U01245,2025-02-20,mobile,social,landing_page,2025-02-20 00:00:00,True
U01245,2025-02-20,mobile,social,signup,2025-02-20 00:01:15,True
U01245,2025-02-20,mobile,social,product_view,2025-02-20 00:01:35,False
U01246,2025-04-07,desktop,social,landing_page,2025-04-07 00:00:00,True
U01246,2025-04-07,desktop,social,signup,2025-04-07 00:02:35,False
U01247,2025-04-02,mobile,social,landing_page,2025-04-02 00:00:00,True
U01247,2025-04-02,mobile,social,signup,2025-04-02 00:05:35,True
U01247,2025-04-02,mobile,social,product_view,2025-04-02 00:06:52,False
U01248,2025-01-08,tablet,paid_search,landing_page,2025-01-08 00:00:00,True
U01248,2025-01-08,tablet,paid_search,signup,2025-01-08 00:00:58,False
U01249,2025-06-11,desktop,email,landing_page,2025-06-11 00:00:00,True
U01249,2025-06-11,desktop,email,signup,2025-06-11 00:01:12,True
U01249,2025-06-11,desktop,email,product_view,2025-06-11 00:01:41,True
U01249,2025-06-11,desktop,email,add_to_cart,2025-06-11 00:03:41,True
U01249,2025-06-11,desktop,email,purchase,2025-06-11 00:04:06,True
U01250,2025-02-04,mobile,organic,landing_page,2025-02-04 00:00:00,True
U01250,2025-02-04,mobile,organic,signup,2025-02-04 00:01:29,True
U01250,2025-02-04,mobile,organic,product_view,2025-02-04 00:03:50,True
U01250,2025-02-04,mobile,organic,add_to_cart,2025-02-04 00:03:57,True
U01250,2025-02-04,mobile,organic,purchase,2025-02-04 00:05:25,False
U01251,2025-04-06,desktop,email,landing_page,2025-04-06 00:00:00,True
U01251,2025-04-06,desktop,email,signup,2025-04-06 00:07:09,False
U01252,2025-03-29,mobile,organic,landing_page,2025-03-29 00:00:00,True
U01252,2025-03-29,mobile,organic,signup,2025-03-29 00:08:44,True
U01252,2025-03-29,mobile,organic,product_view,2025-03-29 00:11:15,False
U01253,2025-03-19,mobile,paid_search,landing_page,2025-03-19 00:00:00,True
U01253,2025-03-19,mobile,paid_search,signup,2025-03-19 00:00:24,True
U01253,2025-03-19,mobile,paid_search,product_view,2025-03-19 00:00:38,True
U01253,2025-03-19,mobile,paid_search,add_to_cart,2025-03-19 00:02:16,False
U01254,2025-02-01,desktop,email,landing_page,2025-02-01 00:00:00,True
U01254,2025-02-01,desktop,email,signup,2025-02-01 00:00:56,True
U01254,2025-02-01,desktop,email,product_view,2025-02-01 00:01:13,True
U01254,2025-02-01,desktop,email,add_to_cart,2025-02-01 00:02:21,True
U01254,2025-02-01,desktop,email,purchase,2025-02-01 00:02:38,False
U01255,2025-04-30,tablet,organic,landing_page,2025-04-30 00:00:00,True
U01255,2025-04-30,tablet,organic,signup,2025-04-30 00:02:46,False
U01256,2025-02-15,desktop,organic,landing_page,2025-02-15 00:00:00,True
U01256,2025-02-15,desktop,organic,signup,2025-02-15 00:02:10,True
U01256,2025-02-15,desktop,organic,product_view,2025-02-15 00:08:14,False
U01257,2025-05-24,desktop,social,landing_page,2025-05-24 00:00:00,True
U01257,2025-05-24,desktop,social,signup,2025-05-24 00:04:40,False
U01258,2025-06-14,tablet,paid_search,landing_page,2025-06-14 00:00:00,True
U01258,2025-06-14,tablet,paid_search,signup,2025-06-14 00:01:29,False
U01259,2025-05-22,desktop,paid_search,landing_page,2025-05-22 00:00:00,True
U01259,2025-05-22,desktop,paid_search,signup,2025-05-22 00:02:38,False
U01260,2025-02-24,tablet,organic,landing_page,2025-02-24 00:00:00,True
U01260,2025-02-24,tablet,organic,signup,2025-02-24 00:02:12,False
U01261,2025-06-25,tablet,organic,landing_page,2025-06-25 00:00:00,True
U01261,2025-06-25,tablet,organic,signup,2025-06-25 00:02:56,True
U01261,2025-06-25,tablet,organic,product_view,2025-06-25 00:03:34,True
U01261,2025-06-25,tablet,organic,add_to_cart,2025-06-25 00:03:47,True
U01261,2025-06-25,tablet,organic,purchase,2025-06-25 00:07:42,True
U01262,2025-01-07,desktop,paid_search,landing_page,2025-01-07 00:00:00,True
U01262,2025-01-07,desktop,paid_search,signup,2025-01-07 00:00:34,True
U01262,2025-01-07,desktop,paid_search,product_view,2025-01-07 00:01:22,False
U01263,2025-03-15,mobile,organic,landing_page,2025-03-15 00:00:00,True
U01263,2025-03-15,mobile,organic,signup,2025-03-15 00:00:52,False
U01264,2025-01-07,desktop,referral,landing_page,2025-01-07 00:00:00,True
U01264,2025-01-07,desktop,referral,signup,2025-01-07 00:00:46,False
U01265,2025-06-10,desktop,organic,landing_page,2025-06-10 00:00:00,True
U01265,2025-06-10,desktop,organic,signup,2025-06-10 00:02:40,False
U01266,2025-05-31,desktop,paid_search,landing_page,2025-05-31 00:00:00,True
U01266,2025-05-31,desktop,paid_search,signup,2025-05-31 00:01:51,False
U01267,2025-03-26,desktop,organic,landing_page,2025-03-26 00:00:00,True
U01267,2025-03-26,desktop,organic,signup,2025-03-26 00:01:20,True
U01267,2025-03-26,desktop,organic,product_view,2025-03-26 00:06:57,False
U01268,2025-05-27,desktop,organic,landing_page,2025-05-27 00:00:00,True
U01268,2025-05-27,desktop,organic,signup,2025-05-27 00:01:07,True
U01268,2025-05-27,desktop,organic,product_view,2025-05-27 00:09:11,True
U01268,2025-05-27,desktop,organic,add_to_cart,2025-05-27 00:09:32,False
U01269,2025-04-22,desktop,social,landing_page,2025-04-22 00:00:00,True
U01269,2025-04-22,desktop,social,signup,2025-04-22 00:01:44,True
U01269,2025-04-22,desktop,social,product_view,2025-04-22 00:02:27,False
U01270,2025-05-05,tablet,social,landing_page,2025-05-05 00:00:00,True
U01270,2025-05-05,tablet,social,signup,2025-05-05 00:05:11,False
