PlayerID,Team,Number,FirstName,LastName,Position,Status,Height_in,Weight_lbs,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
16842,CAR,67,John,Miller,G,Active,75,315.00,1993-08-12T00:00:00,Louisville,2,OL,TRUE,OFF,John Miller,27,6th Season,12-Aug-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16842.png,13,NO,0,J.Miller,,Scrambled,Scrambled,0,64,CAR,BUF,2015,1,49,FALSE,6,3,2,,Scrambled,,303001,1a7ff6d7-85c8-4ef1-8db7-b629b451e368,10486,10283,,51577,,,,28469,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161913,http://cdn.usatsimg.com/api/download/?imageID=13412060,http://cdn.usatsimg.com/api/download/?imageID=13421672,2019-09-25T12:57:06,2019-09-27T15:54:01,,[]
16021,CAR,69,Tyler,Larsen,C,Active,76,325.00,1991-07-08T00:00:00,Utah State,2,OL,TRUE,OFF,Tyler Larsen,29,5th Season,8-Jul-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16021.png,13,NO,0,T.Larsen,,Scrambled,Scrambled,1,64,CAR,MIA,2014,,,TRUE,6,4,2,,Scrambled,,300256,1b1e5bef-13e9-4814-b7ef-7970cbf103b8,,9433,,43093,11684,,,28105,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161870,,,,,,[]
22447,CAR,71,Sam,Tecklenburg,C,Practice Squad,76,310.00,1997-01-31T00:00:00,Baylor,0,OL,TRUE,OFF,Sam Tecklenburg,24,Rookie,31-Jan-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22447.png,13,NO,0,S.Tecklenburg,,Scrambled,Scrambled,,,CAR,CAR,2020,,,TRUE,6,4,2,,Scrambled,,308609,5cc69b4f-6ac4-4854-b3ab-5f669e0d8239,,14974,,93492,,65737,,33155,Scrambled,Scrambled,,Scrambled,Sam Tecklenburg,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8162002,http://cdn.usatsimg.com/api/download/?imageID=14856524,http://cdn.usatsimg.com/api/download/?imageID=14856526,2020-08-30T09:42:39,2020-08-30T09:43:20,,[]
18950,CAR,72,Taylor,Moton,OT,Active,77,325.00,1994-03-18T00:00:00,Western Michigan,1,OL,TRUE,OFF,Taylor Moton,26,4th Season,18-Mar-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18950.png,13,NO,0,T.Moton,,Scrambled,Scrambled,0,65,CAR,CAR,2017,1,39,FALSE,6,5,2,,Scrambled,,304798,cbe71aae-2475-487f-a78d-c1d7f021c097,,11812,,61345,,,,30177,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161924,http://cdn.usatsimg.com/api/download/?imageID=10412498,http://cdn.usatsimg.com/api/download/?imageID=10427409,2017-11-14T22:06:54,2017-11-20T17:22:41,,[]
20065,CAR,73,Trent,Scott,OT,Active,77,320.00,1994-01-25T00:00:00,Grambling State,1,OL,TRUE,OFF,Trent Scott,27,3rd Season,25-Jan-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20065.png,13,NO,0,T.Scott,,Scrambled,Scrambled,1,65,CAR,LAC,2018,,,TRUE,6,5,2,,Scrambled,,306255,de3c68c3-9c11-4c0c-82ef-bc0d536820c2,,13059,,132793,,,,31687,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161980,http://cdn.usatsimg.com/api/download/?imageID=12074209,http://cdn.usatsimg.com/api/download/?imageID=12145032,2019-01-29T14:16:53,2019-02-11T12:43:42,,[]
20858,CAR,74,Greg,Little,OT,Active,77,310.00,1997-11-04T00:00:00,Mississippi,1,OL,TRUE,OFF,Greg Little,23,2nd Season,4-Nov-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20858.png,13,NO,0,G.Little,,Scrambled,Scrambled,1,62,CAR,CAR,2019,1,22,FALSE,6,5,2,,Scrambled,,306756,d0ca076f-a25d-436b-837e-07dde16be635,14070,13448,,126849,,,,31869,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161884,http://cdn.usatsimg.com/api/download/?imageID=12602306,http://cdn.usatsimg.com/api/download/?imageID=14713003,2019-04-27T21:46:38,2020-08-07T19:42:22,,[]
16284,CAR,75,Michael,Schofield III,G,Active,78,301.00,1990-11-15T00:00:00,Michigan,3,OL,TRUE,OFF,Michael Schofield III,30,7th Season,15-Nov-90,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16284.png,13,NO,0,M.Schofield III,,Scrambled,Scrambled,0,63,CAR,DEN,2014,1,57,FALSE,6,6,2,,Scrambled,,302579,305c4a34-6428-418e-adf6-09f60e83c674,9549,9426,,53366,11975,,,27623,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161977,http://cdn.usatsimg.com/api/download/?imageID=12074228,http://cdn.usatsimg.com/api/download/?imageID=12145084,2019-01-29T14:17:13,2019-02-11T12:44:54,,[]
11604,CAR,76,Russell,Okung,OT,Active,77,310.00,1988-10-07T00:00:00,Oklahoma State,4,OL,TRUE,OFF,Russell Okung,32,11th Season,7-Oct-88,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11604.png,13,NO,0,R.Okung,,Scrambled,Scrambled,0,62,CAR,SEA,2010,0,2,FALSE,6,5,2,,Scrambled,,302584,38293bdb-87d5-4219-be46-44fea6741483,5632,6539,,31544,4150,,,23981,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161928,http://cdn.usatsimg.com/api/download/?imageID=9504276,http://cdn.usatsimg.com/api/download/?imageID=10835606,2016-08-28T05:52:11,2018-05-14T09:05:45,,[]
20541,CAR,77,Bruce,Hector,DT,Practice Squad,74,296.00,1994-10-07T00:00:00,South Florida,1,DL,TRUE,DEF,Bruce Hector,26,3rd Season,7-Oct-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20541.png,13,NO,0,B.Hector,902.7,Scrambled,Scrambled,,,CAR,PHI,2018,,,TRUE,6,2,2,,Scrambled,,306480,dcd1b7b0-5768-4b66-b760-30dbcfd04b93,,13280,741773,75127,,,,31572,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,7244442,http://cdn.usatsimg.com/api/download/?imageID=12069827,http://cdn.usatsimg.com/api/download/?imageID=12145095,2019-01-28T13:02:18,2019-02-11T12:45:18,,[]
22302,CAR,79,Mike,Panasiuk,DT,Practice Squad,75,294.00,1997-10-13T00:00:00,Michigan State,0,DL,TRUE,DEF,Mike Panasiuk,23,Rookie,13-Oct-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,13,NO,0,M.Panasiuk,,Scrambled,Scrambled,,,CAR,LV,2020,,,TRUE,6,3,2,,Scrambled,,308728,4f115bb3-1468-4bfb-a239-e55e6dc7ce3f,,14905,,121222,,,,33354,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161941,http://cdn.usatsimg.com/api/download/?imageID=14856550,http://cdn.usatsimg.com/api/download/?imageID=14856549,2020-08-30T09:49:19,2020-08-30T09:49:11,,[]
19910,CAR,80,Ian,Thomas,TE,Active,75,260.00,1996-06-06T00:00:00,Indiana,1,TE,TRUE,OFF,Ian Thomas,24,3rd Season,6-Jun-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19910.png,13,NO,0,I.Thomas,194.2,Scrambled,Scrambled,0,3,CAR,CAR,2018,1,61,FALSE,6,3,2,12,Scrambled,,305922,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,13163,12858,943093,121675,,72515,943093,31071,Scrambled,Scrambled,,Scrambled,Ian Thomas,Ian Thomas,Ian Thomas,0,Scrambled,Scrambled,FALSE,,,,5,5,943093,Ian Thomas,8162007,http://cdn.usatsimg.com/api/download/?imageID=15190486,http://cdn.usatsimg.com/api/download/?imageID=15190490,2020-11-12T12:51:39,2020-11-12T12:52:06,,[]
18985,CAR,81,Amara,Darboh,WR,Practice Squad,74,215.00,1994-02-01T00:00:00,Michigan,1,WR,TRUE,OFF,Amara Darboh,27,4th Season,1-Feb-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18985.png,13,NO,0,A.Darboh,265,Scrambled,Scrambled,,,CAR,SEA,2017,1,64,FALSE,6,2,2,6,Scrambled,,305296,91aac0f7-60ed-4333-8aee-15bd56764464,,11852,696125,57378,,28055,696125,30219,Scrambled,Scrambled,,Scrambled,Amara Darboh,Amara Darboh,Amara Darboh,2,Scrambled,Scrambled,FALSE,,,,5,5,696125,Amara Darboh,8161701,http://cdn.usatsimg.com/api/download/?imageID=10466892,http://cdn.usatsimg.com/api/download/?imageID=10479967,2017-12-08T19:12:40,2017-12-15T06:51:59,,[]
17762,CAR,82,Chris,Manhertz,TE,Active,78,255.00,1992-04-10T00:00:00,Canisius,2,TE,TRUE,OFF,Chris Manhertz,28,5th Season,10-Apr-92,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17762.png,13,NO,0,C.Manhertz,290.4,Scrambled,Scrambled,1,3,CAR,BUF,2014,,,TRUE,6,6,2,12,Scrambled,,,,,10033,563293,89813,,18009,563293,28365,Scrambled,Scrambled,,Scrambled,Chris Manhertz,Chris Manhertz,Chris Manhertz,1,Scrambled,Scrambled,FALSE,,,,5,5,563293,Chris Manhertz,8161892,http://cdn.usatsimg.com/api/download/?imageID=15190466,http://cdn.usatsimg.com/api/download/?imageID=15190475,2020-11-12T12:44:12,2020-11-12T12:44:38,,[]
18343,CAR,83,Marken,Michel,WR,Practice Squad,61,190.00,1993-07-06T00:00:00,Massachusetts,0,WR,TRUE,OFF,Marken Michel,27,1st Season,6-Jul-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18343.png,13,NO,0,M.Michel,649.8,Scrambled,Scrambled,,,CAR,MIN,2016,,,TRUE,5,11,2,6,Scrambled,,304351,fa7983c1-408c-4aa5-9723-efbf039db351,,11501,604826,56646,,47501,604826,29540,Scrambled,Scrambled,,Scrambled,Marken Michel,Marken Michel,Marken Michel,4,Scrambled,Scrambled,FALSE,,,,5,5,604826,Marken Michel,8161900,,,,,,[]
21548,CAR,83,Ventell,Bryant,WR,Practice Squad,75,205.00,1996-08-24T00:00:00,Temple,1,WR,TRUE,OFF,Ventell Bryant,24,2nd Season,24-Aug-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21548.png,13,NO,0,V.Bryant,,Scrambled,Scrambled,,,CAR,CIN,2019,,,TRUE,6,3,2,6,Scrambled,,307456,85325fdc-da47-4992-af60-a20d0b1ec980,,14236,838301,83253,,56946,838301,32556,Scrambled,Scrambled,,Scrambled,Ventell Bryant,Ventell Bryant,Ventell Bryant,3,Scrambled,Scrambled,FALSE,,,,5,5,838301,Ventell Bryant,8161634,,,,,,[]
21732,CAR,85,Giovanni,Ricci,TE,Practice Squad,75,240.00,1996-10-16T00:00:00,Western Michigan,0,TE,TRUE,OFF,Giovanni Ricci,24,Rookie,16-Oct-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21732.png,13,NO,0,G.Ricci,,Scrambled,Scrambled,,,CAR,CAR,2020,,,TRUE,6,3,2,12,Scrambled,,308412,689de342-1d99-4a4d-976d-f6573ef3a8c2,,14785,,91629,,65477,885940,33151,Scrambled,Scrambled,,Scrambled,Giovanni Ricci,Giovanni Ricci,Giovanni Ricci,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161956,,,,,,[]
19542,CAR,86,Colin,Thompson,TE,Active,76,257.00,1993-12-15T00:00:00,Temple,0,TE,TRUE,OFF,Colin Thompson,27,1st Season,15-Dec-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19542.png,13,NO,0,C.Thompson,774.4,Scrambled,Scrambled,1,3,CAR,NYG,2017,,,TRUE,6,4,2,12,Scrambled,,305797,1d55ba37-c09e-4945-b7ae-8d84e2357283,,12375,694629,83379,,30272,694629,30740,Scrambled,Scrambled,,Scrambled,Colin Thompson,Colin Thompson,Colin Thompson,1,Scrambled,Scrambled,FALSE,,,,5,5,694629,Colin Thompson,8162011,http://cdn.usatsimg.com/api/download/?imageID=14713364,http://cdn.usatsimg.com/api/download/?imageID=14713395,2020-08-07T20:27:51,2020-08-07T20:29:47,,[]
18143,CAR,91,Stephen,Weatherly,DE,Active,77,265.00,1994-03-19T00:00:00,Vanderbilt,2,DL,TRUE,DEF,Stephen Weatherly,26,5th Season,19-Mar-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18143.png,13,NO,0,S.Weatherly,632.8,Scrambled,Scrambled,0,70,CAR,MIN,2016,3,137,FALSE,6,5,2,,Scrambled,,304153,6ef5045f-9215-4354-a1af-3f86e4c4a03d,,10894,,60665,,,,29461,Scrambled,Scrambled,,Scrambled,,Stephen Weatherly,Stephen Weatherly,,Scrambled,Scrambled,FALSE,,,,5,5,,,8162025,http://cdn.usatsimg.com/api/download/?imageID=10485717,http://cdn.usatsimg.com/api/download/?imageID=10521727,2017-12-18T22:47:37,2018-01-04T15:58:24,,[]
16226,CAR,92,Zach,Kerr,DT,Active,74,334.00,1990-08-29T00:00:00,Delaware,3,DL,TRUE,DEF,Zach Kerr,30,7th Season,29-Aug-90,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16226.png,13,NO,0,Z.Kerr,483.4,Scrambled,Scrambled,1,68,CAR,IND,2014,,,TRUE,6,2,2,,Scrambled,,302076,5165ce25-382b-4809-83b7-8c66d93c2aef,,9637,495347,39788,12126,,,27905,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161845,http://cdn.usatsimg.com/api/download/?imageID=10370810,http://cdn.usatsimg.com/api/download/?imageID=10836105,2017-10-26T22:42:02,2018-05-14T09:31:39,,[]
22135,CAR,93,Bravvion,Roy,DT,Active,73,333.00,1997-10-18T00:00:00,Baylor,0,DL,TRUE,DEF,Bravvion Roy,23,Rookie,18-Oct-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22135.png,13,NO,0,B.Roy,1168.3,Scrambled,Scrambled,1,68,CAR,CAR,2020,2,111,FALSE,6,1,2,,Scrambled,,307884,47dedc0e-a2fd-415c-8619-5a46867d83e2,,14824,,121584,,,,32854,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161971,http://cdn.usatsimg.com/api/download/?imageID=15190477,http://cdn.usatsimg.com/api/download/?imageID=15190478,2020-11-12T12:47:39,2020-11-12T12:48:09,,[]
17264,CAR,94,Efe,Obada,DE,Active,78,265.00,1992-04-13T00:00:00,None,1,DL,TRUE,DEF,Efe Obada,28,3rd Season,13-Apr-92,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17264.png,13,NO,0,E.Obada,566.9,Scrambled,Scrambled,1,70,CAR,DAL,2015,,,TRUE,6,6,2,,Scrambled,,303750,7d7aae3c-c186-4ded-bbaa-df05f697ef29,,10448,,89823,,,,28386,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161926,http://cdn.usatsimg.com/api/download/?imageID=13118221,http://cdn.usatsimg.com/api/download/?imageID=13231837,2019-07-29T15:26:34,2019-08-19T13:07:28,,[]
22085,CAR,95,Derrick,Brown,DT,Active,77,326.00,1998-04-15T00:00:00,Auburn,0,DL,TRUE,DEF,Derrick Brown,22,Rookie,15-Apr-98,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22085.png,13,NO,0,D.Brown,1159.8,Scrambled,Scrambled,0,69,CAR,CAR,2020,0,3,FALSE,6,5,2,,Scrambled,,307850,9c8292c7-b406-4a31-a781-7c72aac6b053,,13852,,120631,,,,32677,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161629,http://cdn.usatsimg.com/api/download/?imageID=15190441,http://cdn.usatsimg.com/api/download/?imageID=15190442,2020-11-12T12:31:33,2020-11-12T12:31:47,,[]
20488,CAR,96,Austin,Larkin,DE,Active,75,265.00,1995-04-06T00:00:00,Purdue,1,DL,TRUE,DEF,Austin Larkin,25,2nd Season,6-Apr-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20488.png,13,NO,0,A.Larkin,897.2,Scrambled,Scrambled,1,68,CAR,DAL,2018,,,TRUE,6,3,2,,Scrambled,,306341,9fe70732-0c55-42ff-a79c-9d234fbc995c,,13251,,122058,,,,31286,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161864,http://cdn.usatsimg.com/api/download/?imageID=15156353,http://cdn.usatsimg.com/api/download/?imageID=15156379,2020-11-03T20:11:04,2020-11-03T20:12:20,,[]
21896,CAR,97,Yetur,Gross-Matos,DE,Active,77,264.00,1998-02-26T00:00:00,Penn State,0,DL,TRUE,DEF,Yetur Gross-Matos,22,Rookie,26-Feb-98,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21896.png,13,NO,0,Y.Gross-Matos,1102.3,Scrambled,Scrambled,1,70,CAR,CAR,2020,1,23,FALSE,6,5,2,,Scrambled,,307853,d96afcfe-32fb-4a59-b75c-94a6184d3136,,14355,,128114,,,,32707,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161763,http://cdn.usatsimg.com/api/download/?imageID=14704231,http://cdn.usatsimg.com/api/download/?imageID=14714906,2020-08-06T14:14:53,2020-08-08T07:47:50,,[]
19929,CAR,98,Marquis,Haynes,DE,Active,74,235.00,1993-12-16T00:00:00,Mississippi,1,DL,TRUE,DEF,Marquis Haynes,27,3rd Season,16-Dec-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19929.png,13,NO,0,M.Haynes,818,Scrambled,Scrambled,1,68,CAR,CAR,2018,1,82,FALSE,6,2,2,,Scrambled,,305923,8a60686b-fdf6-4293-846e-92c1b1d586b9,,12841,,84069,,,,31106,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,5,5,,,8161787,http://cdn.usatsimg.com/api/download/?imageID=13118247,http://cdn.usatsimg.com/api/download/?imageID=13231911,2019-07-29T15:27:03,2019-08-19T13:10:01,,[]
15189,CAR,99,Kawann,Short,DT,Injured Reserve,75,315.00,1989-02-02T00:00:00,Purdue,3,DL,TRUE,DEF,Kawann Short,32,8th Season,2-Feb-89,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15189.png,13,NO,0,K.Short,451.9,Scrambled,Scrambled,0,68,CAR,CAR,2013,1,27,FALSE,6,3,2,,Scrambled,,302103,123f0733-0afb-4291-8e57-9970e229309b,8434,8674,,38069,17621,,,26667,Scrambled,Scrambled,2020-10-12T00:00:00,Scrambled,,Kawann Short,Kawann Short,,Scrambled,Scrambled,TRUE,,,,5,5,,,8161982,http://cdn.usatsimg.com/api/download/?imageID=13118232,http://cdn.usatsimg.com/api/download/?imageID=13231916,2019-07-29T15:26:49,2019-08-19T13:10:11,,[]
20296,CHI,,Jester,Weah,WR,Practice Squad,75,209.00,1995-02-07T00:00:00,Pittsburgh,2,WR,TRUE,OFF,Jester Weah,26,2nd Season,7-Feb-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20296.png,11,PHI,0,J.Weah,1317.1,Scrambled,Scrambled,,,CHI,HOU,2018,,,TRUE,6,3,19,23,Scrambled,,306134,9fd7fab6-1c26-418f-9696-e8dd0208d508,,12653,742410,75940,,40674,742410,31592,Scrambled,Scrambled,,Scrambled,Jester Weah,Jester Weah,Jester Weah,8,Scrambled,Scrambled,FALSE,,,,6,6,742410,Jester Weah,6494709,,,,,,[]
16301,CHI,2,Cairo,Santos,K,Active,68,164.00,1991-11-12T00:00:00,Tulane,6,K,TRUE,ST,Cairo Santos,29,7th Season,12-Nov-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16301.png,11,NO,0,C.Santos,,Scrambled,Scrambled,1,908,CHI,KC,2014,,,TRUE,5,8,5,13,Scrambled,,300737,d96ff17c-841a-4768-8e08-3a4cfcb7f717,10155,9633,546669,48875,11109,33714,546669,28227,Scrambled,Scrambled,,Scrambled,Cairo Santos,Cairo Santos,Cairo Santos,,Scrambled,Scrambled,FALSE,,,,6,6,,,8158146,http://cdn.usatsimg.com/api/download/?imageID=8144510,http://cdn.usatsimg.com/api/download/?imageID=10485319,2014-10-16T15:15:31,2017-12-18T18:43:17,,[]
15293,CHI,8,Tyler,Bray,QB,Practice Squad,78,215.00,1991-12-27T00:00:00,Tennessee,6,QB,TRUE,OFF,Tyler Bray,29,7th Season,27-Dec-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15293.png,11,NO,0,T.Bray,689,Scrambled,Scrambled,,,CHI,KC,2013,,,TRUE,6,6,5,2,Scrambled,,302752,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,,8621,542809,48269,18385,30788,542809,27170,Scrambled,Scrambled,,Scrambled,Tyler Bray,Tyler Bray,Tyler Bray,2,Scrambled,Scrambled,FALSE,,,,6,6,542809,Tyler Bray,7384055,http://cdn.usatsimg.com/api/download/?imageID=14756005,http://cdn.usatsimg.com/api/download/?imageID=14756010,2020-08-17T21:15:01,2020-08-17T21:15:59,,[]
13723,CHI,9,Nick,Foles,QB,Active,78,243.00,1989-01-20T00:00:00,Arizona,7,QB,TRUE,OFF,Nick Foles,32,9th Season,20-Jan-89,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13723.png,11,NO,0,N.Foles,201.8,Scrambled,Scrambled,2,1,CHI,PHI,2012,2,80,FALSE,6,6,5,2,Scrambled,,302763,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,7475,8066,403189,35005,17596,22027,403189,25798,Scrambled,Scrambled,,Scrambled,Nick Foles,Nick Foles,Nick Foles,1,Scrambled,Scrambled,FALSE,,,,6,6,403189,Nick Foles,8158033,http://cdn.usatsimg.com/api/download/?imageID=13412128,http://cdn.usatsimg.com/api/download/?imageID=13421797,2019-09-25T12:58:09,2019-09-27T15:57:50,,[]
18811,CHI,10,Mitchell,Trubisky,QB,Active,74,215.00,1994-08-20T00:00:00,North Carolina,3,QB,TRUE,OFF,Mitchell Trubisky,26,4th Season,20-Aug-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18811.png,11,NO,0,M.Trubisky,221.8,Scrambled,Scrambled,1,1,CHI,CHI,2017,1,2,FALSE,6,2,5,2,Scrambled,,304806,7a1b8f1a-9024-4897-86b0-01c63e00305e,12135,11709,728169,73478,,38628,728169,30115,Scrambled,Scrambled,,Scrambled,Mitchell Trubisky,Mitchell Trubisky,Mitchell Trubisky,2,Scrambled,Scrambled,FALSE,,,,6,6,728169,Mitchell Trubisky,8158179,http://cdn.usatsimg.com/api/download/?imageID=10466929,http://cdn.usatsimg.com/api/download/?imageID=10480026,2017-12-08T19:13:19,2017-12-15T06:54:05,,[]
21961,CHI,11,Darnell,Mooney,WR,Active,61,176.00,1997-10-29T00:00:00,Tulane,0,WR,TRUE,OFF,Darnell Mooney,23,Rookie,29-Oct-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21961.png,11,NO,0,D.Mooney,229.1,Scrambled,Scrambled,1,5,CHI,CHI,2020,4,157,FALSE,5,10,5,15,Scrambled,,307888,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,,14510,,121851,,69777,912027,32843,Scrambled,Scrambled,,Scrambled,Darnell Mooney,Darnell Mooney,Darnell Mooney,2,Scrambled,Scrambled,FALSE,,,,6,6,,,8158114,http://cdn.usatsimg.com/api/download/?imageID=14756139,http://cdn.usatsimg.com/api/download/?imageID=14756128,2020-08-17T21:34:57,2020-08-17T21:34:38,,[]
16263,CHI,12,Allen,Robinson II,WR,Active,74,220.00,1993-08-24T00:00:00,Penn State,6,WR,TRUE,OFF,Allen Robinson II,27,7th Season,24-Aug-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16263.png,11,NO,0,A.Robinson II,36.4,Scrambled,Scrambled,1,4,CHI,JAX,2014,2,55,FALSE,6,2,5,15,Scrambled,,300936,0fd32417-8410-4a8f-8919-386c433bca43,9297,9264,609496,54528,11111,28643,609496,27589,Scrambled,Scrambled,,Scrambled,Allen Robinson II,Allen Robinson II,Allen Robinson,1,Scrambled,Scrambled,FALSE,,,,6,6,609496,Allen Robinson II,8158140,http://cdn.usatsimg.com/api/download/?imageID=13412105,http://cdn.usatsimg.com/api/download/?imageID=13421790,2019-09-25T12:57:49,2019-09-27T15:57:36,,[]
19054,CHI,13,Rodney,Adams,WR,Practice Squad,73,189.00,1994-09-15T00:00:00,South Florida,2,WR,TRUE,OFF,Rodney Adams,26,2nd Season,15-Sep-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19054.png,11,NO,0,R.Adams,1092.6,Scrambled,Scrambled,,,CHI,MIN,2017,4,155,FALSE,6,1,5,15,Scrambled,,305099,dc8a06c8-538a-4408-8a2b-1d9bfafb8a3c,,11844,746602,73255,,45307,746602,30283,Scrambled,Scrambled,,Scrambled,Rodney Adams,Rodney Adams,Rodney Adams,7,Scrambled,Scrambled,FALSE,,,,6,6,746602,Rodney Adams,6489110,http://cdn.usatsimg.com/api/download/?imageID=10412552,http://cdn.usatsimg.com/api/download/?imageID=10427584,2017-11-14T22:07:38,2017-11-20T17:33:08,,[]
